geo_description,year,estimate,moe,se,cv,type,subtype
Wake,2018,0.19395763728800963,0.016107551857710206,0.008218138702913371,4.2370791982324345,Age,18+
Wake,2018,0.2361662421892328,0.03622875922864416,0.018484060830940896,7.826715901305735,Age,Under 18
Wayne,2018,0.3468011680382267,0.048152726340605974,0.024567717520717333,7.084093072607332,Age,18+
Wayne,2018,0.5699749905786426,0.10874441759927148,0.05548184571391402,9.73408423720284,Age,Under 18
Alamance,2018,0.3324859759994319,0.039626434402933765,0.02021756857292539,6.0807282208377815,Age Group by Sex,Female Female 18+
Alamance,2018,0.47704124227750877,0.11226349957804913,0.05727729570308629,12.006780677836325,Age Group by Sex,Female Under 18
Alamance,2018,0.2730216249769322,0.04683970010489843,0.023897806175968588,8.75308180368047,Age Group by Sex,Male 18+
Alamance,2018,0.386504022839346,0.10266015053628316,0.05237762782463427,13.55163846416303,Age Group by Sex,Male Under 18
Alexander,2018,0.33358082308018666,0.059560703251630265,0.030388113903892993,9.109670521014408,Age Group by Sex,Female Female 18+
Alexander,2018,0.2611464968152866,0.10777297453064467,0.054986211495226874,21.055695621342974,Age Group by Sex,Female Under 18
Alexander,2018,0.3297705124174788,0.05474189222019935,0.027929536847040488,8.469385768392353,Age Group by Sex,Male 18+
Alexander,2018,0.3143504642152204,0.11944203046971213,0.06093981146413884,19.385946070185007,Age Group by Sex,Male Under 18
Alleghany,2018,0.3579567462879277,0.050496280176797116,0.02576340825346792,7.1973523395323165,Age Group by Sex,Female Female 18+
Alleghany,2018,0.48104897904711064,0.10764708313679457,0.05492198119224213,11.417128730017208,Age Group by Sex,Female Under 18
Alleghany,2018,0.2935720153340635,0.04958318394204785,0.025297542827575435,8.617150649999346,Age Group by Sex,Male 18+
Alleghany,2018,0.4465447403952375,0.12440391160227915,0.06347138347055059,14.213891180169755,Age Group by Sex,Male Under 18
Anson,2018,0.3126691583967006,0.06111644029405124,0.031181857292883287,9.972795990745318,Age Group by Sex,Female Female 18+
Anson,2018,0.3777745748054194,0.13667506201015775,0.06973217449497844,18.458673279136224,Age Group by Sex,Female Under 18
Anson,2018,0.27115912357886485,0.05941462711127179,0.030313585260852954,11.17926067202251,Age Group by Sex,Male 18+
Anson,2018,0.3761357562800641,0.12621977262922673,0.0643978431781769,17.120904381722056,Age Group by Sex,Male Under 18
Ashe,2018,0.38316046369737644,0.03856067937228571,0.01967381600626822,5.134615355776053,Age Group by Sex,Female Female 18+
Ashe,2018,0.2895771878072763,0.12746731892800608,0.06503434639183985,22.458380400849276,Age Group by Sex,Female Under 18
Ashe,2018,0.40157812417622973,0.05014231459092702,0.025582813566799503,6.370569517270982,Age Group by Sex,Male 18+
Ashe,2018,0.3074852985149008,0.0937319476908874,0.04782242229126908,15.552750821662972,Age Group by Sex,Male Under 18
Beaufort,2018,0.30940721649484537,0.04603218557351194,0.023485808966077524,7.590582156466538,Age Group by Sex,Female Female 18+
Beaufort,2018,0.31860835694050993,0.10319720986696185,0.05265163768722543,16.52550428771599,Age Group by Sex,Female Under 18
Beaufort,2018,0.2757493511896507,0.046673298639595094,0.02381290746918117,8.63570752440447,Age Group by Sex,Male 18+
Beaufort,2018,0.2504425524740791,0.11472760342214038,0.05853449154190835,23.37242252311204,Age Group by Sex,Male Under 18
Bertie,2018,0.33697411003236244,0.06050973579354597,0.030872314180380597,9.161627929639957,Age Group by Sex,Female Female 18+
Bertie,2018,0.2747861703409228,0.11422762787479844,0.05827940197693798,21.20900113154591,Age Group by Sex,Female Under 18
Bertie,2018,0.2818052069491609,0.05756421924258671,0.029369499613564647,10.421915170241357,Age Group by Sex,Male 18+
Bertie,2018,0.3266739846322722,0.1452294558114912,0.07409666112831183,22.68214324189922,Age Group by Sex,Male Under 18
Bladen,2018,0.4653066151617576,0.06473930393990822,0.03303025711219807,7.098600371437993,Age Group by Sex,Female Female 18+
Bladen,2018,0.5607004242260132,0.1266829530893472,0.06463415973946286,11.527396261325002,Age Group by Sex,Female Under 18
Bladen,2018,0.42192572144262963,0.0758410124177874,0.03869439409070786,9.170901920462613,Age Group by Sex,Male 18+
Bladen,2018,0.5340239328451509,0.15037874288392994,0.07672384841016834,14.367117968178345,Age Group by Sex,Male Under 18
Brunswick,2018,0.2921876270221933,0.05075637963554981,0.025896112058953986,8.862836637838544,Age Group by Sex,Female Female 18+
Brunswick,2018,0.2532519511707024,0.1218257249634037,0.06215598212418556,24.543140472110252,Age Group by Sex,Female Under 18
Brunswick,2018,0.22709578376007455,0.044442081405085626,0.02267453132912532,9.984567284208515,Age Group by Sex,Male 18+
Brunswick,2018,0.3199516773534058,0.12428332109507514,0.06340985770156896,19.81857330022026,Age Group by Sex,Male Under 18
Buncombe,2018,0.26726556119731565,0.03069931152898308,0.01566291404539953,5.860431091544931,Age Group by Sex,Female Female 18+
Buncombe,2018,0.3426860564585115,0.09036722548798413,0.046105727289787825,13.45421747422915,Age Group by Sex,Female Under 18
Buncombe,2018,0.24498873206025382,0.03231150444748657,0.016485461452799274,6.7290692572525135,Age Group by Sex,Male 18+
Buncombe,2018,0.2842781462478622,0.09535575686746596,0.048650896360952024,17.11383622099931,Age Group by Sex,Male Under 18
Burke,2018,0.3114457615585718,0.05074744274680142,0.025891552421837462,8.313342359282096,Age Group by Sex,Female Female 18+
Burke,2018,0.3647455450313052,0.13126185008162863,0.06697033167430032,18.360836091514816,Age Group by Sex,Female Under 18
Burke,2018,0.3112445374756711,0.0563139733577401,0.02873161906007148,9.23120427850636,Age Group by Sex,Male 18+
Burke,2018,0.4303931987247609,0.12910747888848687,0.06587116269820759,15.304880024447737,Age Group by Sex,Male Under 18
Cabarrus,2018,0.25287055880211345,0.03591305304451593,0.01832298624720201,7.245994288145208,Age Group by Sex,Female Female 18+
Cabarrus,2018,0.35348363723464776,0.08898147088419472,0.04539870963479323,12.843228045844985,Age Group by Sex,Female Under 18
Cabarrus,2018,0.23324478025030557,0.035820967886769486,0.018276004023861984,7.8355468466429015,Age Group by Sex,Male 18+
Cabarrus,2018,0.22574811876567696,0.07288548756672363,0.03718647324832838,16.4725506691497,Age Group by Sex,Male Under 18
Camden,2018,0.32208652884294764,0.04574925075199184,0.02334145446530196,7.246951478893882,Age Group by Sex,Female Female 18+
Camden,2018,0.24229112106107967,0.0904026175451711,0.046123784461821984,19.03651452840261,Age Group by Sex,Female Under 18
Camden,2018,0.2550531500011143,0.04533787719368307,0.023131569996777075,9.069313590785299,Age Group by Sex,Male 18+
Camden,2018,0.297382434560864,0.11227576775139597,0.05728355497520203,19.262588612468317,Age Group by Sex,Male Under 18
Caswell,2018,0.30070364238410596,0.050415629441699514,0.025722259919234446,8.5540233950269,Age Group by Sex,Female Female 18+
Caswell,2018,0.5433505108037248,0.17246702216410606,0.08799337865515615,16.194588374453946,Age Group by Sex,Female Under 18
Caswell,2018,0.2737439060789971,0.04670800052845395,0.02383061251451732,8.70544037157133,Age Group by Sex,Male 18+
Caswell,2018,0.45358953022165066,0.13567492864306158,0.06922190236890897,15.260912732064838,Age Group by Sex,Male Under 18
Catawba,2018,0.27658616836354605,0.0410424994611511,0.020940050745485255,7.570895851148117,Age Group by Sex,Female Female 18+
Catawba,2018,0.3042236164015236,0.09551229064548991,0.04873076053341322,16.01807286029263,Age Group by Sex,Female Under 18
Catawba,2018,0.23774912075029309,0.048020025459373186,0.024500012989476117,10.304985739656376,Age Group by Sex,Male 18+
Catawba,2018,0.3184258658327925,0.10017253612503481,0.05110843679848715,16.050340843015725,Age Group by Sex,Male Under 18
Chatham,2018,0.31480643584963713,0.04016351146414809,0.020491587481708207,6.509265741789258,Age Group by Sex,Female Female 18+
Chatham,2018,0.4038614505748789,0.11993711846255634,0.06119240737885528,15.151831721435805,Age Group by Sex,Female Under 18
Chatham,2018,0.2519036299907337,0.048884908648237045,0.02494127992256992,9.901119695451547,Age Group by Sex,Male 18+
Chatham,2018,0.4900037721614485,0.1288272403762052,0.06572818386541081,13.413811811178142,Age Group by Sex,Male Under 18
Cherokee,2018,0.37438830501125314,0.055769874510813014,0.028454017607557662,7.600135267767621,Age Group by Sex,Female Female 18+
Cherokee,2018,0.3046627433227705,0.1402252080638782,0.07154347350197868,23.48284293697933,Age Group by Sex,Female Under 18
Cherokee,2018,0.3591451692225153,0.06609044077143986,0.03371961263848972,9.388853179199547,Age Group by Sex,Male 18+
Cherokee,2018,0.4984083674397453,0.15984284635695564,0.08155247263109983,16.362580959469756,Age Group by Sex,Male Under 18
Cleveland,2018,0.3302803838333393,0.03732291092611928,0.019042301492918,5.765495749976727,Age Group by Sex,Female Female 18+
Cleveland,2018,0.38018109014826307,0.08125750148409833,0.04145790892045833,10.904779326160217,Age Group by Sex,Female Under 18
Cleveland,2018,0.24097417817257882,0.03738586960622801,0.019074423268483676,7.915546559027216,Age Group by Sex,Male 18+
Cleveland,2018,0.3262101899886625,0.07341764740235729,0.037457983368549636,11.482775375548965,Age Group by Sex,Male Under 18
Craven,2018,0.3107102308565662,0.06027843296321033,0.03075430253225017,9.89806561807337,Age Group by Sex,Female Female 18+
Craven,2018,0.42245584524810764,0.1622513117837396,0.08278128152231613,19.5952505932777,Age Group by Sex,Female Under 18
Craven,2018,0.2911258343390557,0.057013169883759,0.029088351981509695,9.991676639604696,Age Group by Sex,Male 18+
Craven,2018,0.4688900379179593,0.18341410649434067,0.09357862576241871,19.957477914852173,Age Group by Sex,Male Under 18
Cumberland,2018,0.34212153710067555,0.029505277749069112,0.01505371313728016,4.400106834797228,Age Group by Sex,Female Female 18+
Cumberland,2018,0.4344547134935305,0.062307653483696164,0.03178961912433478,7.317130678295232,Age Group by Sex,Female Under 18
Cumberland,2018,0.2839114163980106,0.026823512237340422,0.0136854654272145,4.820329383313378,Age Group by Sex,Male 18+
Cumberland,2018,0.4379310344827586,0.06492746923356088,0.033126259813041264,7.564264051796825,Age Group by Sex,Male Under 18
Davidson,2018,0.3524834710124286,0.048611949180519615,0.024802014888020214,7.036362532626585,Age Group by Sex,Female Female 18+
Davidson,2018,0.40172181867097123,0.11720609106631859,0.05979902605424418,14.885680407422019,Age Group by Sex,Female Under 18
Davidson,2018,0.2643213691466603,0.054283505625408374,0.027695666135412435,10.478027646733823,Age Group by Sex,Male 18+
Davidson,2018,0.39299654287944685,0.10770249215328821,0.05495025109861643,13.982375187323882,Age Group by Sex,Male Under 18
Davie,2018,0.29842148235507576,0.04933478565716694,0.025170809008758642,8.434650484983933,Age Group by Sex,Female Female 18+
Davie,2018,0.368627102055343,0.10917243874089072,0.055700223847393225,15.110181410109883,Age Group by Sex,Female Under 18
Davie,2018,0.29258783931036153,0.06301817652623691,0.03215213088073312,10.988881477957756,Age Group by Sex,Male 18+
Davie,2018,0.3753764088445324,0.12692725548438086,0.06475880381856167,17.251697840548758,Age Group by Sex,Male Under 18
Duplin,2018,0.3978525588283693,0.051486942954454495,0.026268848446150253,6.602659166880574,Age Group by Sex,Female Female 18+
Duplin,2018,0.4367708819412039,0.11702334412953787,0.05970578782119279,13.669818728719674,Age Group by Sex,Female Under 18
Duplin,2018,0.3035923769893092,0.06279914725738392,0.032040381253767306,10.5537502527264,Age Group by Sex,Male 18+
Duplin,2018,0.5637621410104116,0.1627295310340232,0.08302527093572613,14.727003623713147,Age Group by Sex,Male Under 18
Durham,2018,0.3157594969910894,0.03134684425008743,0.015993287882697667,5.065021966116507,Age Group by Sex,Female Female 18+
Durham,2018,0.4143785106850347,0.094705120230617,0.04831893889317194,11.66058027799099,Age Group by Sex,Female Under 18
Durham,2018,0.2977940867047645,0.03552910234963608,0.01812709303552861,6.087123232067385,Age Group by Sex,Male 18+
Durham,2018,0.42838946651263365,0.08819470545394191,0.04499729870099077,10.50382939321496,Age Group by Sex,Male Under 18
Edgecombe,2018,0.34402133263958895,0.04826836387543862,0.02462671626297889,7.158485223583172,Age Group by Sex,Female Female 18+
Edgecombe,2018,0.3807697308542452,0.10955848398956533,0.055897185708961905,14.680049693960253,Age Group by Sex,Female Under 18
Edgecombe,2018,0.2542182437873368,0.057061944469269016,0.029113236974116847,11.452064391755917,Age Group by Sex,Male 18+
Edgecombe,2018,0.44684554895251816,0.1189949010200278,0.06071168419389174,13.586726853654522,Age Group by Sex,Male Under 18
Forsyth,2018,0.33012240351387956,0.03391507753324753,0.017303610986350783,5.241574277349303,Age Group by Sex,Female Female 18+
Forsyth,2018,0.4996573643044495,0.07413836025599706,0.03782569400816176,7.570326529824534,Age Group by Sex,Female Under 18
Forsyth,2018,0.2868553542690939,0.03135720712351205,0.015998575063016354,5.577227276716046,Age Group by Sex,Male 18+
Forsyth,2018,0.4263800925302071,0.06944065640705603,0.03542890633013063,8.309230883620733,Age Group by Sex,Male Under 18
Franklin,2018,0.36522709607987724,0.05824195924829818,0.029715285330764375,8.136111928635621,Age Group by Sex,Female Female 18+
Franklin,2018,0.4532115819870444,0.14133298658263083,0.07210866662379124,15.910596615302861,Age Group by Sex,Female Under 18
Franklin,2018,0.3303372766726147,0.05442619831117685,0.02776846852611064,8.406095977364057,Age Group by Sex,Male 18+
Franklin,2018,0.4557458491306053,0.11647635394939361,0.05942671119867021,13.039441020040979,Age Group by Sex,Male Under 18
Gaston,2018,0.33282956051297213,0.04670623025224306,0.02382970931236891,7.159733431021413,Age Group by Sex,Female Female 18+
Gaston,2018,0.3706690084623982,0.09970523552517015,0.05087001812508681,13.723839048779613,Age Group by Sex,Female Under 18
Gaston,2018,0.3006599261367076,0.03468666351543158,0.01769727730379162,5.886144366224853,Age Group by Sex,Male 18+
Gaston,2018,0.41368529365205003,0.09298485239237321,0.04744125122059858,11.467956910380607,Age Group by Sex,Male Under 18
Graham,2018,0.36433604563375555,0.06049883247438398,0.030866751262440806,8.472055299592629,Age Group by Sex,Female Female 18+
Graham,2018,0.359179448574386,0.11938645845312858,0.060911458394453354,16.958503231801306,Age Group by Sex,Female Under 18
Graham,2018,0.36000902730760553,0.05496213580186833,0.028041906021361394,7.789223017844303,Age Group by Sex,Male 18+
Graham,2018,0.4476586359009162,0.1805904942065087,0.09213800724821872,20.58220256664776,Age Group by Sex,Male Under 18
Greene,2018,0.3468625739501503,0.046258589504522364,0.023601321175776718,6.804228229929644,Age Group by Sex,Female Female 18+
Greene,2018,0.4839650145772595,0.15922255538975083,0.08123599764783206,16.78551035735325,Age Group by Sex,Female Under 18
Greene,2018,0.3592715664983385,0.06329135265112858,0.03229150645465744,8.988049560778915,Age Group by Sex,Male 18+
Greene,2018,0.49723497984815823,0.1325400776656308,0.06762248860491368,13.59970463573655,Age Group by Sex,Male Under 18
Guilford,2018,0.3637362440245029,0.027906018017846868,0.01423776429481983,3.9143100333605227,Age Group by Sex,Female Female 18+
Guilford,2018,0.4039408866995074,0.07305701539408922,0.03727398744596389,9.227584696988622,Age Group by Sex,Female Under 18
Guilford,2018,0.27092222615875167,0.02821883236455152,0.014397363451301796,5.314205355327845,Age Group by Sex,Male 18+
Guilford,2018,0.36343850205186995,0.0647121790232582,0.03301641786900929,9.084457943395657,Age Group by Sex,Male Under 18
Halifax,2018,0.44310435238594653,0.05475536586794019,0.027936411157112342,6.304702494273755,Age Group by Sex,Female Female 18+
Halifax,2018,0.5743690271992159,0.15963311429082883,0.08144546647491267,14.179989278332705,Age Group by Sex,Female Under 18
Halifax,2018,0.4272235872235872,0.06628214704603817,0.03381742196226437,7.915626143686221,Age Group by Sex,Male 18+
Halifax,2018,0.4588344125809436,0.1298782245181387,0.06626440026435648,14.441898525356725,Age Group by Sex,Male Under 18
Harnett,2018,0.30700450048573524,0.04817027399953823,0.02457667040792767,8.005312745918397,Age Group by Sex,Female Female 18+
Harnett,2018,0.24516090725567036,0.0836585165274105,0.042682916595617605,17.41016423597461,Age Group by Sex,Female Under 18
Harnett,2018,0.2712675304408534,0.044903227136998076,0.02290980976377453,8.445466999512401,Age Group by Sex,Male 18+
Harnett,2018,0.30612807230243577,0.09640006302247811,0.049183705623713325,16.066382038666106,Age Group by Sex,Male Under 18
Henderson,2018,0.3202358151783577,0.039893746526921924,0.020353952309654044,6.355926272118488,Age Group by Sex,Female Female 18+
Henderson,2018,0.24267920481728944,0.10894959364230938,0.0555865273685252,22.905352525106426,Age Group by Sex,Female Under 18
Henderson,2018,0.2649675817354118,0.050155682147008634,0.025589633748473794,9.65764701510798,Age Group by Sex,Male 18+
Henderson,2018,0.4175600131535679,0.09865894874590939,0.050336198339749685,12.054841640508647,Age Group by Sex,Male Under 18
Hoke,2018,0.3564625850340136,0.04459230131656161,0.022751174141102865,6.382485875462063,Age Group by Sex,Female Female 18+
Hoke,2018,0.4219505094614265,0.09986033379488396,0.05094914989534896,12.074674340452855,Age Group by Sex,Female Under 18
Hoke,2018,0.3599776522936329,0.04739823693522409,0.024182773946542904,6.71785423135575,Age Group by Sex,Male 18+
Hoke,2018,0.5028169905678294,0.09772492547761859,0.04985965585592785,9.916064252248423,Age Group by Sex,Male Under 18
Iredell,2018,0.21903917270460668,0.033158716876369336,0.01691771269202517,7.723601437647947,Age Group by Sex,Female Female 18+
Iredell,2018,0.25117039878165714,0.05898083484495792,0.03009226267599894,11.980815741809685,Age Group by Sex,Female Under 18
Iredell,2018,0.17696080173424783,0.03865019967631116,0.019719489630771,11.143422406271016,Age Group by Sex,Male 18+
Iredell,2018,0.23975702715578848,0.08005758760655499,0.04084570796252805,17.036292302701714,Age Group by Sex,Male Under 18
Johnston,2018,0.3198777068770853,0.05575777821205065,0.028447846026556454,8.893350619612791,Age Group by Sex,Female Female 18+
Johnston,2018,0.4419608148032965,0.09346214551293544,0.04768476811884461,10.789365600221293,Age Group by Sex,Female Under 18
Johnston,2018,0.2851574378680231,0.05897142585295858,0.030087462169876827,10.551175657498346,Age Group by Sex,Male 18+
Johnston,2018,0.3805033866995074,0.09139762755127856,0.046631442628203346,12.255197787511234,Age Group by Sex,Male Under 18
Jones,2018,0.3402994976779452,0.06027444684228548,0.03075226879708443,9.036824622699841,Age Group by Sex,Female Female 18+
Jones,2018,0.5487555404023184,0.1469537624926689,0.07497640943503515,13.662989057033744,Age Group by Sex,Female Under 18
Jones,2018,0.25195545195545194,0.06609543573086084,0.0337221610871739,13.384175982481336,Age Group by Sex,Male 18+
Jones,2018,0.44758223554468723,0.13303700314752914,0.06787602201404548,15.16503932097382,Age Group by Sex,Male Under 18
Mecklenburg,2018,0.2821501078543332,0.020067373744398213,0.010238455992039904,3.6287265916360214,Age Group by Sex,Female Female 18+
Mecklenburg,2018,0.34735653780265413,0.036963272819284076,0.01885881266290004,5.42923786095957,Age Group by Sex,Female Under 18
Mecklenburg,2018,0.22831384936258323,0.016332584989961395,0.008332951525490507,3.649779261641294,Age Group by Sex,Male 18+
Mecklenburg,2018,0.3702586963657321,0.04367710380069946,0.022284236633009928,6.018558605575094,Age Group by Sex,Male Under 18
Montgomery,2018,0.2713552556548185,0.05534820885281281,0.028238882067761636,10.406609593618239,Age Group by Sex,Female Female 18+
Montgomery,2018,0.1862874198928979,0.10059674685206559,0.051324870842890606,27.551442213542266,Age Group by Sex,Female Under 18
Montgomery,2018,0.21957006106618254,0.059019209813933,0.03011184174180255,13.714001624623256,Age Group by Sex,Male 18+
Montgomery,2018,0.25012168833878035,0.14045701408568406,0.07166174188045106,28.65075090305162,Age Group by Sex,Male Under 18
New Hanover,2018,0.341145395605715,0.03742191911866881,0.01909281587687184,5.596679926742647,Age Group by Sex,Female Female 18+
New Hanover,2018,0.38765043211372263,0.07769527420445721,0.03964044602268225,10.22582273584392,Age Group by Sex,Female Under 18
New Hanover,2018,0.265102937693529,0.038653423647252744,0.019721134513904462,7.439047897953883,Age Group by Sex,Male 18+
New Hanover,2018,0.37458898643256183,0.07588027159614028,0.03871442428374504,10.335174200514006,Age Group by Sex,Male Under 18
North Carolina,2018,0.31377552831609556,0.005746726344877113,0.0029320032371822004,0.9344269940097171,Age Group by Sex,Female Female 18+
North Carolina,2018,0.36140790441586235,0.013309161960854915,0.006790388755538222,1.8788711238934896,Age Group by Sex,Female Under 18
North Carolina,2018,0.2669946792883789,0.006410891973134149,0.0032708632515990555,1.2250668291656184,Age Group by Sex,Male 18+
North Carolina,2018,0.3703468867902879,0.013795567011077885,0.007038554597488717,1.900530245708359,Age Group by Sex,Male Under 18
Onslow,2018,0.34923304492310187,0.06490311868098184,0.033113836061725424,9.481873649447122,Age Group by Sex,Female Female 18+
Onslow,2018,0.3729704654399258,0.1420491054234601,0.07247403337931638,19.431574372472596,Age Group by Sex,Female Under 18
Onslow,2018,0.2651382109324225,0.05256440056389818,0.026818571716274584,10.114940287920254,Age Group by Sex,Male 18+
Onslow,2018,0.39305993690851737,0.13405645688028464,0.06839615146953298,17.400947043211843,Age Group by Sex,Male Under 18
Orange,2018,0.3133092794776877,0.04651502779157188,0.023732157036516266,7.574674160969544,Age Group by Sex,Female Female 18+
Orange,2018,0.1761578374223304,0.1027689685528571,0.05243314722084546,29.76486768234976,Age Group by Sex,Female Under 18
Orange,2018,0.31158850116196085,0.041633005796999696,0.02124132948826515,6.817109556050048,Age Group by Sex,Male 18+
Orange,2018,0.22941755661592061,0.12480861930660413,0.06367786699316537,27.756318187875944,Age Group by Sex,Male Under 18
Pitt,2018,0.4385275791035992,0.04645153472743635,0.023699762616038955,5.4043950130762575,Age Group by Sex,Female Female 18+
Pitt,2018,0.4554962759495008,0.14256247225246493,0.07273595523084946,15.968507114405787,Age Group by Sex,Female Under 18
Pitt,2018,0.353360173428306,0.06042400104415165,0.030828571961301864,8.724404808329862,Age Group by Sex,Male 18+
Pitt,2018,0.40960364276104727,0.11243104490791399,0.05736277801424183,14.004459928034837,Age Group by Sex,Male Under 18
Randolph,2018,0.33875178391172683,0.06135284245552933,0.03130247064057619,9.24053307678908,Age Group by Sex,Female Female 18+
Randolph,2018,0.40561322568242986,0.12541606379097334,0.06398778764845578,15.775567362429713,Age Group by Sex,Female Under 18
Randolph,2018,0.32912995697282393,0.057745490512597523,0.0294619849554069,8.951474738545164,Age Group by Sex,Male 18+
Randolph,2018,0.41235744886260783,0.1143962649187698,0.05836544128508663,14.154089236431677,Age Group by Sex,Male Under 18
Robeson,2018,0.47356124745472084,0.04296519263170714,0.02192101664883017,4.628971810225272,Age Group by Sex,Female Female 18+
Robeson,2018,0.5240095198096039,0.10841561287449351,0.055314088201272205,10.555931926841765,Age Group by Sex,Female Under 18
Robeson,2018,0.4312313285935944,0.045584946442429164,0.02325762573593325,5.393306143082185,Age Group by Sex,Male 18+
Robeson,2018,0.6579497907949791,0.09594437179408359,0.048951210099022244,7.4399613441439225,Age Group by Sex,Male Under 18
Rockingham,2018,0.34167786054463306,0.06268237195419317,0.03198080201744549,9.359928081517554,Age Group by Sex,Female Female 18+
Rockingham,2018,0.45616870622642963,0.14009903103492163,0.07147909746679676,15.669443451764643,Age Group by Sex,Female Under 18
Rockingham,2018,0.2659010600706714,0.055421530368986546,0.028276291004584973,10.634140005711027,Age Group by Sex,Male 18+
Rockingham,2018,0.3948629891965372,0.11442910941276442,0.05838219867998185,14.785431979527203,Age Group by Sex,Male Under 18
Rowan,2018,0.2896405183224188,0.06063120411992224,0.03093428781628686,10.680234932410862,Age Group by Sex,Female Female 18+
Rowan,2018,0.24447761194029852,0.12818762203884795,0.06540184797900406,26.751671639763565,Age Group by Sex,Female Under 18
Rowan,2018,0.2782000378143316,0.05335890452944673,0.02722393088237078,9.785739461523656,Age Group by Sex,Male 18+
Rowan,2018,0.42277992277992277,0.16888097483101455,0.08616376266888498,20.380287243142657,Age Group by Sex,Male Under 18
Union,2018,0.0866453625212882,0.02969743861300296,0.015151754394389266,17.48709215760576,Age Group by Sex,Female Female 18+
Union,2018,0.11887398643480035,0.06921030228156243,0.03531137871508287,29.704883106995283,Age Group by Sex,Female Under 18
Union,2018,0.09166002167290274,0.02908067334462194,0.01483707823705201,16.18707694615161,Age Group by Sex,Male 18+
Union,2018,0.06816880886714888,0.040268222690453874,0.02054501157676218,30.138434158064037,Age Group by Sex,Male Under 18
Wake,2018,0.21742997502235084,0.020044556889572004,0.010226814739577553,4.7034980979629335,Age Group by Sex,Female Female 18+
Wake,2018,0.21122763058172087,0.04560900112648055,0.02326989853391865,11.016503129743658,Age Group by Sex,Female Under 18
Wake,2018,0.16850288238807162,0.017484462451117885,0.008920644107713207,5.294060244719411,Age Group by Sex,Male 18+
Wake,2018,0.2605603969983055,0.043552890550581494,0.022220862525806885,8.528104340411867,Age Group by Sex,Male Under 18
Wayne,2018,0.39147136347847405,0.05501735276074294,0.028070077939154562,7.170403906363399,Age Group by Sex,Female Female 18+
Wayne,2018,0.5879579252811027,0.12730337559031785,0.06495070183179483,11.046828189405202,Age Group by Sex,Female Under 18
Wayne,2018,0.2984701773002609,0.059414753105830775,0.03031364954379121,10.15634118557034,Age Group by Sex,Male 18+
Wayne,2018,0.5538821085432355,0.12827208520712283,0.06544494143220553,11.815680705833262,Age Group by Sex,Male Under 18
Alamance,2018,0.333044351704593,0.04383541609722145,0.022365008212868086,6.7153242799042046,Comparison Community,None
Alexander,2018,0.3231986881295807,0.05328965533311683,0.027188599659753485,8.41234839692564,Comparison Community,None
Alleghany,2018,0.35483147845350493,0.047933130499878664,0.024455678826468707,6.892195397391508,Comparison Community,None
Anson,2018,0.31223621735689794,0.05910008444369845,0.030153104308009413,9.657145017723316,Comparison Community,None
Ashe,2018,0.3782302503885596,0.03919214685493248,0.0199959932933329,5.286725023392714,Comparison Community,None
Beaufort,2018,0.29147519459814314,0.04174656797190066,0.021299269373418705,7.307403775056745,Comparison Community,None
Bertie,2018,0.30847481338622806,0.051772784776098695,0.026414686110254437,8.562996058022327,Comparison Community,None
Bladen,2018,0.4665629255008753,0.060502448886938086,0.030868596370886778,6.616170013454887,Comparison Community,None
Brunswick,2018,0.26552632923775527,0.041147681906740514,0.02099371525854108,7.906453314369088,Comparison Community,None
Buncombe,2018,0.2669492336614633,0.026849129798094184,0.013698535611272543,5.131513368060311,Comparison Community,None
Burke,2018,0.32777696042371635,0.048014264808571856,0.024497073881924417,7.473702193789679,Comparison Community,None
Cabarrus,2018,0.2546511033359386,0.03217068887904907,0.016413616775025036,6.445531379996422,Comparison Community,None
Camden,2018,0.2858074847280707,0.04016444944528734,0.02049206604351395,7.169884323712153,Comparison Community,None
Caswell,2018,0.32797199951161937,0.05012286900078936,0.025572892347341513,7.797279153531983,Comparison Community,None
Catawba,2018,0.26956204425485863,0.04102160050113718,0.020929388010784276,7.764219205503759,Comparison Community,None
Chatham,2018,0.3214588130431553,0.03647816820358443,0.01861131030795124,5.789640710660094,Comparison Community,None
Cherokee,2018,0.3725191115282905,0.05887700286161251,0.030039287174292096,8.063824444081119,Comparison Community,None
Cleveland,2018,0.30143215207281276,0.033132481634196936,0.01690432736438619,5.608004072605648,Comparison Community,None
Craven,2018,0.3335486358816157,0.06102144822645446,0.031133391952272684,9.333988691029353,Comparison Community,None
Cumberland,2018,0.3437220551784568,0.026465269382143337,0.013502688460277213,3.9283741781617016,Comparison Community,None
Davidson,2018,0.32890425372012627,0.04804229719936016,0.02451137612212253,7.452435122040087,Comparison Community,None
Davie,2018,0.3117476974808547,0.05101740912005946,0.026029290367377278,8.349473172604847,Comparison Community,None
Duplin,2018,0.38728910622466634,0.056916907852548444,0.02903923870027982,7.498077852836419,Comparison Community,None
Durham,2018,0.3308921605637347,0.031192839090793376,0.015914713821833355,4.809637615687165,Comparison Community,None
Edgecombe,2018,0.32689088211675355,0.049247278229003495,0.025126162361736478,7.686406607316237,Comparison Community,None
Forsyth,2018,0.34484590162210205,0.030374525065093413,0.015497206665863987,4.493951238210317,Comparison Community,None
Franklin,2018,0.37273307945440287,0.05197216034468797,0.026516408339126517,7.11404750497073,Comparison Community,None
Gaston,2018,0.33432047668319836,0.041885280423878256,0.021370041032590947,6.392082604273494,Comparison Community,None
