county,year,estimate,start_age
Pitt,2010,4968,3
Polk,2010,4920,3
Randolph,2010,4824,3
Richmond,2010,4824,3
Robeson,2010,4824,3
Rockingham,2010,4872,3
Rowan,2010,4908,3
Rutherford,2010,4824,3
Sampson,2010,4824,3
Scotland,2010,4824,3
Stanly,2010,4968,3
Stokes,2010,4968,3
Surry,2010,4824,3
Swain,2010,4968,3
Transylvania,2010,4824,3
Tyrrell,2010,4824,3
Union,2010,5616,3
Vance,2010,4968,3
Wake,2010,6936,3
Warren,2010,4872,3
Washington,2010,4824,3
Watauga,2010,5136,3
Wayne,2010,4824,3
Wilkes,2010,4908,3
Wilson,2010,4884,3
Yadkin,2010,4824,3
Yancey,2010,4824,3
Alamance,2010,5016,6
Alexander,2010,5016,6
Alleghany,2010,4836,6
Anson,2010,4836,6
Ashe,2010,4836,6
Avery,2010,4836,6
Beaufort,2010,4992,6
Bertie,2010,5388,6
Bladen,2010,4992,6
Brunswick,2010,5148,6
Buncombe,2010,5148,6
Burke,2010,4872,6
Cabarrus,2010,5592,6
Caldwell,2010,5016,6
Camden,2010,4860,6
Carteret,2010,5136,6
Caswell,2010,4836,6
Catawba,2010,5016,6
Chatham,2010,5352,6
Cherokee,2010,4860,6
Chowan,2010,4860,6
Clay,2010,4992,6
Cleveland,2010,4836,6
Columbus,2010,4836,6
Craven,2010,4992,6
Cumberland,2010,4848,6
Currituck,2010,4992,6
Dare,2010,5628,6
Davidson,2010,4872,6
Davie,2010,4992,6
Duplin,2010,4836,6
Durham,2010,6540,6
Edgecombe,2010,4980,6
Forsyth,2010,5472,6
Franklin,2010,4836,6
Gaston,2010,5016,6
Gates,2010,4836,6
Graham,2010,4836,6
Granville,2010,4992,6
Greene,2010,4956,6
Guilford,2010,5460,6
Halifax,2010,4836,6
Harnett,2010,5028,6
Haywood,2010,4872,6
Henderson,2010,4992,6
Hertford,2010,4836,6
Hoke,2010,4836,6
Hyde,2010,4968,6
Iredell,2010,5136,6
Jackson,2010,4968,6
Johnston,2010,5112,6
Jones,2010,4836,6
Lee,2010,4992,6
Lenoir,2010,4860,6
Lincoln,2010,4992,6
Macon,2010,4860,6
Madison,2010,5184,6
Martin,2010,4836,6
McDowell,2010,4836,6
Mecklenburg,2010,6240,6
Mitchell,2010,4956,6
Montgomery,2010,4860,6
Moore,2010,4812,6
Nash,2010,5220,6
New Hanover,2010,5796,6
Northampton,2010,4860,6
Onslow,2010,4788,6
Orange,2010,7284,6
Pamlico,2010,4836,6
Pasquotank,2010,4992,6
Pender,2010,4992,6
Perquimans,2010,4836,6
Person,2010,5136,6
Pitt,2010,5016,6
Polk,2010,4968,6
Randolph,2010,4836,6
Richmond,2010,4836,6
Robeson,2010,4836,6
Rockingham,2010,4860,6
Rowan,2010,4956,6
Rutherford,2010,4836,6
Sampson,2010,4836,6
Scotland,2010,4836,6
Stanly,2010,5016,6
Stokes,2010,4992,6
Surry,2010,4836,6
Swain,2010,5016,6
Transylvania,2010,4836,6
Tyrrell,2010,4836,6
Union,2010,5472,6
Vance,2010,4992,6
Wake,2010,7104,6
Warren,2010,4860,6
Washington,2010,4836,6
Watauga,2010,5148,6
Wayne,2010,4836,6
Wilkes,2010,4956,6
Wilson,2010,4872,6
Yadkin,2010,4836,6
Yancey,2010,4836,6
Alamance,2011,5688,0
Alexander,2011,5256,0
Alleghany,2011,4932,0
Anson,2011,5328,0
Ashe,2011,4932,0
Avery,2011,5160,0
Beaufort,2011,5484,0
Bertie,2011,5232,0
Bladen,2011,5412,0
Brunswick,2011,5664,0
Buncombe,2011,6396,0
Burke,2011,5172,0
Cabarrus,2011,6552,0
Caldwell,2011,5484,0
Camden,2011,4980,0
Carteret,2011,5472,0
Caswell,2011,5208,0
Catawba,2011,5460,0
Chatham,2011,6996,0
Cherokee,2011,5028,0
Chowan,2011,5148,0
Clay,2011,5256,0
Cleveland,2011,5208,0
Columbus,2011,5316,0
Craven,2011,5580,0
Cumberland,2011,5412,0
Currituck,2011,5544,0
Dare,2011,6504,0
Davidson,2011,5160,0
Davie,2011,5604,0
Duplin,2011,5220,0
Durham,2011,7344,0
Edgecombe,2011,5592,0
Forsyth,2011,6252,0
Franklin,2011,5424,0
Gaston,2011,5616,0
Gates,2011,5160,0
Graham,2011,5088,0
Granville,2011,5616,0
Greene,2011,5352,0
Guilford,2011,6300,0
Halifax,2011,5292,0
Harnett,2011,5556,0
Haywood,2011,5244,0
Henderson,2011,5640,0
Hertford,2011,5352,0
Hoke,2011,5448,0
Hyde,2011,5592,0
Iredell,2011,6e3,0
Jackson,2011,5508,0
Johnston,2011,5664,0
Jones,2011,5460,0
Lee,2011,5700,0
Lenoir,2011,5292,0
Lincoln,2011,5472,0
Macon,2011,5220,0
Madison,2011,5868,0
Martin,2011,5196,0
McDowell,2011,5400,0
Mecklenburg,2011,6792,0
Mitchell,2011,5424,0
Montgomery,2011,5364,0
Moore,2011,5364,0
Nash,2011,5436,0
New Hanover,2011,6588,0
Northampton,2011,5184,0
Onslow,2011,5280,0
Orange,2011,8184,0
Pamlico,2011,5160,0
Pasquotank,2011,5844,0
Pender,2011,5640,0
Perquimans,2011,4992,0
Person,2011,5856,0
Pitt,2011,5556,0
Polk,2011,5520,0
Randolph,2011,5268,0
Richmond,2011,5100,0
Robeson,2011,5208,0
Rockingham,2011,5244,0
Rowan,2011,5652,0
Rutherford,2011,5244,0
Sampson,2011,5280,0
Scotland,2011,5196,0
Stanly,2011,5520,0
Stokes,2011,5424,0
Surry,2011,5328,0
Swain,2011,5292,0
Transylvania,2011,5088,0
Tyrrell,2011,4932,0
Union,2011,6660,0
Vance,2011,5412,0
Wake,2011,8256,0
Warren,2011,5340,0
Washington,2011,5280,0
Watauga,2011,6312,0
Wayne,2011,5376,0
Wilkes,2011,5400,0
Wilson,2011,5328,0
Yadkin,2011,5664,0
Yancey,2011,4932,0
Alamance,2011,5496,1
Alexander,2011,5004,1
Alleghany,2011,4848,1
Anson,2011,5280,1
Ashe,2011,4848,1
Avery,2011,5040,1
Beaufort,2011,5280,1
Bertie,2011,5100,1
Bladen,2011,5208,1
Brunswick,2011,5472,1
Buncombe,2011,6276,1
Burke,2011,5112,1
Cabarrus,2011,6492,1
Caldwell,2011,5244,1
Camden,2011,4884,1
Carteret,2011,5400,1
Caswell,2011,5100,1
Catawba,2011,5268,1
Chatham,2011,6708,1
Cherokee,2011,4932,1
Chowan,2011,5040,1
Clay,2011,5064,1
Cleveland,2011,5160,1
Columbus,2011,5208,1
Craven,2011,5280,1
Cumberland,2011,5220,1
Currituck,2011,5460,1
Dare,2011,6240,1
Davidson,2011,5148,1
Davie,2011,5364,1
Duplin,2011,5112,1
Durham,2011,7296,1
Edgecombe,2011,5412,1
Forsyth,2011,5772,1
Franklin,2011,5352,1
Gaston,2011,5436,1
Gates,2011,5064,1
Graham,2011,5004,1
Granville,2011,5364,1
Greene,2011,5124,1
Guilford,2011,5760,1
Halifax,2011,5184,1
Harnett,2011,5364,1
Haywood,2011,5160,1
Henderson,2011,5400,1
Hertford,2011,5184,1
Hoke,2011,5460,1
Hyde,2011,5388,1
Iredell,2011,5820,1
Jackson,2011,5376,1
Johnston,2011,5700,1
Jones,2011,5364,1
Lee,2011,5568,1
Lenoir,2011,5196,1
Lincoln,2011,5292,1
Macon,2011,5124,1
Madison,2011,5484,1
Martin,2011,5160,1
McDowell,2011,5304,1
Mecklenburg,2011,6528,1
Mitchell,2011,5292,1
Montgomery,2011,5364,1
Moore,2011,5544,1
Nash,2011,5244,1
New Hanover,2011,6372,1
Northampton,2011,5028,1
Onslow,2011,5412,1
Orange,2011,8004,1
Pamlico,2011,5088,1
Pasquotank,2011,5856,1
Pender,2011,5424,1
Perquimans,2011,4896,1
Person,2011,5700,1
Pitt,2011,5424,1
Polk,2011,5424,1
Randolph,2011,5196,1
Richmond,2011,4956,1
Robeson,2011,5232,1
Rockingham,2011,5184,1
Rowan,2011,5364,1
Rutherford,2011,5160,1
Sampson,2011,5184,1
Scotland,2011,5064,1
Stanly,2011,5340,1
Stokes,2011,5244,1
Surry,2011,5208,1
Swain,2011,5028,1
Transylvania,2011,4944,1
Tyrrell,2011,4848,1
Union,2011,6696,1
Vance,2011,5112,1
Wake,2011,7800,1
Warren,2011,5220,1
Washington,2011,5208,1
Watauga,2011,6228,1
Wayne,2011,5304,1
Wilkes,2011,5172,1
Wilson,2011,5196,1
Yadkin,2011,5544,1
Yancey,2011,4848,1
Alamance,2011,5340,2
Alexander,2011,4932,2
Alleghany,2011,4644,2
Anson,2011,5220,2
Ashe,2011,4644,2
Avery,2011,4884,2
Beaufort,2011,5160,2
Bertie,2011,4908,2
Bladen,2011,5100,2
Brunswick,2011,5316,2
Buncombe,2011,6084,2
Burke,2011,4848,2
Cabarrus,2011,5652,2
Caldwell,2011,5172,2
Camden,2011,4668,2
Carteret,2011,5340,2
Caswell,2011,4908,2
Catawba,2011,5184,2
Chatham,2011,5832,2
Cherokee,2011,4728,2
Chowan,2011,4836,2
Clay,2011,4968,2
Cleveland,2011,4896,2
Columbus,2011,5028,2
Craven,2011,5256,2
Cumberland,2011,5076,2
Currituck,2011,5256,2
Dare,2011,6252,2
Davidson,2011,5124,2
Davie,2011,5232,2
Duplin,2011,4908,2
Durham,2011,7032,2
Edgecombe,2011,5292,2
Forsyth,2011,5676,2
Franklin,2011,5136,2
Gaston,2011,5328,2
Gates,2011,4884,2
Graham,2011,4812,2
Granville,2011,5280,2
Greene,2011,5028,2
Guilford,2011,5760,2
Halifax,2011,4980,2
Harnett,2011,5244,2
Haywood,2011,4944,2
Henderson,2011,5340,2
Hertford,2011,4788,2
Hoke,2011,5136,2
Hyde,2011,5280,2
Iredell,2011,5784,2
Jackson,2011,5244,2
Johnston,2011,5580,2
Jones,2011,5160,2
Lee,2011,5376,2
Lenoir,2011,4848,2
Lincoln,2011,5148,2
Macon,2011,5004,2
Madison,2011,5436,2
Martin,2011,4896,2
McDowell,2011,5100,2
Mecklenburg,2011,6432,2
Mitchell,2011,4908,2
Montgomery,2011,4908,2
Moore,2011,5172,2
Nash,2011,5112,2
New Hanover,2011,6276,2
Northampton,2011,4836,2
Onslow,2011,5304,2
Orange,2011,7644,2
Pamlico,2011,4896,2
Pasquotank,2011,5148,2
Pender,2011,5304,2
Perquimans,2011,4716,2
Person,2011,5496,2
Pitt,2011,5328,2
Polk,2011,5376,2
Randolph,2011,4932,2
Richmond,2011,4788,2
Robeson,2011,5040,2
Rockingham,2011,4956,2
Rowan,2011,5316,2
Rutherford,2011,4944,2
Sampson,2011,5028,2
Scotland,2011,4980,2
Stanly,2011,5532,2
Stokes,2011,5160,2
Surry,2011,5052,2
Swain,2011,4920,2
Transylvania,2011,4740,2
Tyrrell,2011,4644,2
Union,2011,6588,2
Vance,2011,5100,2
Wake,2011,7548,2
Warren,2011,4992,2
Washington,2011,4992,2
Watauga,2011,5604,2
Wayne,2011,5052,2
Wilkes,2011,5076,2
Wilson,2011,5004,2
Yadkin,2011,5352,2
Yancey,2011,4644,2
Alamance,2011,5016,3
Alexander,2011,4764,3
Alleghany,2011,4356,3
Anson,2011,4668,3
Ashe,2011,4380,3
Avery,2011,4596,3
Beaufort,2011,4848,3
Bertie,2011,4932,3
Bladen,2011,4764,3
Brunswick,2011,4836,3
Buncombe,2011,5664,3
Burke,2011,4560,3
Cabarrus,2011,5532,3
Caldwell,2011,4788,3
Camden,2011,4416,3
Carteret,2011,5028,3
Caswell,2011,4584,3
Catawba,2011,4836,3
Chatham,2011,5472,3
Cherokee,2011,4464,3
Chowan,2011,4536,3
Clay,2011,4620,3
Cleveland,2011,4596,3
Columbus,2011,4776,3
Craven,2011,4944,3
Cumberland,2011,4872,3
Currituck,2011,4956,3
Dare,2011,6084,3
Davidson,2011,4872,3
Davie,2011,4908,3
Duplin,2011,4548,3
Durham,2011,6672,3
Edgecombe,2011,4920,3
Forsyth,2011,5496,3
Franklin,2011,4728,3
Gaston,2011,4992,3
Gates,2011,4656,3
Graham,2011,4524,3
Granville,2011,4908,3
Greene,2011,4644,3
Guilford,2011,5652,3
Halifax,2011,4680,3
Harnett,2011,5064,3
Haywood,2011,4632,3
Henderson,2011,5028,3
Hertford,2011,4536,3
Hoke,2011,4824,3
Hyde,2011,4896,3
Iredell,2011,5436,3
Jackson,2011,4980,3
Johnston,2011,5256,3
Jones,2011,4812,3
Lee,2011,4920,3
Lenoir,2011,4668,3
Lincoln,2011,4884,3
Macon,2011,4620,3
Madison,2011,5124,3
Martin,2011,4596,3
McDowell,2011,4788,3
Mecklenburg,2011,6108,3
Mitchell,2011,4548,3
Montgomery,2011,4500,3
Moore,2011,4812,3
Nash,2011,4824,3
New Hanover,2011,5892,3
Northampton,2011,4536,3
Onslow,2011,4932,3
Orange,2011,7296,3
Pamlico,2011,4464,3
Pasquotank,2011,4776,3
Pender,2011,4920,3
Perquimans,2011,4392,3
Person,2011,5160,3
Pitt,2011,5040,3
Polk,2011,4836,3
Randolph,2011,4644,3
Richmond,2011,4524,3
Robeson,2011,4704,3
Rockingham,2011,4704,3
Rowan,2011,4992,3
Rutherford,2011,4680,3
Sampson,2011,4704,3
Scotland,2011,4500,3
Stanly,2011,4932,3
Stokes,2011,4836,3
Surry,2011,4704,3
Swain,2011,4596,3
Transylvania,2011,4428,3
Tyrrell,2011,4356,3
Union,2011,5796,3
Vance,2011,4716,3
Wake,2011,6972,3
Warren,2011,4632,3
Washington,2011,4668,3
Watauga,2011,5256,3
Wayne,2011,4752,3
Wilkes,2011,4644,3
Wilson,2011,4704,3
Yadkin,2011,4992,3
Yancey,2011,4356,3
Alamance,2011,5028,6
Alexander,2011,4692,6
Alleghany,2011,4356,6
Anson,2011,4584,6
Ashe,2011,4356,6
Avery,2011,4416,6
Beaufort,2011,4512,6
Bertie,2011,5040,6
Bladen,2011,4716,6
Brunswick,2011,4812,6
Buncombe,2011,5688,6
Burke,2011,4440,6
Cabarrus,2011,5412,6
Caldwell,2011,4584,6
Camden,2011,4380,6
Carteret,2011,4860,6
Caswell,2011,4512,6
Catawba,2011,4656,6
Chatham,2011,5256,6
Cherokee,2011,4380,6
Chowan,2011,4416,6
Clay,2011,4524,6
Cleveland,2011,4476,6
Columbus,2011,4608,6
Craven,2011,4800,6
Cumberland,2011,4716,6
Currituck,2011,4956,6
Dare,2011,5604,6
Davidson,2011,4740,6
Davie,2011,4656,6
Duplin,2011,4392,6
Durham,2011,6396,6
Edgecombe,2011,4788,6
Forsyth,2011,5328,6
Franklin,2011,4644,6
Gaston,2011,4908,6
Gates,2011,4632,6
Graham,2011,4356,6
Granville,2011,4920,6
Greene,2011,4596,6
Guilford,2011,5400,6
Halifax,2011,4524,6
Harnett,2011,4824,6
Haywood,2011,4500,6
Henderson,2011,4668,6
Hertford,2011,4356,6
Hoke,2011,4668,6
Hyde,2011,4800,6
Iredell,2011,5028,6
Jackson,2011,5028,6
Johnston,2011,5172,6
Jones,2011,4680,6
Lee,2011,5016,6
Lenoir,2011,4608,6
Lincoln,2011,4788,6
Macon,2011,4488,6
Madison,2011,5004,6
Martin,2011,4428,6
McDowell,2011,4632,6
Mecklenburg,2011,5976,6
Mitchell,2011,4476,6
Montgomery,2011,4584,6
Moore,2011,4620,6
Nash,2011,4848,6
New Hanover,2011,5364,6
Northampton,2011,4380,6
Onslow,2011,4836,6
Orange,2011,7212,6
Pamlico,2011,4452,6
Pasquotank,2011,4512,6
Pender,2011,5268,6
Perquimans,2011,4356,6
Person,2011,4740,6
Pitt,2011,5052,6
Polk,2011,4740,6
Randolph,2011,4596,6
Richmond,2011,4416,6
Robeson,2011,4428,6
Rockingham,2011,4512,6
Rowan,2011,4704,6
Rutherford,2011,4596,6
Sampson,2011,4596,6
Scotland,2011,4368,6
Stanly,2011,4896,6
Stokes,2011,4656,6
Surry,2011,4788,6
Swain,2011,4572,6
Transylvania,2011,4356,6
Tyrrell,2011,4356,6
Union,2011,5436,6
Vance,2011,4512,6
Wake,2011,6852,6
Warren,2011,4440,6
Washington,2011,4584,6
Watauga,2011,4800,6
Wayne,2011,4572,6
Wilkes,2011,4584,6
Wilson,2011,4584,6
Yadkin,2011,4824,6
Yancey,2011,4356,6
Alamance,2012,5796,0
Alexander,2012,5364,0
Alleghany,2012,5028,0
Anson,2012,5436,0
Ashe,2012,5028,0
Avery,2012,5268,0
Beaufort,2012,5604,0
Bertie,2012,5340,0
Bladen,2012,5520,0
Brunswick,2012,5772,0
Buncombe,2012,6528,0
Burke,2012,5280,0
Cabarrus,2012,6684,0
Caldwell,2012,5604,0
Camden,2012,5076,0
Carteret,2012,5580,0
Caswell,2012,5316,0
Catawba,2012,5568,0
Chatham,2012,7140,0
Cherokee,2012,5136,0
Chowan,2012,5256,0
Clay,2012,5376,0
Cleveland,2012,5316,0
Columbus,2012,5424,0
Craven,2012,5700,0
Cumberland,2012,5520,0
Currituck,2012,5664,0
Dare,2012,6636,0
Davidson,2012,5268,0
Davie,2012,5724,0
Duplin,2012,5328,0
Durham,2012,7500,0
Edgecombe,2012,5712,0
Forsyth,2012,6384,0
Franklin,2012,5532,0
Gaston,2012,5736,0
Gates,2012,5268,0
Graham,2012,5196,0
Granville,2012,5736,0
Greene,2012,5460,0
Guilford,2012,6432,0
Halifax,2012,5400,0
Harnett,2012,5676,0
Haywood,2012,5352,0
Henderson,2012,5760,0
Hertford,2012,5460,0
Hoke,2012,5556,0
Hyde,2012,5712,0
Iredell,2012,6132,0
Jackson,2012,5628,0
Johnston,2012,5772,0
Jones,2012,5568,0
Lee,2012,5820,0
Lenoir,2012,5400,0
Lincoln,2012,5580,0
Macon,2012,5328,0
Madison,2012,5988,0
Martin,2012,5304,0
McDowell,2012,5508,0
Mecklenburg,2012,6924,0
Mitchell,2012,5532,0
Montgomery,2012,5472,0
Moore,2012,5472,0
Nash,2012,5544,0
New Hanover,2012,6720,0
Northampton,2012,5292,0
Onslow,2012,5388,0
Orange,2012,8364,0
Pamlico,2012,5268,0
Pasquotank,2012,5964,0
Pender,2012,5760,0
Perquimans,2012,5088,0
Person,2012,5976,0
Pitt,2012,5676,0
Polk,2012,5640,0
Randolph,2012,5388,0
Richmond,2012,5208,0
Robeson,2012,5316,0
Rockingham,2012,5352,0
Rowan,2012,5760,0
Rutherford,2012,5352,0
Sampson,2012,5388,0
Scotland,2012,5304,0
Stanly,2012,5640,0
Stokes,2012,5532,0
Surry,2012,5436,0
Swain,2012,5400,0
Transylvania,2012,5196,0
Tyrrell,2012,5028,0
Union,2012,6804,0
Vance,2012,5520,0
Wake,2012,8424,0
Warren,2012,5448,0
Washington,2012,5388,0
Watauga,2012,6444,0
Wayne,2012,5484,0
Wilkes,2012,5508,0
Wilson,2012,5436,0
Yadkin,2012,5772,0
Yancey,2012,5028,0
Alamance,2012,5616,1
Alexander,2012,5100,1
Alleghany,2012,4956,1
Anson,2012,5388,1
Ashe,2012,4956,1
Avery,2012,5148,1
Beaufort,2012,5388,1
Bertie,2012,5208,1
Bladen,2012,5316,1
Brunswick,2012,5580,1
Buncombe,2012,6408,1
Burke,2012,5220,1
Cabarrus,2012,6624,1
Caldwell,2012,5352,1
Camden,2012,4992,1
Carteret,2012,5508,1
Caswell,2012,5208,1
Catawba,2012,5388,1
Chatham,2012,6852,1
Cherokee,2012,5028,1
Chowan,2012,5148,1
Clay,2012,5172,1
Cleveland,2012,5268,1
Columbus,2012,5316,1
Craven,2012,5388,1
Cumberland,2012,5328,1
Currituck,2012,5568,1
Dare,2012,6372,1
Davidson,2012,5256,1
Davie,2012,5472,1
Duplin,2012,5220,1
Durham,2012,7452,1
Edgecombe,2012,5520,1
Forsyth,2012,5892,1
Franklin,2012,5460,1
Gaston,2012,5544,1
Gates,2012,5172,1
Graham,2012,5100,1
Granville,2012,5472,1
Greene,2012,5232,1
Guilford,2012,5880,1
Halifax,2012,5292,1
Harnett,2012,5472,1
Haywood,2012,5268,1
Henderson,2012,5508,1
Hertford,2012,5292,1
Hoke,2012,5568,1
Hyde,2012,5496,1
Iredell,2012,5940,1
Jackson,2012,5484,1
Johnston,2012,5820,1
Jones,2012,5472,1
Lee,2012,5688,1
Lenoir,2012,5304,1
Lincoln,2012,5400,1
Macon,2012,5232,1
Madison,2012,5592,1
Martin,2012,5268,1
McDowell,2012,5412,1
Mecklenburg,2012,6660,1
Mitchell,2012,5400,1
Montgomery,2012,5472,1
Moore,2012,5664,1
Nash,2012,5352,1
New Hanover,2012,6504,1
Northampton,2012,5136,1
Onslow,2012,5520,1
Orange,2012,8172,1
Pamlico,2012,5196,1
Pasquotank,2012,5976,1
Pender,2012,5532,1
Perquimans,2012,5004,1
Person,2012,5820,1
Pitt,2012,5532,1
Polk,2012,5532,1
Randolph,2012,5304,1
Richmond,2012,5052,1
Robeson,2012,5340,1
Rockingham,2012,5292,1
Rowan,2012,5472,1
Rutherford,2012,5268,1
Sampson,2012,5292,1
Scotland,2012,5172,1
Stanly,2012,5448,1
Stokes,2012,5352,1
Surry,2012,5316,1
Swain,2012,5136,1
Transylvania,2012,5040,1
Tyrrell,2012,4956,1
Union,2012,6840,1
Vance,2012,5220,1
Wake,2012,7968,1
Warren,2012,5328,1
Washington,2012,5316,1
Watauga,2012,6360,1
Wayne,2012,5412,1
Wilkes,2012,5280,1
Wilson,2012,5304,1
Yadkin,2012,5664,1
Yancey,2012,4956,1
Alamance,2012,5448,2
Alexander,2012,5028,2
Alleghany,2012,4740,2
Anson,2012,5328,2
Ashe,2012,4740,2
Avery,2012,4992,2
Beaufort,2012,5268,2
Bertie,2012,5016,2
Bladen,2012,5208,2
Brunswick,2012,5424,2
Buncombe,2012,6204,2
Burke,2012,4956,2
Cabarrus,2012,5760,2
Caldwell,2012,5280,2
Camden,2012,4764,2
Carteret,2012,5448,2
Caswell,2012,5016,2
Catawba,2012,5292,2
Chatham,2012,5952,2
Cherokee,2012,4824,2
Chowan,2012,4944,2
Clay,2012,5064,2
Cleveland,2012,5004,2
Columbus,2012,5124,2
Craven,2012,5364,2
Cumberland,2012,5184,2
Currituck,2012,5364,2
Dare,2012,6384,2
Davidson,2012,5232,2
Davie,2012,5340,2
Duplin,2012,5016,2
Durham,2012,7176,2
Edgecombe,2012,5400,2
Forsyth,2012,5784,2
Franklin,2012,5244,2
Gaston,2012,5436,2
Gates,2012,4992,2
Graham,2012,4920,2
Granville,2012,5388,2
Greene,2012,5136,2
Guilford,2012,5880,2
Halifax,2012,5076,2
Harnett,2012,5352,2
Haywood,2012,5040,2
Henderson,2012,5448,2
Hertford,2012,4884,2
Hoke,2012,5244,2
Hyde,2012,5388,2
Iredell,2012,5904,2
Jackson,2012,5352,2
Johnston,2012,5700,2
Jones,2012,5268,2
Lee,2012,5484,2
Lenoir,2012,4956,2
Lincoln,2012,5256,2
Macon,2012,5100,2
Madison,2012,5544,2
Martin,2012,5004,2
McDowell,2012,5208,2
Mecklenburg,2012,6564,2
Mitchell,2012,5016,2
Montgomery,2012,5016,2
Moore,2012,5280,2
Nash,2012,5220,2
New Hanover,2012,6408,2
Northampton,2012,4944,2
Onslow,2012,5412,2
Orange,2012,7800,2
Pamlico,2012,5004,2
Pasquotank,2012,5256,2
Pender,2012,5412,2
Perquimans,2012,4812,2
Person,2012,5616,2
Pitt,2012,5436,2
Polk,2012,5484,2
Randolph,2012,5028,2
Richmond,2012,4884,2
Robeson,2012,5148,2
Rockingham,2012,5052,2
Rowan,2012,5424,2
Rutherford,2012,5040,2
Sampson,2012,5136,2
Scotland,2012,5076,2
Stanly,2012,5652,2
Stokes,2012,5268,2
Surry,2012,5160,2
Swain,2012,5016,2
Transylvania,2012,4836,2
Tyrrell,2012,4740,2
Union,2012,6720,2
Vance,2012,5208,2
Wake,2012,7704,2
Warren,2012,5088,2
Washington,2012,5088,2
Watauga,2012,5724,2
Wayne,2012,5160,2
Wilkes,2012,5184,2
Wilson,2012,5100,2
Yadkin,2012,5460,2
Yancey,2012,4740,2
Alamance,2012,5112,3
Alexander,2012,4860,3
Alleghany,2012,4440,3
Anson,2012,4764,3
Ashe,2012,4476,3
Avery,2012,4692,3
Beaufort,2012,4956,3
Bertie,2012,5028,3
Bladen,2012,4860,3
Brunswick,2012,4944,3
Buncombe,2012,5772,3
Burke,2012,4644,3
Cabarrus,2012,5652,3
Caldwell,2012,4884,3
Camden,2012,4512,3
Carteret,2012,5124,3
Caswell,2012,4668,3
Catawba,2012,4944,3
Chatham,2012,5580,3
Cherokee,2012,4560,3
Chowan,2012,4632,3
Clay,2012,4716,3
Cleveland,2012,4692,3
Columbus,2012,4872,3
Craven,2012,5040,3
Cumberland,2012,4980,3
Currituck,2012,5052,3
Dare,2012,6204,3
Davidson,2012,4980,3
Davie,2012,5016,3
Duplin,2012,4644,3
Durham,2012,6816,3
Edgecombe,2012,5016,3
Forsyth,2012,5616,3
Franklin,2012,4824,3
Gaston,2012,5088,3
Gates,2012,4752,3
Graham,2012,4620,3
Granville,2012,5016,3
Greene,2012,4740,3
Guilford,2012,5760,3
Halifax,2012,4776,3
Harnett,2012,5172,3
Haywood,2012,4728,3
Henderson,2012,5124,3
Hertford,2012,4632,3
Hoke,2012,4932,3
Hyde,2012,5004,3
Iredell,2012,5544,3
Jackson,2012,5076,3
Johnston,2012,5364,3
Jones,2012,4920,3
Lee,2012,5016,3
Lenoir,2012,4764,3
Lincoln,2012,4992,3
Macon,2012,4716,3
Madison,2012,5232,3
Martin,2012,4692,3
McDowell,2012,4884,3
Mecklenburg,2012,6228,3
Mitchell,2012,4644,3
Montgomery,2012,4596,3
Moore,2012,4908,3
Nash,2012,4932,3
New Hanover,2012,6012,3
Northampton,2012,4632,3
Onslow,2012,5028,3
Orange,2012,7452,3
Pamlico,2012,4560,3
Pasquotank,2012,4872,3
Pender,2012,5016,3
Perquimans,2012,4488,3
Person,2012,5268,3
Pitt,2012,5148,3
Polk,2012,4944,3
Randolph,2012,4740,3
Richmond,2012,4620,3
Robeson,2012,4800,3
Rockingham,2012,4800,3
Rowan,2012,5088,3
Rutherford,2012,4776,3
Sampson,2012,4800,3
Scotland,2012,4596,3
Stanly,2012,5028,3
Stokes,2012,4944,3
Surry,2012,4800,3
Swain,2012,4692,3
Transylvania,2012,4524,3
Tyrrell,2012,4440,3
Union,2012,5916,3
Vance,2012,4812,3
Wake,2012,7116,3
Warren,2012,4728,3
Washington,2012,4764,3
Watauga,2012,5376,3
Wayne,2012,4848,3
Wilkes,2012,4740,3
Wilson,2012,4800,3
Yadkin,2012,5088,3
Yancey,2012,4440,3
Alamance,2012,5124,6
Alexander,2012,4788,6
Alleghany,2012,4452,6
Anson,2012,4668,6
Ashe,2012,4452,6
Avery,2012,4512,6
Beaufort,2012,4608,6
Bertie,2012,5148,6
Bladen,2012,4812,6
Brunswick,2012,4920,6
Buncombe,2012,5796,6
Burke,2012,4536,6
Cabarrus,2012,5520,6
Caldwell,2012,4680,6
Camden,2012,4476,6
Carteret,2012,4968,6
Caswell,2012,4608,6
Catawba,2012,4752,6
Chatham,2012,5376,6
Cherokee,2012,4476,6
Chowan,2012,4512,6
Clay,2012,4620,6
Cleveland,2012,4572,6
Columbus,2012,4704,6
Craven,2012,4896,6
Cumberland,2012,4812,6
Currituck,2012,5052,6
Dare,2012,5724,6
Davidson,2012,4836,6
Davie,2012,4752,6
Duplin,2012,4488,6
Durham,2012,6528,6
Edgecombe,2012,4884,6
Forsyth,2012,5436,6
Franklin,2012,4740,6
Gaston,2012,5016,6
Gates,2012,4728,6
Graham,2012,4452,6
Granville,2012,5016,6
Greene,2012,4692,6
Guilford,2012,5508,6
Halifax,2012,4620,6
Harnett,2012,4932,6
Haywood,2012,4596,6
Henderson,2012,4764,6
Hertford,2012,4452,6
Hoke,2012,4764,6
Hyde,2012,4896,6
Iredell,2012,5136,6
