county,year,estimate,start_age
Cumberland,2015,5700,0
Currituck,2015,5844,0
Dare,2015,6852,0
Davidson,2015,5436,0
Davie,2015,5904,0
Duplin,2015,5496,0
Durham,2015,7740,0
Edgecombe,2015,5892,0
Forsyth,2015,6588,0
Franklin,2015,5712,0
Gaston,2015,5916,0
Gates,2015,5436,0
Graham,2015,5364,0
Granville,2015,5916,0
Greene,2015,5640,0
Guilford,2015,6636,0
Halifax,2015,5580,0
Harnett,2015,5856,0
Haywood,2015,5520,0
Henderson,2015,5940,0
Hertford,2015,5640,0
Hoke,2015,5736,0
Hyde,2015,5892,0
Iredell,2015,6324,0
Jackson,2015,5808,0
Johnston,2015,5964,0
Jones,2015,5748,0
Lee,2015,6012,0
Lenoir,2015,5580,0
Lincoln,2015,5760,0
Macon,2015,5496,0
Madison,2015,6180,0
Martin,2015,5472,0
McDowell,2015,5688,0
Mecklenburg,2015,7152,0
Mitchell,2015,5712,0
Montgomery,2015,5652,0
Moore,2015,5652,0
Nash,2015,5724,0
New Hanover,2015,6936,0
Northampton,2015,5460,0
Onslow,2015,5568,0
Orange,2015,8628,0
Pamlico,2015,5436,0
Pasquotank,2015,6156,0
Pender,2015,5940,0
Perquimans,2015,5256,0
Person,2015,6168,0
Pitt,2015,5856,0
Polk,2015,5820,0
Randolph,2015,5556,0
Richmond,2015,5376,0
Robeson,2015,5484,0
Rockingham,2015,5520,0
Rowan,2015,5952,0
Rutherford,2015,5520,0
Sampson,2015,5568,0
Scotland,2015,5472,0
Stanly,2015,5820,0
Stokes,2015,5712,0
Surry,2015,5616,0
Swain,2015,5580,0
Transylvania,2015,5364,0
Tyrrell,2015,5196,0
Union,2015,7020,0
Vance,2015,5700,0
Wake,2015,8700,0
Warren,2015,5628,0
Washington,2015,5568,0
Watauga,2015,6648,0
Wayne,2015,5664,0
Wilkes,2015,5688,0
Wilson,2015,5616,0
Yadkin,2015,5964,0
Yancey,2015,5196,0
Alamance,2015,5796,1
Alexander,2015,5268,1
Alleghany,2015,5112,1
Anson,2015,5568,1
Ashe,2015,5112,1
Avery,2015,5316,1
Beaufort,2015,5568,1
Bertie,2015,5376,1
Bladen,2015,5484,1
Brunswick,2015,5760,1
Buncombe,2015,6612,1
Burke,2015,5388,1
Cabarrus,2015,6840,1
Caldwell,2015,5520,1
Camden,2015,5148,1
Carteret,2015,5688,1
Caswell,2015,5376,1
Catawba,2015,5556,1
Chatham,2015,7068,1
Cherokee,2015,5196,1
Chowan,2015,5316,1
Clay,2015,5340,1
Cleveland,2015,5436,1
Columbus,2015,5484,1
Craven,2015,5568,1
Cumberland,2015,5496,1
Currituck,2015,5748,1
Dare,2015,6576,1
Davidson,2015,5424,1
Davie,2015,5652,1
Duplin,2015,5388,1
Durham,2015,7692,1
Edgecombe,2015,5700,1
Forsyth,2015,6084,1
Franklin,2015,5640,1
Gaston,2015,5724,1
Gates,2015,5340,1
Graham,2015,5268,1
Granville,2015,5652,1
Greene,2015,5400,1
Guilford,2015,6072,1
Halifax,2015,5460,1
Harnett,2015,5652,1
Haywood,2015,5436,1
Henderson,2015,5688,1
Hertford,2015,5460,1
Hoke,2015,5748,1
Hyde,2015,5676,1
Iredell,2015,6132,1
Jackson,2015,5664,1
Johnston,2015,6012,1
Jones,2015,5652,1
Lee,2015,5868,1
Lenoir,2015,5472,1
Lincoln,2015,5580,1
Macon,2015,5400,1
Madison,2015,5772,1
Martin,2015,5436,1
McDowell,2015,5592,1
Mecklenburg,2015,6876,1
Mitchell,2015,5580,1
Montgomery,2015,5652,1
Moore,2015,5844,1
Nash,2015,5520,1
New Hanover,2015,6720,1
Northampton,2015,5304,1
Onslow,2015,5700,1
Orange,2015,8436,1
Pamlico,2015,5364,1
Pasquotank,2015,6168,1
Pender,2015,5712,1
Perquimans,2015,5160,1
Person,2015,6012,1
Pitt,2015,5712,1
Polk,2015,5712,1
Randolph,2015,5472,1
Richmond,2015,5220,1
Robeson,2015,5508,1
Rockingham,2015,5460,1
Rowan,2015,5652,1
Rutherford,2015,5436,1
Sampson,2015,5460,1
Scotland,2015,5340,1
Stanly,2015,5628,1
Stokes,2015,5520,1
Surry,2015,5484,1
Swain,2015,5304,1
Transylvania,2015,5208,1
Tyrrell,2015,5112,1
Union,2015,7056,1
Vance,2015,5388,1
Wake,2015,8220,1
Warren,2015,5496,1
Washington,2015,5484,1
Watauga,2015,6564,1
Wayne,2015,5592,1
Wilkes,2015,5448,1
Wilson,2015,5472,1
Yadkin,2015,5844,1
Yancey,2015,5112,1
Alamance,2015,5628,2
Alexander,2015,5196,2
Alleghany,2015,4896,2
Anson,2015,5496,2
Ashe,2015,4896,2
Avery,2015,5148,2
Beaufort,2015,5436,2
Bertie,2015,5172,2
Bladen,2015,5376,2
Brunswick,2015,5604,2
Buncombe,2015,6408,2
Burke,2015,5112,2
Cabarrus,2015,5952,2
Caldwell,2015,5448,2
Camden,2015,4920,2
Carteret,2015,5628,2
Caswell,2015,5172,2
Catawba,2015,5460,2
Chatham,2015,6144,2
Cherokee,2015,4980,2
Chowan,2015,5100,2
Clay,2015,5232,2
Cleveland,2015,5160,2
Columbus,2015,5292,2
Craven,2015,5532,2
Cumberland,2015,5352,2
Currituck,2015,5532,2
Dare,2015,6588,2
Davidson,2015,5400,2
Davie,2015,5508,2
Duplin,2015,5172,2
Durham,2015,7404,2
Edgecombe,2015,5580,2
Forsyth,2015,5976,2
Franklin,2015,5412,2
Gaston,2015,5616,2
Gates,2015,5148,2
Graham,2015,5076,2
Granville,2015,5568,2
Greene,2015,5304,2
Guilford,2015,6072,2
Halifax,2015,5244,2
Harnett,2015,5520,2
Haywood,2015,5208,2
Henderson,2015,5628,2
Hertford,2015,5040,2
Hoke,2015,5412,2
Hyde,2015,5568,2
Iredell,2015,6096,2
Jackson,2015,5520,2
Johnston,2015,5880,2
Jones,2015,5436,2
Lee,2015,5664,2
Lenoir,2015,5112,2
Lincoln,2015,5424,2
Macon,2015,5268,2
Madison,2015,5724,2
Martin,2015,5160,2
McDowell,2015,5376,2
Mecklenburg,2015,6780,2
Mitchell,2015,5172,2
Montgomery,2015,5172,2
Moore,2015,5448,2
Nash,2015,5388,2
New Hanover,2015,6612,2
Northampton,2015,5100,2
Onslow,2015,5592,2
Orange,2015,8052,2
Pamlico,2015,5160,2
Pasquotank,2015,5424,2
Pender,2015,5592,2
Perquimans,2015,4968,2
Person,2015,5796,2
Pitt,2015,5616,2
Polk,2015,5664,2
Randolph,2015,5196,2
Richmond,2015,5040,2
Robeson,2015,5316,2
Rockingham,2015,5220,2
Rowan,2015,5604,2
Rutherford,2015,5208,2
Sampson,2015,5304,2
Scotland,2015,5244,2
Stanly,2015,5832,2
Stokes,2015,5436,2
Surry,2015,5328,2
Swain,2015,5184,2
Transylvania,2015,4992,2
Tyrrell,2015,4896,2
Union,2015,6936,2
Vance,2015,5376,2
Wake,2015,7956,2
Warren,2015,5256,2
Washington,2015,5256,2
Watauga,2015,5904,2
Wayne,2015,5328,2
Wilkes,2015,5352,2
Wilson,2015,5268,2
Yadkin,2015,5640,2
Yancey,2015,4896,2
Alamance,2015,5280,3
Alexander,2015,5016,3
Alleghany,2015,4584,3
Anson,2015,4920,3
Ashe,2015,4620,3
Avery,2015,4848,3
Beaufort,2015,5112,3
Bertie,2015,5196,3
Bladen,2015,5016,3
Brunswick,2015,5100,3
Buncombe,2015,5964,3
Burke,2015,4800,3
Cabarrus,2015,5832,3
Caldwell,2015,5040,3
Camden,2015,4656,3
Carteret,2015,5292,3
Caswell,2015,4824,3
Catawba,2015,5100,3
Chatham,2015,5760,3
Cherokee,2015,4704,3
Chowan,2015,4776,3
Clay,2015,4872,3
Cleveland,2015,4848,3
Columbus,2015,5028,3
Craven,2015,5208,3
Cumberland,2015,5136,3
Currituck,2015,5220,3
Dare,2015,6408,3
Davidson,2015,5136,3
Davie,2015,5172,3
Duplin,2015,4788,3
Durham,2015,7032,3
Edgecombe,2015,5184,3
Forsyth,2015,5796,3
Franklin,2015,4980,3
Gaston,2015,5256,3
Gates,2015,4908,3
Graham,2015,4764,3
Granville,2015,5172,3
Greene,2015,4896,3
Guilford,2015,5952,3
Halifax,2015,4932,3
Harnett,2015,5340,3
Haywood,2015,4884,3
Henderson,2015,5292,3
Hertford,2015,4776,3
Hoke,2015,5088,3
Hyde,2015,5160,3
Iredell,2015,5724,3
Jackson,2015,5244,3
Johnston,2015,5532,3
Jones,2015,5076,3
Lee,2015,5184,3
Lenoir,2015,4920,3
Lincoln,2015,5148,3
Macon,2015,4872,3
Madison,2015,5400,3
Martin,2015,4848,3
McDowell,2015,5040,3
Mecklenburg,2015,6432,3
Mitchell,2015,4788,3
Montgomery,2015,4740,3
Moore,2015,5064,3
Nash,2015,5088,3
New Hanover,2015,6204,3
Northampton,2015,4776,3
Onslow,2015,5196,3
Orange,2015,7692,3
Pamlico,2015,4704,3
Pasquotank,2015,5028,3
Pender,2015,5184,3
Perquimans,2015,4632,3
Person,2015,5436,3
Pitt,2015,5316,3
Polk,2015,5100,3
Randolph,2015,4896,3
Richmond,2015,4764,3
Robeson,2015,4956,3
Rockingham,2015,4956,3
Rowan,2015,5256,3
Rutherford,2015,4932,3
Sampson,2015,4956,3
Scotland,2015,4740,3
Stanly,2015,5196,3
Stokes,2015,5100,3
Surry,2015,4956,3
Swain,2015,4848,3
Transylvania,2015,4668,3
Tyrrell,2015,4584,3
Union,2015,6108,3
Vance,2015,4968,3
Wake,2015,7344,3
Warren,2015,4884,3
Washington,2015,4920,3
Watauga,2015,5544,3
Wayne,2015,5004,3
Wilkes,2015,4896,3
Wilson,2015,4956,3
Yadkin,2015,5256,3
Yancey,2015,4584,3
Alamance,2015,5292,6
Alexander,2015,4944,6
Alleghany,2015,4596,6
Anson,2015,4824,6
Ashe,2015,4596,6
Avery,2015,4656,6
Beaufort,2015,4752,6
Bertie,2015,5316,6
Bladen,2015,4968,6
Brunswick,2015,5076,6
Buncombe,2015,5988,6
Burke,2015,4680,6
Cabarrus,2015,5700,6
Caldwell,2015,4836,6
Camden,2015,4620,6
Carteret,2015,5124,6
Caswell,2015,4752,6
Catawba,2015,4908,6
Chatham,2015,5544,6
Cherokee,2015,4620,6
Chowan,2015,4656,6
Clay,2015,4764,6
Cleveland,2015,4716,6
Columbus,2015,4860,6
Craven,2015,5052,6
Cumberland,2015,4968,6
Currituck,2015,5220,6
Dare,2015,5904,6
Davidson,2015,4992,6
Davie,2015,4908,6
Duplin,2015,4632,6
Durham,2015,6744,6
Edgecombe,2015,5040,6
Forsyth,2015,5616,6
Franklin,2015,4896,6
Gaston,2015,5172,6
Gates,2015,4884,6
Graham,2015,4596,6
Granville,2015,5184,6
Greene,2015,4848,6
Guilford,2015,5688,6
Halifax,2015,4764,6
Harnett,2015,5088,6
Haywood,2015,4740,6
Henderson,2015,4920,6
Hertford,2015,4596,6
Hoke,2015,4920,6
Hyde,2015,5052,6
Iredell,2015,5304,6
Jackson,2015,5292,6
Johnston,2015,5448,6
Jones,2015,4932,6
Lee,2015,5280,6
Lenoir,2015,4860,6
Lincoln,2015,5040,6
Macon,2015,4728,6
Madison,2015,5268,6
Martin,2015,4668,6
McDowell,2015,4884,6
Mecklenburg,2015,6300,6
Mitchell,2015,4716,6
Montgomery,2015,4824,6
Moore,2015,4872,6
Nash,2015,5112,6
New Hanover,2015,5652,6
Northampton,2015,4620,6
Onslow,2015,5100,6
Orange,2015,7596,6
Pamlico,2015,4692,6
Pasquotank,2015,4752,6
Pender,2015,5556,6
Perquimans,2015,4596,6
Person,2015,4992,6
Pitt,2015,5328,6
Polk,2015,4992,6
Randolph,2015,4848,6
Richmond,2015,4656,6
Robeson,2015,4668,6
Rockingham,2015,4752,6
Rowan,2015,4956,6
Rutherford,2015,4848,6
Sampson,2015,4848,6
Scotland,2015,4608,6
Stanly,2015,5160,6
Stokes,2015,4908,6
Surry,2015,5040,6
Swain,2015,4812,6
Transylvania,2015,4596,6
Tyrrell,2015,4596,6
Union,2015,5724,6
Vance,2015,4752,6
Wake,2015,7224,6
Warren,2015,4680,6
Washington,2015,4824,6
Watauga,2015,5052,6
Wayne,2015,4812,6
Wilkes,2015,4836,6
Wilson,2015,4824,6
Yadkin,2015,5088,6
Yancey,2015,4596,6
Alamance,2016,8208,0
Alexander,2016,5736,0
Alleghany,2016,5196,0
Anson,2016,7116,0
Ashe,2016,5316,0
Avery,2016,6636,0
Beaufort,2016,7368,0
Bertie,2016,6108,0
Bladen,2016,6180,0
Brunswick,2016,5964,0
Buncombe,2016,6744,0
Burke,2016,6660,0
Cabarrus,2016,6900,0
Caldwell,2016,6876,0
Camden,2016,7596,0
Carteret,2016,5760,0
Caswell,2016,6780,0
Catawba,2016,7380,0
Chatham,2016,7368,0
Cherokee,2016,6036,0
Chowan,2016,5772,0
Clay,2016,5616,0
Cleveland,2016,6780,0
Columbus,2016,6528,0
Craven,2016,7872,0
Cumberland,2016,7968,0
Currituck,2016,6576,0
Dare,2016,8892,0
Davidson,2016,7296,0
Davie,2016,7920,0
Duplin,2016,6624,0
Durham,2016,7740,0
Edgecombe,2016,7284,0
Forsyth,2016,6588,0
Franklin,2016,7248,0
Gaston,2016,7308,0
Gates,2016,6684,0
Graham,2016,6312,0
Granville,2016,7788,0
Greene,2016,6564,0
Guilford,2016,8700,0
Halifax,2016,6756,0
Harnett,2016,9744,0
Haywood,2016,5520,0
Henderson,2016,5940,0
Hertford,2016,5952,0
Hoke,2016,7920,0
Hyde,2016,8964,0
Iredell,2016,6324,0
Jackson,2016,6240,0
Johnston,2016,5964,0
Jones,2016,6396,0
Lee,2016,7092,0
Lenoir,2016,6936,0
Lincoln,2016,5760,0
Macon,2016,6240,0
Madison,2016,6288,0
Martin,2016,6096,0
McDowell,2016,6144,0
Mecklenburg,2016,7152,0
Mitchell,2016,5736,0
Montgomery,2016,6132,0
Moore,2016,5652,0
Nash,2016,7908,0
New Hanover,2016,6936,0
Northampton,2016,7584,0
Onslow,2016,7980,0
Orange,2016,8628,0
Pamlico,2016,6132,0
Pasquotank,2016,6924,0
Pender,2016,5940,0
Perquimans,2016,5652,0
Person,2016,8484,0
Pitt,2016,8244,0
Polk,2016,7224,0
Randolph,2016,6768,0
Richmond,2016,5880,0
Robeson,2016,7596,0
Rockingham,2016,6180,0
Rowan,2016,7536,0
Rutherford,2016,5904,0
Sampson,2016,7416,0
Scotland,2016,7128,0
Stanly,2016,7068,0
Stokes,2016,7392,0
Surry,2016,6780,0
Swain,2016,5712,0
Transylvania,2016,7044,0
Tyrrell,2016,5196,0
Union,2016,7020,0
Vance,2016,7188,0
Wake,2016,8700,0
Warren,2016,5952,0
Washington,2016,6660,0
Watauga,2016,6648,0
Wayne,2016,6900,0
Wilkes,2016,7224,0
Wilson,2016,6588,0
Yadkin,2016,5964,0
Yancey,2016,5436,0
Alamance,2016,8184,1
Alexander,2016,5652,1
Alleghany,2016,5112,1
Anson,2016,6732,1
Ashe,2016,5160,1
Avery,2016,6552,1
Beaufort,2016,7200,1
Bertie,2016,6012,1
Bladen,2016,6828,1
Brunswick,2016,5760,1
Buncombe,2016,6612,1
Burke,2016,6384,1
Cabarrus,2016,6840,1
Caldwell,2016,6612,1
Camden,2016,7308,1
Carteret,2016,5688,1
Caswell,2016,6624,1
Catawba,2016,7740,1
Chatham,2016,7068,1
Cherokee,2016,5856,1
Chowan,2016,5604,1
Clay,2016,5448,1
Cleveland,2016,6492,1
Columbus,2016,6204,1
Craven,2016,7692,1
Cumberland,2016,7416,1
Currituck,2016,6468,1
Dare,2016,8520,1
Davidson,2016,7368,1
Davie,2016,7692,1
Duplin,2016,6300,1
Durham,2016,7692,1
Edgecombe,2016,6972,1
Forsyth,2016,6084,1
Franklin,2016,7008,1
Gaston,2016,7212,1
Gates,2016,6432,1
Graham,2016,6132,1
Granville,2016,7728,1
Greene,2016,5880,1
Guilford,2016,7872,1
Halifax,2016,6516,1
Harnett,2016,8784,1
Haywood,2016,5436,1
Henderson,2016,5688,1
Hertford,2016,5664,1
Hoke,2016,7620,1
Hyde,2016,8700,1
Iredell,2016,6132,1
Jackson,2016,6708,1
Johnston,2016,6012,1
Jones,2016,6204,1
Lee,2016,6804,1
Lenoir,2016,6828,1
Lincoln,2016,5580,1
Macon,2016,6096,1
Madison,2016,6108,1
Martin,2016,5952,1
McDowell,2016,6120,1
Mecklenburg,2016,6876,1
Mitchell,2016,5580,1
Montgomery,2016,6144,1
Moore,2016,5844,1
Nash,2016,7872,1
New Hanover,2016,6720,1
Northampton,2016,7356,1
Onslow,2016,7680,1
Orange,2016,8436,1
Pamlico,2016,5916,1
Pasquotank,2016,6924,1
Pender,2016,5712,1
Perquimans,2016,5508,1
Person,2016,8364,1
Pitt,2016,7956,1
Polk,2016,7008,1
Randolph,2016,6444,1
Richmond,2016,5640,1
Robeson,2016,7344,1
Rockingham,2016,6048,1
Rowan,2016,7272,1
Rutherford,2016,5844,1
Sampson,2016,6696,1
Scotland,2016,6912,1
Stanly,2016,7116,1
Stokes,2016,7176,1
Surry,2016,6600,1
Swain,2016,5652,1
Transylvania,2016,6828,1
Tyrrell,2016,5112,1
Union,2016,7056,1
Vance,2016,6804,1
Wake,2016,8220,1
Warren,2016,5868,1
Washington,2016,6480,1
Watauga,2016,6564,1
Wayne,2016,6624,1
Wilkes,2016,7092,1
Wilson,2016,6384,1
Yadkin,2016,6588,1
Yancey,2016,5268,1
Alamance,2016,7956,2
Alexander,2016,5604,2
Alleghany,2016,4896,2
Anson,2016,6744,2
Ashe,2016,5100,2
Avery,2016,6132,2
Beaufort,2016,6780,2
Bertie,2016,5400,2
Bladen,2016,5604,2
Brunswick,2016,5604,2
Buncombe,2016,6408,2
Burke,2016,5532,2
Cabarrus,2016,5952,2
Caldwell,2016,6480,2
Camden,2016,6984,2
Carteret,2016,5628,2
Caswell,2016,6264,2
Catawba,2016,6288,2
Chatham,2016,6144,2
Cherokee,2016,5580,2
Chowan,2016,5316,2
Clay,2016,5232,2
Cleveland,2016,6384,2
Columbus,2016,5784,2
Craven,2016,7176,2
Cumberland,2016,7212,2
Currituck,2016,5796,2
Dare,2016,8088,2
Davidson,2016,6612,2
Davie,2016,7320,2
Duplin,2016,5832,2
Durham,2016,7404,2
Edgecombe,2016,6552,2
Forsyth,2016,5976,2
Franklin,2016,6636,2
Gaston,2016,6900,2
Gates,2016,6132,2
Graham,2016,5988,2
Granville,2016,7068,2
Greene,2016,6156,2
Guilford,2016,7248,2
Halifax,2016,5988,2
Harnett,2016,8292,2
Haywood,2016,5208,2
Henderson,2016,5628,2
Hertford,2016,5196,2
Hoke,2016,7644,2
Hyde,2016,8280,2
Iredell,2016,6096,2
Jackson,2016,6072,2
Johnston,2016,5880,2
Jones,2016,5904,2
Lee,2016,6372,2
Lenoir,2016,6252,2
Lincoln,2016,5424,2
Macon,2016,5520,2
Madison,2016,5808,2
Martin,2016,5904,2
McDowell,2016,5376,2
Mecklenburg,2016,6780,2
Mitchell,2016,5304,2
Montgomery,2016,5196,2
Moore,2016,5448,2
Nash,2016,7368,2
New Hanover,2016,6612,2
Northampton,2016,6996,2
Onslow,2016,7524,2
Orange,2016,8052,2
Pamlico,2016,6792,2
Pasquotank,2016,5880,2
Pender,2016,5592,2
Perquimans,2016,5232,2
Person,2016,7572,2
Pitt,2016,7212,2
Polk,2016,6672,2
Randolph,2016,5976,2
Richmond,2016,5256,2
Robeson,2016,6924,2
Rockingham,2016,6072,2
Rowan,2016,6984,2
Rutherford,2016,5508,2
Sampson,2016,6996,2
Scotland,2016,6492,2
Stanly,2016,6864,2
Stokes,2016,6804,2
Surry,2016,6372,2
Swain,2016,5184,2
Transylvania,2016,6480,2
Tyrrell,2016,4896,2
Union,2016,6936,2
Vance,2016,6120,2
Wake,2016,7956,2
Warren,2016,5472,2
Washington,2016,6276,2
Watauga,2016,5904,2
Wayne,2016,5952,2
Wilkes,2016,6612,2
Wilson,2016,6072,2
Yadkin,2016,5640,2
Yancey,2016,5148,2
Alamance,2016,7608,3
Alexander,2016,5544,3
Alleghany,2016,4584,3
Anson,2016,6060,3
Ashe,2016,4968,3
Avery,2016,5820,3
Beaufort,2016,6612,3
Bertie,2016,5196,3
Bladen,2016,5484,3
Brunswick,2016,5100,3
Buncombe,2016,5964,3
Burke,2016,5076,3
Cabarrus,2016,5832,3
Caldwell,2016,5952,3
Camden,2016,6624,3
Carteret,2016,5292,3
Caswell,2016,5940,3
Catawba,2016,5832,3
Chatham,2016,5760,3
Cherokee,2016,5328,3
Chowan,2016,5076,3
Clay,2016,4932,3
Cleveland,2016,5796,3
Columbus,2016,6192,3
Craven,2016,6924,3
Cumberland,2016,6792,3
Currituck,2016,6696,3
Dare,2016,8076,3
Davidson,2016,6312,3
Davie,2016,6984,3
Duplin,2016,5592,3
Durham,2016,7032,3
Edgecombe,2016,6396,3
Forsyth,2016,5796,3
Franklin,2016,6336,3
Gaston,2016,6768,3
Gates,2016,5928,3
Graham,2016,5868,3
Granville,2016,6768,3
Greene,2016,5976,3
Guilford,2016,7428,3
Halifax,2016,5940,3
Harnett,2016,7332,3
Haywood,2016,4884,3
Henderson,2016,5292,3
Hertford,2016,5052,3
Hoke,2016,7248,3
Hyde,2016,7860,3
Iredell,2016,5724,3
Jackson,2016,6636,3
Johnston,2016,5532,3
Jones,2016,5604,3
Lee,2016,6216,3
Lenoir,2016,5388,3
Lincoln,2016,5148,3
Macon,2016,5232,3
Madison,2016,5520,3
Martin,2016,5796,3
McDowell,2016,5928,3
Mecklenburg,2016,6432,3
Mitchell,2016,5088,3
Montgomery,2016,6492,3
Moore,2016,5064,3
Nash,2016,6936,3
New Hanover,2016,6204,3
Northampton,2016,6612,3
Onslow,2016,6852,3
Orange,2016,7692,3
Pamlico,2016,5412,3
Pasquotank,2016,5976,3
Pender,2016,5184,3
Perquimans,2016,5004,3
Person,2016,7596,3
Pitt,2016,7332,3
Polk,2016,6336,3
Randolph,2016,5940,3
Richmond,2016,5160,3
Robeson,2016,6744,3
Rockingham,2016,5796,3
Rowan,2016,6936,3
Rutherford,2016,5424,3
Sampson,2016,6192,3
Scotland,2016,6348,3
Stanly,2016,6900,3
Stokes,2016,6564,3
Surry,2016,6348,3
Swain,2016,4848,3
Transylvania,2016,6240,3
Tyrrell,2016,4584,3
Union,2016,6108,3
Vance,2016,6096,3
Wake,2016,7344,3
Warren,2016,5184,3
Washington,2016,5964,3
Watauga,2016,5544,3
Wayne,2016,5484,3
Wilkes,2016,5748,3
Wilson,2016,5808,3
Yadkin,2016,5664,3
Yancey,2016,4764,3
Alamance,2016,5292,6
Alexander,2016,4944,6
Alleghany,2016,4596,6
Anson,2016,4824,6
Ashe,2016,4596,6
Avery,2016,4656,6
Beaufort,2016,4752,6
Bertie,2016,5316,6
Bladen,2016,4968,6
Brunswick,2016,5076,6
Buncombe,2016,5988,6
Burke,2016,4680,6
Cabarrus,2016,5700,6
Caldwell,2016,4836,6
Camden,2016,4620,6
Carteret,2016,5124,6
Caswell,2016,4752,6
Catawba,2016,4908,6
Chatham,2016,5544,6
Cherokee,2016,4620,6
Chowan,2016,4656,6
Clay,2016,4764,6
Cleveland,2016,4716,6
Columbus,2016,4860,6
Craven,2016,5052,6
Cumberland,2016,4968,6
Currituck,2016,5220,6
Dare,2016,5904,6
Davidson,2016,4992,6
Davie,2016,4908,6
Duplin,2016,4632,6
Durham,2016,6744,6
Edgecombe,2016,5040,6
Forsyth,2016,5616,6
Franklin,2016,4896,6
Gaston,2016,5172,6
Gates,2016,4884,6
Graham,2016,4596,6
Granville,2016,5184,6
Greene,2016,4848,6
Guilford,2016,5688,6
Halifax,2016,4764,6
Harnett,2016,5088,6
Haywood,2016,4740,6
Henderson,2016,4920,6
Hertford,2016,4596,6
Hoke,2016,4920,6
Hyde,2016,5052,6
Iredell,2016,5304,6
Jackson,2016,5292,6
Johnston,2016,5448,6
Jones,2016,4932,6
Lee,2016,5280,6
Lenoir,2016,4860,6
Lincoln,2016,5040,6
Macon,2016,4728,6
Madison,2016,5268,6
Martin,2016,4668,6
McDowell,2016,4884,6
Mecklenburg,2016,6300,6
Mitchell,2016,4716,6
Montgomery,2016,4824,6
Moore,2016,4872,6
Nash,2016,5112,6
New Hanover,2016,5652,6
Northampton,2016,4620,6
Onslow,2016,5100,6
Orange,2016,7596,6
Pamlico,2016,4692,6
Pasquotank,2016,4752,6
Pender,2016,5556,6
Perquimans,2016,4596,6
Person,2016,4992,6
Pitt,2016,5328,6
Polk,2016,4992,6
Randolph,2016,4848,6
Richmond,2016,4656,6
Robeson,2016,4668,6
Rockingham,2016,4752,6
Rowan,2016,4956,6
Rutherford,2016,4848,6
Sampson,2016,4848,6
Scotland,2016,4608,6
Stanly,2016,5160,6
Stokes,2016,4908,6
Surry,2016,5040,6
Swain,2016,4812,6
Transylvania,2016,4596,6
Tyrrell,2016,4596,6
Union,2016,5724,6
Vance,2016,4752,6
Wake,2016,7224,6
Warren,2016,4680,6
Washington,2016,4824,6
Watauga,2016,5052,6
Wayne,2016,4812,6
Wilkes,2016,4836,6
Wilson,2016,4824,6
Yadkin,2016,5088,6
Yancey,2016,4596,6
Alamance,2017,8568,0
Alexander,2017,5664,0
Alleghany,2017,5088,0
Anson,2017,7920,0
Ashe,2017,5268,0
Avery,2017,6852,0
Beaufort,2017,7356,0
Bertie,2017,6636,0
Bladen,2017,6108,0
Brunswick,2017,6972,0
Buncombe,2017,10296,0
Burke,2017,7116,0
Cabarrus,2017,8748,0
Caldwell,2017,7140,0
Camden,2017,7512,0
Carteret,2017,7920,0
Caswell,2017,6996,0
Catawba,2017,7356,0
Chatham,2017,7476,0
Cherokee,2017,6264,0
Chowan,2017,5892,0
Clay,2017,5856,0
Cleveland,2017,6804,0
Columbus,2017,6768,0
Craven,2017,8316,0
Cumberland,2017,11148,0
Currituck,2017,6804,0
Dare,2017,8844,0
Davidson,2017,7200,0
Davie,2017,8112,0
Duplin,2017,6564,0
Durham,2017,10572,0
Edgecombe,2017,7632,0
Forsyth,2017,9072,0
Franklin,2017,7920,0
Gaston,2017,7752,0
Gates,2017,6648,0
Graham,2017,6360,0
Granville,2017,7620,0
Greene,2017,6468,0
Guilford,2017,9564,0
Halifax,2017,6996,0
Harnett,2017,9936,0
Haywood,2017,6072,0
Henderson,2017,8568,0
Hertford,2017,5856,0
Hoke,2017,9060,0
Hyde,2017,9132,0
Iredell,2017,8604,0
Jackson,2017,6468,0
Johnston,2017,11844,0
Jones,2017,6624,0
Lee,2017,7020,0
Lenoir,2017,7140,0
Lincoln,2017,7680,0
Macon,2017,6144,0
Madison,2017,6516,0
Martin,2017,5976,0
McDowell,2017,6204,0
Mecklenburg,2017,8952,0
Mitchell,2017,5976,0
Montgomery,2017,6324,0
Moore,2017,7584,0
Nash,2017,8352,0
New Hanover,2017,8616,0
Northampton,2017,7596,0
Onslow,2017,8316,0
Orange,2017,11796,0
Pamlico,2017,6048,0
Pasquotank,2017,7032,0
Pender,2017,7560,0
Perquimans,2017,5892,0
Person,2017,8664,0
Pitt,2017,8436,0
Polk,2017,7284,0
Randolph,2017,6696,0
Richmond,2017,5772,0
Robeson,2017,7548,0
Rockingham,2017,6576,0
Rowan,2017,7440,0
Rutherford,2017,6204,0
Sampson,2017,7404,0
Scotland,2017,7128,0
Stanly,2017,7152,0
Stokes,2017,7452,0
Surry,2017,6732,0
Swain,2017,5712,0
Transylvania,2017,7260,0
Tyrrell,2017,5112,0
Union,2017,8952,0
Vance,2017,7476,0
Wake,2017,10452,0
Warren,2017,6528,0
Washington,2017,6924,0
Watauga,2017,7092,0
Wayne,2017,7356,0
Wilkes,2017,7236,0
Wilson,2017,6816,0
Yadkin,2017,5832,0
Yancey,2017,5688,0
Alamance,2017,8268,1
Alexander,2017,5544,1
