SERIALNO,SPORDER,year,total_taxes
367065,1,2018,-6913
367070,1,2018,1738
367094,1,2018,798
367105,1,2018,-519
367126,1,2018,8149
367171,1,2018,0
367318,1,2018,7667
367319,1,2018,9425
367376,1,2018,11426
367382,1,2018,31272
367400,1,2018,7942
367473,1,2018,5466
367489,2,2018,1418
367489,1,2018,5027
367520,1,2018,0
367561,1,2018,13004
367562,2,2018,10692
367562,1,2018,10692
367567,1,2018,311
367682,1,2018,6390
367684,1,2018,8298
367700,1,2018,11175
367702,1,2018,0
367779,1,2018,0
367822,1,2018,-10
367854,1,2018,4142
367901,2,2018,-413
367901,3,2018,2613
367901,1,2018,2088
367972,1,2018,30790
367982,1,2018,3838
367991,1,2018,0
368062,1,2018,2788
368080,1,2018,0
368087,1,2018,14135
368099,1,2018,2780
368100,1,2018,0
368126,1,2018,18885
368134,1,2018,-5452
368222,1,2018,0
368238,2,2018,3138
368238,3,2018,0
368238,1,2018,1913
368248,1,2018,3243
368274,1,2018,10475
368351,1,2018,68
368398,1,2018,14510
368581,1,2018,27435
368582,1,2018,0
368611,1,2018,0
368645,1,2018,2788
368675,1,2018,6842
368694,1,2018,622
368748,1,2018,60383
368761,1,2018,-9148
368780,2,2018,-334
368780,1,2018,0
368812,1,2018,0
368831,1,2018,2438
368841,1,2018,0
368900,1,2018,0
368919,3,2018,0
368919,1,2018,0
368925,1,2018,0
368934,1,2018,0
368944,1,2018,0
369015,3,2018,4887
369015,1,2018,0
369028,1,2018,0
369055,1,2018,0
369079,1,2018,0
369086,1,2018,0
369152,1,2018,-397
369187,1,2018,68
369266,3,2018,4012
369266,1,2018,71
369317,1,2018,4590
369342,1,2018,40854
369575,1,2018,12925
369644,1,2018,0
369655,3,2018,3173
369655,1,2018,4187
369658,1,2018,10714
369670,1,2018,0
369696,1,2018,0
369747,1,2018,18607
369887,1,2018,23050
369898,1,2018,25737
369908,1,2018,6163
369981,1,2018,12225
370019,1,2018,0
370045,4,2018,-367
370045,1,2018,0
370081,1,2018,-9391
370106,1,2018,41279
370162,1,2018,2858
370173,1,2018,0
370189,1,2018,-680
370204,1,2018,73752
370226,1,2018,125674
370355,1,2018,6287
370402,1,2018,0
370459,1,2018,8492
370486,1,2018,12400
370489,1,2018,3142
370497,1,2018,9809
370513,1,2018,0
370587,1,2018,4288
370653,1,2018,0
370687,1,2018,6767
370755,6,2018,-518
370755,7,2018,-183
370755,1,2018,6931
370913,1,2018,14285
370927,1,2018,6637
370948,1,2018,9867
371020,1,2018,0
371022,1,2018,4526
371067,1,2018,7942
371123,1,2018,0
371218,1,2018,16760
371232,2,2018,7667
371232,3,2018,6842
371232,1,2018,3138
371239,4,2018,1542
371239,1,2018,5929
371249,3,2018,6287
371249,1,2018,17398
371255,3,2018,-137
371255,1,2018,18635
371278,1,2018,0
371299,2,2018,1418
371299,1,2018,12617
371304,2,2018,4187
371304,3,2018,-229
371304,1,2018,6637
371316,1,2018,14397
371360,1,2018,13525
371395,1,2018,85675
371437,1,2018,0
371452,1,2018,5129
371474,3,2018,4887
371474,1,2018,5401
371475,1,2018,-9366
371477,2,2018,3313
371477,3,2018,4012
371477,1,2018,4887
371478,1,2018,64
371527,1,2018,28735
371532,1,2018,0
371545,1,2018,0
371592,1,2018,10432
371617,3,2018,0
371617,1,2018,10515
371624,1,2018,66530
371647,1,2018,3246
371666,1,2018,0
371715,2,2018,1573
371715,1,2018,1798
371829,1,2018,1522
371915,1,2018,5751
371972,1,2018,0
371980,1,2018,7676
372025,1,2018,0
372146,1,2018,0
372159,1,2018,2928
372169,1,2018,7477
372221,1,2018,175695
372222,1,2018,16683
372237,1,2018,4887
372246,1,2018,33484
372276,1,2018,5237
372300,1,2018,9075
372308,1,2018,34584
372316,1,2018,26885
372336,3,2018,553
372336,1,2018,33209
372342,3,2018,-334
372342,1,2018,-519
372343,1,2018,0
372349,1,2018,6987
372405,1,2018,6735
372421,1,2018,0
372441,1,2018,-280
372497,2,2018,6567
372497,3,2018,643
372497,1,2018,0
372598,1,2018,95357
372614,1,2018,1103
372636,3,2018,1913
372636,1,2018,2049
372671,2,2018,24
372671,1,2018,0
372679,2,2018,1418
372679,1,2018,6637
372752,1,2018,1802
372753,3,2018,-183
372753,4,2018,140
372753,1,2018,11998
372756,1,2018,0
372770,1,2018,1924
372774,1,2018,16010
372811,1,2018,138269
372823,2,2018,0
372823,1,2018,13915
372927,1,2018,19185
372967,1,2018,1359
372990,1,2018,-519
372995,1,2018,0
373023,1,2018,5576
373032,1,2018,-7891
373033,3,2018,5587
373033,1,2018,1333
373047,1,2018,1048
373174,1,2018,0
373270,1,2018,112512
373292,3,2018,-382
373292,1,2018,2562
373304,3,2018,20427
373304,1,2018,13065
373320,1,2018,6948
373397,1,2018,1855
373460,3,2018,6637
373460,1,2018,3446
373461,1,2018,427
373467,1,2018,798
373471,2,2018,6637
373471,1,2018,0
373529,1,2018,18476
373569,2,2018,10692
373569,1,2018,10142
373570,1,2018,9809
373573,1,2018,3651
373590,1,2018,0
373606,1,2018,6499
373668,1,2018,10300
373690,2,2018,2798
373690,1,2018,13
373707,1,2018,0
373823,1,2018,-4525
373852,1,2018,12400
373879,1,2018,-2167
373884,1,2018,0
373960,1,2018,152206
373975,3,2018,9042
373975,1,2018,42329
374054,5,2018,5587
374054,1,2018,-8278
374058,2,2018,1511
374058,1,2018,0
374093,2,2018,0
374093,1,2018,3523
374110,1,2018,16021
374124,1,2018,0
374151,1,2018,9317
374233,1,2018,0
374243,1,2018,0
374256,1,2018,30584
374299,3,2018,1573
374299,1,2018,9775
374329,1,2018,0
374348,1,2018,0
374361,3,2018,1418
374361,1,2018,12330
374444,1,2018,10692
374517,1,2018,17535
374525,3,2018,-334
374525,1,2018,1291
374545,1,2018,0
374558,3,2018,4887
374558,1,2018,14098
374599,3,2018,-229
374599,1,2018,5104
374625,1,2018,75662
374710,1,2018,1075
374728,6,2018,7667
374728,1,2018,-3225
374788,1,2018,1418
374794,1,2018,0
374824,1,2018,182952
374922,1,2018,7942
375018,1,2018,-7591
375049,1,2018,0
375100,1,2018,-8794
375120,1,2018,-34
375133,1,2018,0
375148,1,2018,18585
375167,1,2018,31204
375235,1,2018,-2149
375245,1,2018,0
375275,1,2018,119023
375278,1,2018,11140
375291,1,2018,0
375313,1,2018,0
375336,1,2018,20010
375395,1,2018,20574
375406,1,2018,419
375423,1,2018,9633
375437,1,2018,15885
375465,1,2018,2716
375468,1,2018,5610
375469,1,2018,0
375473,1,2018,8430
375533,1,2018,0
375550,1,2018,9636
375552,1,2018,0
375635,1,2018,984
375680,3,2018,2963
375680,1,2018,3488
375756,1,2018,0
375757,1,2018,2088
375795,1,2018,60029
375910,1,2018,-4387
375930,2,2018,1480
375930,1,2018,3138
375965,1,2018,-1519
376158,1,2018,-7233
376163,1,2018,0
376188,1,2018,6331
376189,1,2018,5679
376238,2,2018,9317
376238,3,2018,3488
376238,4,2018,3348
376238,1,2018,0
376262,1,2018,4362
376276,1,2018,-334
376311,2,2018,-519
376311,1,2018,0
376342,3,2018,1248
376342,1,2018,85457
376355,1,2018,0
376372,1,2018,2021
376373,1,2018,65
376442,1,2018,0
376455,1,2018,0
376482,5,2018,3138
376482,1,2018,-6105
376500,2,2018,7667
376500,1,2018,7667
376541,1,2018,13
376575,1,2018,0
376717,1,2018,18210
376732,2,2018,3173
376732,1,2018,-321
376751,2,2018,68
376751,3,2018,68
376751,1,2018,0
376752,1,2018,2613
376774,1,2018,-270
376844,1,2018,7221
376861,1,2018,6842
376868,1,2018,1345
376880,1,2018,0
376952,3,2018,-519
376952,1,2018,2438
376956,1,2018,8900
377093,2,2018,1108
377093,3,2018,-519
377093,4,2018,391
377093,1,2018,11242
377124,3,2018,3313
377124,1,2018,-4454
377142,1,2018,0
377145,1,2018,2056
377181,1,2018,0
377224,1,2018,2437
377235,1,2018,60106
377246,1,2018,0
377279,2,2018,0
377279,1,2018,-19
377358,1,2018,12540
377380,1,2018,96150
377383,1,2018,-3837
377402,1,2018,0
377435,1,2018,0
377441,1,2018,-35
377498,1,2018,0
377514,2,2018,-334
377514,4,2018,953
377514,1,2018,-497
377525,1,2018,1023
377567,1,2018,0
377584,1,2018,0
377586,3,2018,566
377586,1,2018,7865
377594,2,2018,41
377594,1,2018,-1328
377675,1,2018,5051
377691,1,2018,0
377693,1,2018,6445
377705,1,2018,-3114
377743,1,2018,0
377750,1,2018,0
377832,1,2018,22760
377918,1,2018,30735
377934,1,2018,44394
377948,2,2018,6112
377948,1,2018,0
377973,1,2018,0
378031,1,2018,0
378085,1,2018,0
378134,1,2018,3224
378174,1,2018,0
378177,1,2018,0
378249,1,2018,10417
378334,3,2018,13
378334,1,2018,3341
378344,1,2018,1637
378384,1,2018,0
378404,2,2018,178
378404,3,2018,0
378404,1,2018,178
378444,1,2018,0
378458,2,2018,4712
378458,1,2018,0
378475,1,2018,14510
378485,1,2018,5077
378501,1,2018,0
378584,1,2018,2865
378596,2,2018,13
378596,1,2018,-1700
378629,3,2018,-150
378629,4,2018,1738
378629,1,2018,7151
378698,1,2018,4384
378699,1,2018,50707
378766,1,2018,0
378786,3,2018,4887
378786,1,2018,12225
378791,1,2018,28535
378826,1,2018,123
378843,1,2018,0
378858,3,2018,5517
378858,1,2018,223900
378865,1,2018,17535
378872,3,2018,2088
378872,1,2018,13960
378892,2,2018,1913
378892,1,2018,710
378924,1,2018,5237
378977,1,2018,0
379009,1,2018,0
379050,1,2018,2062
379067,1,2018,8078
379118,1,2018,0
379149,1,2018,5568
379167,1,2018,15885
379185,1,2018,0
379197,1,2018,12067
379231,1,2018,20010
379252,1,2018,5926
379297,2,2018,483
379297,1,2018,1913
379322,1,2018,0
379327,1,2018,13442
379340,1,2018,46341
379414,1,2018,-53
379441,1,2018,0
379446,1,2018,31759
379458,1,2018,0
379462,1,2018,0
379464,1,2018,0
379468,1,2018,21997
379492,1,2018,0
379533,1,2018,28008
379603,3,2018,4712
379603,1,2018,0
379642,1,2018,0
379691,2,2018,1913
379691,3,2018,1913
379691,1,2018,1913
379827,1,2018,-413
379880,1,2018,20427
379883,1,2018,0
379902,1,2018,-519
379965,1,2018,16985
380008,1,2018,4088
380025,1,2018,39379
380039,1,2018,0
380245,1,2018,133283
380259,3,2018,553
380259,1,2018,0
380379,1,2018,-6054
380420,1,2018,6567
380431,1,2018,25427
380439,1,2018,0
380440,1,2018,-826
380490,1,2018,0
380493,3,2018,2263
380493,1,2018,1258
380571,1,2018,0
380585,1,2018,0
380621,1,2018,138269
380653,1,2018,0
380712,1,2018,2
380719,2,2018,798
380719,3,2018,0
380719,1,2018,0
380757,2,2018,2263
380757,3,2018,10692
380757,1,2018,1449
380838,2,2018,2263
380838,1,2018,0
380868,1,2018,13160
380874,1,2018,0
380876,1,2018,20427
380933,1,2018,7388
380940,1,2018,20960
380942,1,2018,10599
381104,1,2018,-2287
381123,1,2018,17581
381124,2,2018,-71
381124,1,2018,26622
381139,2,2018,-71
381139,1,2018,1418
381200,1,2018,12039
381204,1,2018,1320
381205,1,2018,2409
381231,1,2018,5972
381263,1,2018,0
381283,1,2018,33406
381363,1,2018,4176
381382,1,2018,0
381396,3,2018,3138
381396,1,2018,-3810
381401,1,2018,2726
381420,1,2018,1287
381430,1,2018,35956
381457,1,2018,2167
381482,1,2018,1418
381502,1,2018,0
381534,1,2018,13982
381553,1,2018,14358
381579,1,2018,0
381591,1,2018,9317
381650,1,2018,0
381681,1,2018,0
381768,1,2018,3243
381780,1,2018,4277
381816,1,2018,-4024
381947,2,2018,798
381947,1,2018,0
381970,1,2018,0
381983,1,2018,6282
382033,1,2018,0
382037,1,2018,-4887
382101,1,2018,-737
382123,1,2018,30504
382182,1,2018,44545
382227,1,2018,11875
382238,1,2018,1957
382239,1,2018,9165
382259,3,2018,9317
382259,1,2018,-4861
382272,1,2018,0
382306,1,2018,-1031
382316,1,2018,0
382345,2,2018,2088
382345,1,2018,5587
382350,1,2018,-374
382362,1,2018,7110
382424,1,2018,9975
382460,1,2018,0
382461,1,2018,-7838
382528,1,2018,0
382535,1,2018,11525
382608,1,2018,7738
382636,1,2018,0
382739,1,2018,989
382773,1,2018,0
382966,1,2018,3446
382977,1,2018,25482
383020,2,2018,2263
383020,1,2018,4187
383029,2,2018,4887
383029,1,2018,20427
383034,1,2018,-459
383036,1,2018,0
383068,1,2018,3246
383080,2,2018,68
383080,1,2018,-466
383135,1,2018,4887
383218,1,2018,9793
383219,1,2018,15367
383227,2,2018,4012
383227,1,2018,4887
383250,5,2018,2595
383250,1,2018,1287
383277,2,2018,-466
383277,1,2018,1418
383300,1,2018,16203
383378,1,2018,0
383403,1,2018,6637
383467,1,2018,5762
383475,1,2018,5237
383490,1,2018,0
383529,1,2018,1418
383548,2,2018,1418
383548,1,2018,0
383564,1,2018,0
383586,1,2018,-578
383610,1,2018,2837
383686,1,2018,72253
383704,2,2018,2263
383704,1,2018,4677
383724,1,2018,12925
383785,1,2018,0
383791,1,2018,187468
383888,1,2018,-203
383952,1,2018,-8041
383971,1,2018,2304
383989,1,2018,-367
384031,1,2018,3488
384037,1,2018,15885
384045,1,2018,9576
384114,1,2018,24157
384203,1,2018,146355
384272,1,2018,444
384290,3,2018,3138
384290,1,2018,212
384298,1,2018,4450
384306,1,2018,-105
384372,1,2018,0
384420,1,2018,6002
384468,1,2018,4362
384549,1,2018,1449
384563,1,2018,18910
384584,1,2018,0
384601,1,2018,106257
384631,1,2018,5237
384635,1,2018,19035
384727,1,2018,5237
384748,1,2018,12767
384775,1,2018,0
384779,1,2018,68
384805,1,2018,6855
384810,1,2018,0
384839,1,2018,0
384843,1,2018,47346
384866,1,2018,0
384880,1,2018,48498
384895,1,2018,412
384917,3,2018,1124
384917,1,2018,37627
384966,1,2018,0
384971,2,2018,-229
384971,1,2018,0
385003,1,2018,29277
385031,1,2018,0
385040,1,2018,0
385071,3,2018,0
385071,1,2018,46
385082,1,2018,989
385087,1,2018,0
385093,1,2018,0
385109,3,2018,-203
385109,1,2018,2788
385119,1,2018,2887
385257,1,2018,39214
385313,1,2018,0
385357,1,2018,-4389
385405,1,2018,10692
385413,1,2018,0
385431,1,2018,0
385518,1,2018,53269
385541,1,2018,11220
385562,1,2018,0
385648,1,2018,11875
385697,1,2018,-4861
385707,1,2018,22760
385714,1,2018,2263
385719,1,2018,-67
385750,1,2018,0
385762,1,2018,22135
385788,1,2018,0
385800,1,2018,68
385844,2,2018,-519
385844,1,2018,30
385848,1,2018,0
385859,1,2018,6617
385901,1,2018,32
385908,1,2018,13275
385961,2,2018,622
385961,1,2018,7392
386024,1,2018,266
386086,1,2018,4567
386157,1,2018,5904
386159,1,2018,5401
386193,1,2018,-302
386204,1,2018,7117
386216,1,2018,-183
386285,1,2018,-466
386290,5,2018,0
386290,1,2018,6388
386308,1,2018,22474
386318,1,2018,23088
386353,1,2018,-229
386372,3,2018,0
386372,1,2018,2447
386374,1,2018,8200
386376,1,2018,4012
386392,1,2018,0
386402,1,2018,0
386445,3,2018,-114
386445,1,2018,-519
386531,1,2018,9317
386552,1,2018,9104
386553,1,2018,31675
386556,1,2018,29010
386574,2,2018,2438
386574,3,2018,4887
386574,1,2018,5762
386626,2,2018,-387
386626,3,2018,483
386626,4,2018,35
386626,5,2018,41
386626,1,2018,1108
386721,1,2018,-4574
386727,1,2018,-2984
386739,1,2018,0
386800,1,2018,2316
386836,1,2018,3953
386895,1,2018,0
386902,1,2018,0
386924,1,2018,4887
386960,1,2018,0
387072,1,2018,3138
387104,1,2018,0
387159,1,2018,-9192
387167,1,2018,0
387312,1,2018,27479
387338,1,2018,44655
387345,1,2018,0
387359,1,2018,1808
387425,1,2018,2613
387455,1,2018,0
387511,1,2018,-6850
387531,3,2018,90
387531,1,2018,0
387566,1,2018,3666
387572,2,2018,-268
387572,1,2018,1263
387786,1,2018,0
387821,1,2018,2532
387895,1,2018,10650
387899,1,2018,0
387916,1,2018,0
387931,1,2018,0
387941,1,2018,26733
387957,1,2018,-7741
387973,1,2018,13
388037,1,2018,2163
388040,1,2018,83292
388054,1,2018,6637
388068,1,2018,7392
388088,1,2018,-4024
388115,1,2018,1573
388151,1,2018,16192
388156,1,2018,2788
388229,1,2018,0
388281,1,2018,7040
388285,1,2018,5894
388289,2,2018,162
388289,1,2018,162
388304,1,2018,132796
388326,1,2018,3179
388328,1,2018,9424
388329,1,2018,0
388330,1,2018,0
388430,1,2018,24960
388436,1,2018,-1275
388518,1,2018,5500
388526,1,2018,11747
388562,1,2018,68842
388580,1,2018,-1662
388583,1,2018,0
388584,1,2018,-7888
388585,1,2018,8367
388611,7,2018,0
388611,1,2018,28434
388623,1,2018,0
388632,1,2018,0
388646,2,2018,3838
388646,1,2018,4012
388662,1,2018,0
388722,1,2018,8375
388734,1,2018,0
388821,1,2018,0
388856,1,2018,-71
388994,1,2018,4532
389056,1,2018,0
389105,1,2018,4526
389120,1,2018,0
389170,1,2018,4187
389191,1,2018,3651
389217,1,2018,10863
389260,1,2018,12067
389268,1,2018,0
389277,1,2018,127897
389333,1,2018,10162
389390,3,2018,0
389390,1,2018,0
389421,1,2018,698
389441,2,2018,1108
389441,1,2018,1418
389450,2,2018,12067
389450,5,2018,4537
389450,1,2018,0
389481,1,2018,11486
389574,5,2018,-459
389574,1,2018,255929
389577,1,2018,0
389607,1,2018,5307
389694,1,2018,0
389718,2,2018,5762
389718,1,2018,5762
389846,1,2018,2611
389900,1,2018,0
389944,1,2018,0
389945,1,2018,3838
389965,1,2018,0
389969,1,2018,-2247
389988,2,2018,6842
389988,1,2018,13442
390072,1,2018,37609
390097,1,2018,-2565
390129,1,2018,10162
390137,1,2018,4012
390146,1,2018,0
390151,1,2018,5089
390169,1,2018,15385
390188,1,2018,1287
390247,1,2018,0
390267,7,2018,-382
390267,9,2018,32521
390267,10,2018,-367
390267,1,2018,-3225
390281,1,2018,9600
390384,2,2018,3663
390384,1,2018,0
390385,1,2018,-3323
390401,3,2018,6637
390401,1,2018,0
390402,1,2018,9771
390435,1,2018,3488
390460,1,2018,5762
390472,1,2018,52
390516,1,2018,11517
390519,1,2018,8813
390555,1,2018,4526
390564,1,2018,108257
390599,1,2018,34034
390632,3,2018,2263
390632,1,2018,9138
390661,1,2018,1232
390670,1,2018,0
390674,1,2018,24381
390690,1,2018,14881
390705,1,2018,4012
390725,1,2018,14785
390791,1,2018,-3297
390847,1,2018,-6510
390851,3,2018,3838
390851,1,2018,35134
390941,1,2018,0
391025,1,2018,11930
391042,1,2018,0
391060,1,2018,0
391104,1,2018,15642
391126,1,2018,43869
391186,1,2018,244
391202,1,2018,4012
391218,1,2018,4613
391228,1,2018,10637
391395,3,2018,4502
391395,1,2018,10615
391401,1,2018,1108
391422,1,2018,0
391500,1,2018,2632
391513,1,2018,0
391515,1,2018,0
391598,1,2018,77203
391600,1,2018,0
391668,1,2018,68
391673,1,2018,-519
391721,1,2018,11242
391749,1,2018,7040
391760,1,2018,4537
391772,1,2018,6287
391786,1,2018,0
391790,2,2018,9317
391790,1,2018,-69
391805,3,2018,3838
391805,1,2018,2707
391864,1,2018,6630
391886,1,2018,0
391912,1,2018,-519
391917,1,2018,27572
391933,1,2018,0
391946,1,2018,0
391971,1,2018,0
392009,1,2018,0
392045,1,2018,5290
392072,1,2018,46459
392128,1,2018,2408
392137,1,2018,-2463
392138,1,2018,0
392169,1,2018,0
392178,1,2018,10839
392196,1,2018,17385
392202,1,2018,12225
392225,1,2018,8063
392232,1,2018,8200
392268,1,2018,0
392276,1,2018,6462
392283,1,2018,23310
392329,3,2018,4187
392329,1,2018,2827
392341,3,2018,1418
392341,1,2018,19040
392440,2,2018,460
392440,1,2018,0
392460,1,2018,302
392479,1,2018,1726
392487,1,2018,0
392529,1,2018,4712
392616,1,2018,0
392649,1,2018,-4861
392705,1,2018,0
392726,1,2018,4214
392838,1,2018,498
392839,1,2018,5226
393083,1,2018,5844
393092,1,2018,0
393163,1,2018,-71
393183,1,2018,46459
393184,1,2018,2088
393234,1,2018,9104
393280,1,2018,2088
393305,1,2018,0
393318,1,2018,68
393344,1,2018,0
393352,2,2018,14828
393352,1,2018,8987
393353,4,2018,0
393353,1,2018,-7647
393354,1,2018,2263
393398,1,2018,0
393410,1,2018,8270
393440,4,2018,-71
393440,5,2018,1418
393440,1,2018,6112
393466,1,2018,4152
393490,1,2018,-8107
393526,1,2018,0
393554,2,2018,2438
393554,1,2018,2088
393637,1,2018,6677
393656,1,2018,-7325
393659,2,2018,1124
393659,1,2018,3138
393665,1,2018,0
393690,3,2018,0
393690,1,2018,-3545
393741,1,2018,6144
393930,1,2018,123
393948,1,2018,14673
393994,3,2018,9317
393994,1,2018,15610
394054,1,2018,-7126
394072,1,2018,0
394151,1,2018,4187
394170,1,2018,0
394209,1,2018,62978
394214,2,2018,2788
394214,1,2018,13
394226,1,2018,0
394233,1,2018,0
394246,1,2018,9163
394253,1,2018,0
394269,1,2018,0
394286,1,2018,22135
394295,1,2018,0
394300,3,2018,-71
394300,1,2018,10818
394355,1,2018,0
394361,1,2018,0
394389,1,2018,23785
394394,1,2018,0
394450,1,2018,0
394451,1,2018,0
394559,2,2018,7117
394559,3,2018,0
394559,1,2018,13
394572,1,2018,0
394584,1,2018,0
394613,3,2018,0
394613,1,2018,0
394633,1,2018,29635
394646,1,2018,0
394654,1,2018,10764
394730,1,2018,0
394792,1,2018,0
394812,1,2018,0
394831,1,2018,0
394853,1,2018,7707
394856,1,2018,0
394883,1,2018,6801
394918,3,2018,1263
394918,1,2018,13275
395057,1,2018,7388
395070,1,2018,11409
395098,1,2018,13100
395112,5,2018,1465
395112,1,2018,-8576
395114,1,2018,3069
395162,1,2018,4712
395189,1,2018,63441
395191,1,2018,4026
395207,1,2018,12617
395209,1,2018,25510
395249,1,2018,-3496
395311,1,2018,3923
395323,1,2018,313
395324,1,2018,33759
395360,1,2018,11350
395406,1,2018,22610
395443,1,2018,11517
395471,1,2018,4417
395501,1,2018,14369
395522,1,2018,25820
395574,1,2018,25235
395582,1,2018,8025
395590,1,2018,2196
395593,1,2018,0
395597,1,2018,2680
395602,3,2018,1808
395602,4,2018,2403
395602,1,2018,0
395622,3,2018,-519
395622,1,2018,21299
395717,1,2018,0
395830,3,2018,9867
395830,1,2018,8025
395860,1,2018,0
395908,1,2018,0
395949,1,2018,1795
395968,1,2018,3488
395977,1,2018,40093
396058,1,2018,1258
396111,1,2018,0
396156,4,2018,-334
396156,1,2018,-8041
396239,1,2018,23967
396257,1,2018,12217
396310,1,2018,3523
396392,1,2018,11525
396485,1,2018,0
396493,1,2018,63
396495,1,2018,0
396545,2,2018,4432
396545,1,2018,4187
396556,1,2018,1194
396575,1,2018,4025
396587,1,2018,4887
396659,1,2018,0
396667,1,2018,0
396726,1,2018,7428
396727,2,2018,-275
396727,1,2018,5237
396734,1,2018,211
396749,1,2018,9042
396857,1,2018,0
396893,1,2018,0
396900,3,2018,-519
396900,1,2018,8550
396904,1,2018,3911
396920,3,2018,178
396920,1,2018,11525
396972,1,2018,0
396991,3,2018,4887
396991,4,2018,2788
396991,1,2018,57935
397028,1,2018,368
397100,1,2018,0
397126,1,2018,4537
397179,1,2018,5576
397220,1,2018,0
397229,1,2018,2632
397276,2,2018,442
397276,1,2018,1387
397295,1,2018,0
397415,1,2018,0
397482,1,2018,7497
397500,1,2018,0
397516,1,2018,1573
397579,1,2018,30799
397632,1,2018,-35
397651,1,2018,0
397659,1,2018,5237
397720,1,2018,0
397753,1,2018,0
397822,1,2018,0
397852,4,2018,1418
397852,1,2018,-4454
397855,1,2018,-1250
397861,1,2018,0
397866,1,2018,357
397891,1,2018,2837
397928,2,2018,2613
397928,3,2018,6637
397928,1,2018,3138
397944,1,2018,0
397990,2,2018,1108
397990,1,2018,0
398052,1,2018,0
398098,1,2018,66990
398115,1,2018,0
398194,1,2018,0
398213,1,2018,0
398214,2,2018,2263
398214,1,2018,2263
398226,1,2018,12050
398238,3,2018,2228
398238,1,2018,21289
398251,1,2018,0
398285,1,2018,3050
398367,1,2018,-137
398383,1,2018,5574
398397,2,2018,12480
398397,1,2018,26327
398422,1,2018,0
398444,1,2018,0
398481,2,2018,2088
398481,1,2018,3138
398498,1,2018,3838
398538,1,2018,13344
398603,1,2018,14817
398654,1,2018,0
398659,1,2018,10054
398699,2,2018,1913
398699,1,2018,4334
398713,1,2018,0
398723,1,2018,4887
398741,1,2018,34854
398743,1,2018,26535
398776,1,2018,-6850
398788,2,2018,4012
398788,1,2018,4380
398838,1,2018,27435
398853,1,2018,-3103
398865,1,2018,0
398904,1,2018,4887
398955,1,2018,0
398978,1,2018,0
398995,1,2018,0
399051,1,2018,406
399202,2,2018,2263
399202,1,2018,4257
399216,1,2018,2500
399257,1,2018,151823
399289,1,2018,26782
399319,1,2018,9351
399367,1,2018,5199
399443,1,2018,-423
399486,1,2018,0
399497,1,2018,3389
399513,1,2018,5762
399522,3,2018,3050
399522,1,2018,62978
399592,1,2018,0
399646,1,2018,0
399677,1,2018,0
399690,1,2018,2910
399822,1,2018,3838
399876,1,2018,2140
399896,1,2018,0
399911,1,2018,2788
399923,1,2018,-61
399934,3,2018,-191
399934,6,2018,6287
399934,1,2018,20010
399940,1,2018,0
400023,1,2018,2837
400036,1,2018,1271
400068,1,2018,0
400070,1,2018,2263
400223,2,2018,2438
400223,3,2018,2035
400223,1,2018,9317
400235,1,2018,9165
400264,1,2018,0
400293,2,2018,5657
400293,3,2018,1418
400293,1,2018,0
400371,1,2018,-519
400378,1,2018,1738
400495,1,2018,38329
400515,1,2018,-519
400560,1,2018,1043
400561,1,2018,0
400589,1,2018,0
400628,1,2018,1039
400644,1,2018,-455
400661,1,2018,22885
400673,1,2018,0
400735,4,2018,3138
400735,1,2018,2562
400768,1,2018,1132
400812,1,2018,4333
400865,1,2018,0
400881,1,2018,3651
400885,1,2018,37379
400962,2,2018,2788
400962,1,2018,8618
400996,2,2018,2613
400996,1,2018,0
401015,1,2018,1627
401020,1,2018,1418
401035,2,2018,1418
401035,1,2018,0
401104,1,2018,-459
401135,1,2018,38
401147,1,2018,7117
401172,1,2018,0
401185,1,2018,0
401219,1,2018,12750
401224,1,2018,0
401246,2,2018,2525
401246,1,2018,1731
401269,1,2018,5610
401272,1,2018,12260
401289,1,2018,359
401388,1,2018,95919
401394,1,2018,-2163
401419,1,2018,2527
401447,3,2018,2088
401447,1,2018,-948
401457,1,2018,15367
401478,2,2018,3348
401478,3,2018,984
401478,1,2018,0
401527,1,2018,0
401566,2,2018,6637
401566,1,2018,0
401567,1,2018,-71
401575,1,2018,302
401583,1,2018,0
401600,1,2018,0
401601,1,2018,0
401632,1,2018,-3408
401633,1,2018,2973
401646,2,2018,6364
401646,1,2018,0
401670,2,2018,9317
401670,1,2018,0
401745,1,2018,-519
401855,2,2018,2421
401855,1,2018,3138
401947,1,2018,-8625
401978,1,2018,38500
402002,1,2018,1263
402028,1,2018,-4917
402039,1,2018,8550
402071,1,2018,-466
402100,1,2018,0
402107,1,2018,4840
402179,1,2018,19185
402230,1,2018,15026
402233,1,2018,0
402277,1,2018,38835
402292,1,2018,19460
402305,1,2018,29085
402313,1,2018,841
402314,1,2018,3138
402387,1,2018,6637
402406,1,2018,25510
402408,1,2018,0
402450,1,2018,1284
402497,1,2018,-7894
402529,1,2018,0
402581,1,2018,15253
402612,5,2018,1418
402612,1,2018,-3225
402617,1,2018,5237
402644,1,2018,163141
402680,1,2018,5319
402711,3,2018,1108
402711,4,2018,3295
402711,1,2018,853
402736,1,2018,-413
402758,1,2018,3840
402772,1,2018,10417
402802,1,2018,6321
402818,1,2018,0
402820,1,2018,0
402914,1,2018,192
402917,1,2018,0
402923,1,2018,0
402935,1,2018,23985
402960,1,2018,0
402994,5,2018,2088
