SERIALNO,SPORDER,year,total_taxes
452188,1,2018,2837
452213,1,2018,7388
452235,1,2018,12981
452350,1,2018,5850
452360,1,2018,0
452366,2,2018,3488
452366,1,2018,938
452435,1,2018,0
452524,2,2018,3138
452524,1,2018,4537
452575,3,2018,1738
452575,1,2018,6626
452578,1,2018,0
452600,1,2018,2744
452609,1,2018,6287
452673,1,2018,11743
452674,1,2018,-6648
452675,2,2018,0
452675,1,2018,15092
452738,1,2018,0
452753,1,2018,9457
452770,1,2018,4166
452776,1,2018,12067
452817,1,2018,45279
452855,1,2018,10081
452933,1,2018,2091
452950,1,2018,9520
452972,1,2018,55604
452980,3,2018,488
452980,1,2018,17028
452994,3,2018,123
452994,1,2018,144916
452999,1,2018,0
453026,1,2018,0
453082,1,2018,173
453221,1,2018,0
453325,1,2018,2263
453420,2,2018,1418
453420,1,2018,0
453558,1,2018,0
453606,1,2018,0
453614,1,2018,43863
453642,2,2018,-334
453642,1,2018,0
453659,1,2018,2140
453674,1,2018,57935
453678,1,2018,3138
453735,1,2018,3488
453741,1,2018,0
453804,1,2018,6595
453847,1,2018,8522
453851,1,2018,12400
453902,1,2018,0
453925,1,2018,-69
453930,1,2018,0
453948,1,2018,4166
454066,1,2018,1913
454082,1,2018,13291
454113,1,2018,2613
454126,1,2018,11875
454128,3,2018,6112
454128,1,2018,2062
454170,1,2018,0
454198,1,2018,3313
454199,1,2018,0
454203,1,2018,0
454219,1,2018,-5634
454260,1,2018,67860
454280,1,2018,129527
454302,1,2018,8046
454336,1,2018,6797
454368,1,2018,4887
454407,1,2018,3953
454411,1,2018,1738
454436,1,2018,0
454442,1,2018,3147
454448,1,2018,12050
454477,1,2018,6637
454490,1,2018,-334
454558,1,2018,0
454624,1,2018,14510
454648,1,2018,2438
454686,1,2018,7117
454706,1,2018,11992
454720,1,2018,0
454749,1,2018,11035
454779,1,2018,4257
454793,1,2018,0
454801,1,2018,4423
454909,1,2018,0
455027,1,2018,13844
455050,1,2018,0
455080,1,2018,4187
455211,1,2018,0
455272,1,2018,-306
455357,3,2018,2263
455357,1,2018,-455
455363,2,2018,3138
455363,3,2018,9452
455363,1,2018,4889
455368,1,2018,0
455371,1,2018,2056
455392,1,2018,0
455395,1,2018,10691
455422,1,2018,-8241
455431,1,2018,4701
455442,1,2018,11630
455447,1,2018,18760
455460,1,2018,-3582
455503,1,2018,0
455504,1,2018,-35
455523,1,2018,0
455605,2,2018,-510
455605,4,2018,-519
455605,1,2018,0
455614,3,2018,3138
455614,1,2018,-3437
455655,6,2018,-382
455655,1,2018,0
455672,1,2018,2263
455688,1,2018,13275
455705,1,2018,512
455715,1,2018,0
455716,1,2018,5215
455731,1,2018,28810
455786,1,2018,2616
455787,1,2018,13442
455811,1,2018,18885
455843,1,2018,18835
455918,1,2018,0
455939,1,2018,-4861
455960,1,2018,-519
455972,3,2018,2088
455972,1,2018,0
455974,1,2018,-2965
455976,1,2018,0
456089,1,2018,5118
456119,1,2018,4887
456124,1,2018,6147
456209,1,2018,27217
456238,1,2018,2053
456253,1,2018,411
456261,1,2018,0
456275,1,2018,-6882
456342,2,2018,0
456342,1,2018,4502
456345,1,2018,1597
456350,1,2018,3147
456356,3,2018,3138
456356,4,2018,-183
456356,1,2018,0
456385,1,2018,2990
456464,1,2018,0
456482,1,2018,9425
456490,1,2018,12173
456494,1,2018,-379
456505,1,2018,-4525
456516,1,2018,0
456528,1,2018,9809
456541,1,2018,19610
456584,1,2018,4526
456590,1,2018,2764
456654,1,2018,0
456656,1,2018,192
456657,1,2018,17867
456745,1,2018,0
456765,1,2018,0
456776,1,2018,-298
456780,1,2018,0
456833,1,2018,0
456894,1,2018,6445
456899,1,2018,9425
456983,1,2018,-6110
457149,1,2018,178
457161,1,2018,12342
457166,1,2018,16224
457221,1,2018,6233
457269,1,2018,1418
457293,1,2018,5937
457330,1,2018,0
457370,1,2018,0
457423,1,2018,3488
457447,1,2018,-8433
457455,1,2018,0
457480,3,2018,15015
457480,1,2018,0
457500,2,2018,4887
457500,1,2018,4957
457546,1,2018,5412
457563,3,2018,2263
457563,1,2018,7868
457572,1,2018,-6771
457724,1,2018,-519
457858,1,2018,0
457871,1,2018,5062
457893,1,2018,3109
457924,1,2018,2018
458053,1,2018,6488
458074,1,2018,0
458079,2,2018,4938
458079,1,2018,0
458088,1,2018,247
458093,1,2018,64878
458111,1,2018,1737
458126,1,2018,10472
458127,1,2018,5412
458237,1,2018,24135
458301,1,2018,8095
458319,1,2018,0
458321,1,2018,0
458354,2,2018,3488
458354,1,2018,-71
458418,1,2018,0
458443,1,2018,0
458520,1,2018,9118
458566,1,2018,9858
458624,1,2018,612
458648,1,2018,14153
458694,1,2018,0
458822,1,2018,167
458852,1,2018,0
458856,1,2018,2604
458875,2,2018,4887
458875,3,2018,4012
458875,1,2018,0
458908,1,2018,488
458909,1,2018,0
458919,1,2018,0
458964,1,2018,-203
458987,1,2018,35232
458989,1,2018,0
459010,1,2018,0
459039,1,2018,0
459044,1,2018,0
459121,1,2018,2527
459138,1,2018,-2562
459150,1,2018,0
459180,1,2018,0
459196,1,2018,1504
459228,1,2018,5062
459233,1,2018,24694
459246,1,2018,3528
459385,3,2018,138269
459385,1,2018,69041
459416,1,2018,5062
459417,1,2018,36234
459427,1,2018,1039
459439,2,2018,0
459439,1,2018,-306
459444,1,2018,-519
459449,2,2018,-244
459449,1,2018,0
459482,1,2018,2056
459509,1,2018,5926
459519,3,2018,-387
459519,1,2018,605
459521,1,2018,6637
459522,1,2018,19767
459528,1,2018,2088
459544,1,2018,111832
459565,1,2018,24025
459578,1,2018,6101
459591,1,2018,0
459594,1,2018,-4239
459601,1,2018,-519
459620,1,2018,14267
459686,1,2018,33609
459766,1,2018,-459
459770,1,2018,8219
459774,1,2018,29134
459778,1,2018,5237
459779,1,2018,0
459835,1,2018,-9366
459878,1,2018,12462
459888,1,2018,118592
459909,1,2018,13275
459921,1,2018,5401
459938,1,2018,7997
459966,1,2018,7001
460067,1,2018,10162
460112,1,2018,123452
460145,3,2018,68
460145,1,2018,36509
460201,1,2018,9064
460247,1,2018,0
460271,1,2018,10317
460314,4,2018,1077
460314,1,2018,17810
460368,1,2018,0
460449,1,2018,0
460539,1,2018,0
460576,3,2018,3138
460576,4,2018,622
460576,1,2018,47978
460593,1,2018,129
460615,1,2018,37845
460630,1,2018,0
460689,1,2018,3202
460697,1,2018,-71
460710,7,2018,6287
460710,1,2018,9075
460741,1,2018,0
460850,1,2018,23360
460872,1,2018,8632
460896,1,2018,108257
460912,1,2018,-1977
460923,1,2018,0
460941,4,2018,2263
460941,1,2018,2755
460974,1,2018,10173
460989,1,2018,0
461026,1,2018,13072
461027,1,2018,3873
461045,1,2018,0
461078,4,2018,1418
461078,1,2018,11700
461079,1,2018,0
461120,1,2018,2121
461206,1,2018,0
461207,1,2018,11803
461238,1,2018,11525
461248,3,2018,-382
461248,4,2018,1108
461248,1,2018,11525
461290,2,2018,3803
461290,4,2018,0
461290,1,2018,1825
461305,1,2018,876
461438,2,2018,-267
461438,1,2018,0
461439,4,2018,20427
461439,1,2018,-5522
461451,1,2018,-8766
461484,1,2018,0
461490,1,2018,3838
461493,1,2018,4018
461503,3,2018,-176
461503,1,2018,0
461581,1,2018,-1897
461607,1,2018,0
461622,1,2018,7942
461633,1,2018,7193
461698,1,2018,5762
461719,1,2018,6811
461807,1,2018,0
461834,1,2018,0
461862,1,2018,0
461864,1,2018,89537
461889,1,2018,-4776
461904,1,2018,0
461918,1,2018,3838
461935,3,2018,622
461935,1,2018,10861
461936,3,2018,2788
461936,1,2018,-519
461950,1,2018,-2524
461961,1,2018,4665
461969,1,2018,6683
461996,3,2018,159
461996,1,2018,-519
462014,1,2018,0
462017,1,2018,0
462033,1,2018,9207
462048,1,2018,4552
462115,1,2018,6713
462148,1,2018,25943
462177,1,2018,4187
462188,1,2018,0
462189,2,2018,3138
462189,3,2018,3138
462189,1,2018,0
462198,1,2018,31285
462199,1,2018,512
462209,1,2018,37149
462242,1,2018,0
462305,1,2018,0
462497,1,2018,576
462517,1,2018,-1453
462527,1,2018,5929
462563,1,2018,4887
462568,1,2018,0
462584,1,2018,4701
462621,1,2018,1873
462628,1,2018,0
462668,3,2018,10692
462668,4,2018,-397
462668,1,2018,-4861
462682,2,2018,1263
462682,1,2018,1238
462726,1,2018,137
462766,1,2018,0
462811,1,2018,20765
462906,1,2018,9867
462912,1,2018,-2205
462944,1,2018,43179
462946,1,2018,0
462972,1,2018,8025
463011,1,2018,20492
463061,1,2018,0
463119,1,2018,0
463132,1,2018,-5984
463153,3,2018,2175
463153,1,2018,4012
463154,3,2018,2053
463154,1,2018,1238
463167,1,2018,0
463205,1,2018,35882
463229,1,2018,2627
463292,1,2018,1377
463305,1,2018,0
463326,1,2018,-151
463345,1,2018,0
463409,1,2018,0
463411,1,2018,4012
463449,1,2018,51474
463462,1,2018,-3461
463501,1,2018,-6054
463513,1,2018,0
463533,1,2018,0
463553,1,2018,38126
463574,4,2018,2963
463574,1,2018,10515
463610,1,2018,2006
463632,1,2018,-8996
463648,1,2018,0
463649,1,2018,5227
463654,1,2018,4977
463664,1,2018,76
463682,1,2018,-334
463701,1,2018,0
463707,1,2018,5224
463730,1,2018,4012
463738,1,2018,20835
463768,1,2018,47722
463862,1,2018,-69
463931,1,2018,7536
463999,1,2018,13442
464034,1,2018,0
464078,1,2018,5577
464099,1,2018,235364
464143,1,2018,0
464162,1,2018,0
464210,1,2018,3476
464219,1,2018,-7776
464272,1,2018,4887
464300,1,2018,0
464309,1,2018,0
464312,1,2018,18560
464317,1,2018,1212
464323,1,2018,6375
464325,1,2018,5401
464394,1,2018,4218
464407,1,2018,8099
464419,1,2018,6112
464504,1,2018,2953
464518,2,2018,25442
464518,1,2018,0
464521,1,2018,0
464564,1,2018,732
464721,1,2018,21660
464745,1,2018,627
464749,2,2018,2263
464749,1,2018,44416
464779,1,2018,6639
464860,1,2018,10265
464861,1,2018,5782
464932,1,2018,0
464933,1,2018,0
464986,1,2018,-466
465013,1,2018,0
465034,1,2018,0
465076,1,2018,-4766
465085,2,2018,9922
465085,1,2018,0
465095,1,2018,0
465130,1,2018,4887
465139,1,2018,2682
465186,1,2018,4330
465187,1,2018,45279
465196,1,2018,5762
465201,1,2018,-6507
465209,1,2018,0
465341,1,2018,-540
465404,1,2018,16259
465417,1,2018,8927
465466,2,2018,0
465466,1,2018,0
465481,3,2018,-489
465481,1,2018,10536
465574,1,2018,0
465579,2,2018,-114
465579,1,2018,1108
465626,1,2018,0
465639,1,2018,8323
465668,3,2018,19
465668,1,2018,-4454
465686,1,2018,7340
465778,1,2018,-3673
465818,1,2018,14817
465828,1,2018,18154
465847,1,2018,19785
465855,1,2018,0
465886,1,2018,3138
465890,2,2018,-229
465890,1,2018,1294
465964,3,2018,159
465964,1,2018,18270
465965,1,2018,3843
466007,3,2018,798
466007,1,2018,10878
466041,3,2018,2088
466041,1,2018,1151
466169,1,2018,5226
466240,1,2018,0
466264,1,2018,12841
466302,1,2018,-4696
466312,1,2018,0
466347,1,2018,-7838
466396,1,2018,5762
466413,1,2018,9250
466449,1,2018,26060
466460,1,2018,0
466522,1,2018,0
466592,1,2018,0
466669,1,2018,0
466727,1,2018,0
466807,1,2018,0
466874,1,2018,14120
466897,4,2018,1449
466897,1,2018,-2247
466927,1,2018,1023
466951,1,2018,4526
466958,1,2018,53598
466964,1,2018,0
466984,1,2018,7388
467029,1,2018,62518
467072,1,2018,0
467098,1,2018,0
467100,1,2018,0
467245,1,2018,37149
467272,1,2018,0
467276,1,2018,0
467284,1,2018,119321
467296,1,2018,0
467302,1,2018,124742
467334,1,2018,57503
467352,1,2018,4362
467496,1,2018,0
467504,1,2018,23823
467522,1,2018,16010
467536,1,2018,4526
467578,1,2018,0
467583,1,2018,1752
467594,1,2018,48772
467609,1,2018,8900
467612,1,2018,1387
467623,1,2018,1465
467625,1,2018,0
467640,1,2018,20410
467671,1,2018,0
467686,2,2018,5237
467686,1,2018,138269
467714,1,2018,2088
467718,1,2018,0
467740,1,2018,21869
467743,1,2018,14911
467815,1,2018,-3219
467876,1,2018,6093
467915,1,2018,0
467955,1,2018,0
467956,1,2018,0
468047,1,2018,4187
468058,1,2018,-8606
468164,1,2018,0
468176,1,2018,0
468183,1,2018,0
468206,1,2018,0
468276,1,2018,31010
468289,1,2018,11220
468372,5,2018,2613
468372,6,2018,4012
468372,1,2018,-6419
468472,3,2018,2613
468472,1,2018,33594
468474,2,2018,6637
468474,1,2018,7117
468493,3,2018,13
468493,4,2018,1108
468493,1,2018,-2565
468526,1,2018,-6382
468531,1,2018,6637
468595,1,2018,0
468625,1,2018,0
468629,2,2018,0
468629,1,2018,107
468656,2,2018,4222
468656,3,2018,1913
468656,1,2018,2263
468738,1,2018,8663
468766,1,2018,0
468786,1,2018,1272
468842,1,2018,0
468847,1,2018,0
468853,1,2018,6818
468935,3,2018,-459
468935,1,2018,20885
468983,2,2018,3138
468983,1,2018,1418
469033,2,2018,-153
469033,1,2018,0
469092,1,2018,0
469115,3,2018,178
469115,1,2018,12050
469116,1,2018,13030
469125,1,2018,-2278
469255,3,2018,10692
469255,1,2018,7942
469293,1,2018,14510
469306,1,2018,0
469363,1,2018,5099
469400,1,2018,2980
469435,1,2018,2438
469464,1,2018,10500
469503,1,2018,-397
469543,1,2018,12552
469558,1,2018,15555
469576,1,2018,0
469605,1,2018,4370
469644,1,2018,0
469667,1,2018,19801
469672,1,2018,38854
469726,1,2018,-459
469732,1,2018,14267
469780,1,2018,-8531
469848,2,2018,-114
469848,1,2018,3488
469888,1,2018,1873
469906,3,2018,0
469906,1,2018,9104
469980,1,2018,8258
470019,1,2018,17020
470027,1,2018,2963
470137,1,2018,25085
470189,1,2018,3488
470287,1,2018,3068
470303,1,2018,0
470324,1,2018,5141
470341,1,2018,17567
470416,2,2018,9614
470416,1,2018,6471
470447,2,2018,4537
470447,1,2018,1051
470450,1,2018,19185
470471,1,2018,7081
470495,1,2018,5412
470590,1,2018,39601
470606,1,2018,0
470630,1,2018,5401
470745,1,2018,0
470765,1,2018,0
470774,1,2018,-125
470868,1,2018,7028
470915,1,2018,0
471073,1,2018,21206
471123,1,2018,0
471148,1,2018,5926
471189,1,2018,2088
471191,1,2018,5587
471206,1,2018,329
471230,1,2018,-6825
471306,6,2018,3663
471306,1,2018,1442
471383,1,2018,10825
471400,1,2018,1907
471401,1,2018,52719
471458,3,2018,1589
471458,1,2018,8025
471511,1,2018,22760
471535,1,2018,5596
471611,2,2018,4450
471611,1,2018,-502
471618,1,2018,0
471647,1,2018,23235
471687,1,2018,67701
471738,2,2018,2980
471738,3,2018,-137
471738,4,2018,151
471738,5,2018,0
471738,1,2018,1031
471746,1,2018,0
471764,1,2018,21738
471774,1,2018,1007
471869,1,2018,8375
471906,1,2018,2263
471945,1,2018,-473
471962,1,2018,4887
471968,1,2018,0
471999,3,2018,13
471999,1,2018,-3104
472015,1,2018,4887
472068,1,2018,11000
472076,1,2018,23082
472080,1,2018,0
472147,1,2018,0
472170,1,2018,-71
472196,1,2018,0
472211,1,2018,0
472219,1,2018,3138
472235,1,2018,6346
472242,1,2018,81686
472313,1,2018,20885
472339,1,2018,5576
472465,1,2018,-7110
472473,1,2018,0
472474,1,2018,0
472476,1,2018,2248
472477,1,2018,78460
472480,1,2018,8594
472483,1,2018,0
472504,1,2018,28260
472505,3,2018,-519
472505,1,2018,7850
472556,1,2018,4861
472597,1,2018,20477
472611,1,2018,6796
472640,1,2018,0
472724,1,2018,82
472764,5,2018,7392
472764,1,2018,4905
472844,1,2018,-69
472870,1,2018,0
472899,1,2018,40854
472906,2,2018,4012
472906,3,2018,2263
472906,1,2018,4012
472917,1,2018,219
472925,1,2018,-172
472927,1,2018,9317
472943,5,2018,7249
472943,1,2018,61282
472968,3,2018,20427
472968,1,2018,21385
472991,1,2018,8645
473022,1,2018,28680
473031,1,2018,4975
473038,2,2018,6637
473038,1,2018,2613
473245,1,2018,0
473337,1,2018,5051
473341,3,2018,1573
473341,1,2018,18360
473353,1,2018,0
473387,1,2018,0
473582,1,2018,14010
473597,3,2018,1738
473597,1,2018,0
473673,1,2018,11658
473695,1,2018,0
473706,1,2018,5062
473745,1,2018,7850
473766,1,2018,63478
473772,1,2018,1573
473785,1,2018,68
473793,1,2018,3313
473797,1,2018,0
473880,1,2018,1822
473901,1,2018,0
473909,1,2018,6517
473916,1,2018,0
473918,1,2018,2850
473923,1,2018,13469
473947,2,2018,0
473947,3,2018,0
473947,1,2018,0
473965,1,2018,0
473993,1,2018,11994
474068,1,2018,108257
474108,1,2018,13724
474132,1,2018,1139
474133,2,2018,-459
474133,1,2018,0
474162,1,2018,2508
474233,2,2018,622
474233,1,2018,1573
474235,1,2018,-344
474379,3,2018,5412
474379,1,2018,0
474386,1,2018,4415
474419,1,2018,0
474464,1,2018,4137
474500,1,2018,18640
474503,1,2018,0
474611,1,2018,4198
474681,1,2018,9023
474702,1,2018,34309
474728,1,2018,1907
474761,1,2018,8900
474765,1,2018,0
474793,1,2018,-455
474874,1,2018,13275
474875,1,2018,0
474899,1,2018,13275
474975,1,2018,1401
474985,1,2018,11220
475003,1,2018,13567
475034,1,2018,12064
475058,1,2018,0
475064,1,2018,0
475075,1,2018,140
475100,1,2018,53629
475116,1,2018,0
475156,1,2018,12944
475198,1,2018,9230
475202,2,2018,3138
475202,1,2018,3488
475241,1,2018,19778
475346,1,2018,0
475360,1,2018,669
475383,7,2018,4887
475383,1,2018,-8047
475388,1,2018,5771
475400,1,2018,69880
475453,1,2018,0
475482,1,2018,0
475490,2,2018,2438
475490,1,2018,2263
475522,3,2018,-397
475522,1,2018,0
475576,2,2018,3138
475576,1,2018,0
475580,1,2018,0
475641,2,2018,-153
475641,1,2018,-267
475654,2,2018,4432
475654,1,2018,-8756
475783,1,2018,0
475794,1,2018,0
475813,1,2018,0
475814,1,2018,0
475842,3,2018,1418
475842,1,2018,14510
475844,1,2018,26327
475883,1,2018,63403
475885,1,2018,13275
475894,1,2018,2700
475914,1,2018,6083
475928,1,2018,0
475945,1,2018,0
475954,1,2018,0
475993,1,2018,11220
476026,1,2018,7117
476048,1,2018,0
476197,1,2018,-6200
476224,1,2018,24885
476231,1,2018,4423
476371,1,2018,0
476400,1,2018,0
476418,1,2018,138269
476467,1,2018,0
476492,1,2018,-76
476504,1,2018,0
476623,1,2018,151
476641,1,2018,0
476686,1,2018,0
476690,1,2018,0
476747,1,2018,-519
476757,1,2018,14267
476759,1,2018,0
476779,1,2018,9670
476854,1,2018,-8119
476914,1,2018,15049
476916,1,2018,15885
476919,1,2018,178
476960,1,2018,5762
476969,1,2018,-45
476986,3,2018,1418
476986,1,2018,4176
476995,1,2018,5140
477064,1,2018,0
477074,1,2018,0
477081,1,2018,20593
477140,3,2018,622
477140,1,2018,3651
477148,1,2018,19542
477154,1,2018,0
477156,1,2018,9317
477186,1,2018,9455
477221,1,2018,0
477302,1,2018,8412
477323,2,2018,3488
477323,1,2018,0
477340,1,2018,6287
477378,1,2018,0
477424,1,2018,6801
477435,1,2018,4899
477442,1,2018,26327
477474,1,2018,10338
477480,1,2018,10755
477527,1,2018,27085
477608,3,2018,1965
477608,1,2018,43851
477613,1,2018,0
477645,1,2018,15885
477680,1,2018,1426
477728,1,2018,0
477795,1,2018,0
477825,1,2018,6637
477861,1,2018,483
477884,1,2018,3651
477901,1,2018,0
477907,1,2018,0
477944,1,2018,0
478033,1,2018,34117
478145,1,2018,6276
478151,2,2018,6637
478151,1,2018,6842
478186,1,2018,1037
478190,1,2018,7378
478194,1,2018,11523
478211,1,2018,35020
478255,1,2018,-5376
478371,1,2018,0
478399,1,2018,6842
478441,3,2018,1573
478441,1,2018,24335
478488,1,2018,4379
478503,1,2018,22135
478603,1,2018,-3323
478639,1,2018,0
478654,1,2018,1737
478685,1,2018,24265
478708,1,2018,1031
478710,1,2018,12575
478763,1,2018,0
478764,4,2018,622
478764,1,2018,-55
478792,1,2018,0
478818,1,2018,0
478827,1,2018,23585
478891,1,2018,109416
478910,1,2018,2299
478912,1,2018,0
478914,1,2018,2263
478925,1,2018,1287
478947,1,2018,6515
478959,1,2018,8492
478962,1,2018,0
478975,1,2018,7942
479010,3,2018,1418
479010,1,2018,-519
479055,3,2018,-382
479055,1,2018,12957
479071,1,2018,4712
479079,1,2018,6729
479131,1,2018,7942
479170,3,2018,2438
479170,1,2018,137
479190,1,2018,0
479199,1,2018,-8278
479222,2,2018,3348
479222,3,2018,-71
479222,5,2018,1418
479222,1,2018,0
479223,1,2018,-8041
479243,1,2018,2837
479265,3,2018,2613
479265,1,2018,26885
479305,2,2018,6637
479305,3,2018,4887
479305,7,2018,13442
479305,1,2018,9867
479324,1,2018,123341
479375,2,2018,0
479375,1,2018,4187
479482,1,2018,-2885
479502,1,2018,11558
479518,1,2018,1157
479542,1,2018,49239
479567,1,2018,28384
479595,1,2018,3087
479607,1,2018,0
479794,1,2018,14817
479835,1,2018,7379
479869,1,2018,28384
479896,1,2018,19185
479917,1,2018,36487
479958,3,2018,391
479958,1,2018,-3595
480011,1,2018,0
480124,1,2018,12050
480130,3,2018,3348
480130,1,2018,-4778
480191,1,2018,11715
480223,4,2018,-71
480223,1,2018,0
480258,1,2018,111898
480292,1,2018,22060
480441,1,2018,0
480457,1,2018,-99
480477,1,2018,0
480509,1,2018,2549
480555,1,2018,21385
480585,1,2018,2088
480587,3,2018,-459
480587,1,2018,0
480597,1,2018,13360
480610,3,2018,3138
480610,1,2018,-2336
480614,1,2018,1108
480618,1,2018,1677
480627,1,2018,25410
480723,2,2018,1093
480723,4,2018,907
480723,1,2018,0
480752,1,2018,-9322
480777,1,2018,7667
480813,1,2018,-9056
480879,1,2018,2642
480895,1,2018,5142
481016,1,2018,11792
481027,1,2018,-1200
481046,1,2018,14025
481056,1,2018,0
481065,1,2018,617
481071,1,2018,109607
481268,3,2018,68
481268,1,2018,4736
481286,1,2018,7133
481309,1,2018,1627
481336,1,2018,328
481454,1,2018,23957
481459,1,2018,0
481483,2,2018,4887
481483,3,2018,4887
481483,1,2018,0
481504,3,2018,1895
481504,1,2018,21935
481515,1,2018,0
481587,1,2018,0
481604,1,2018,3138
481625,1,2018,-198
481696,1,2018,5762
481709,1,2018,5215
481789,1,2018,977
481791,2,2018,16467
481791,1,2018,-145
481793,1,2018,4887
481795,1,2018,7921
481807,1,2018,0
481846,1,2018,0
481852,1,2018,161926
481864,1,2018,3107
481866,1,2018,13685
481895,1,2018,1703
481924,1,2018,-519
481947,1,2018,26060
481949,1,2018,35134
481954,1,2018,11220
481984,3,2018,1808
481984,1,2018,0
481991,1,2018,-4782
481997,1,2018,0
481998,1,2018,2931
482005,3,2018,68
482005,1,2018,-4861
482044,1,2018,8110
482139,1,2018,2963
482174,1,2018,11875
482197,1,2018,8900
482237,1,2018,4397
482250,1,2018,2224
482290,1,2018,0
482292,1,2018,15497
482312,1,2018,-5320
482382,1,2018,9317
482451,1,2018,0
482456,1,2018,-333
482468,1,2018,8965
482581,2,2018,1418
482581,3,2018,488
482581,1,2018,0
482612,1,2018,0
482656,1,2018,0
482697,1,2018,0
482707,1,2018,0
482737,2,2018,4362
482737,1,2018,4537
482755,3,2018,-334
482755,1,2018,4624
482758,1,2018,0
482770,1,2018,3051
482786,1,2018,-221
482793,1,2018,26885
482863,1,2018,12067
482893,1,2018,0
482929,1,2018,0
482931,1,2018,0
482946,1,2018,6287
482977,1,2018,0
482982,1,2018,13100
483000,1,2018,0
483015,1,2018,0
483024,1,2018,-8306
483033,1,2018,0
483046,1,2018,140178
483076,3,2018,96
483076,1,2018,21821
483082,1,2018,11525
483090,1,2018,0
483094,2,2018,2263
483094,3,2018,0
483094,1,2018,13
483106,1,2018,-4823
483139,1,2018,17035
483149,1,2018,-71
483157,1,2018,-387
483166,1,2018,0
483178,1,2018,21110
483181,1,2018,0
483190,1,2018,83193
483199,1,2018,6451
483267,1,2018,0
483277,2,2018,4800
483277,1,2018,-306
483320,1,2018,1194
483328,1,2018,0
483354,1,2018,0
483357,1,2018,-5574
483427,1,2018,2852
483431,1,2018,718
483453,1,2018,-267
483475,1,2018,3348
483564,1,2018,13275
483586,1,2018,11803
483599,1,2018,63928
483629,1,2018,302
483652,1,2018,5753
483678,1,2018,1873
483690,1,2018,4012
483721,1,2018,5568
483727,1,2018,0
483849,1,2018,0
483851,3,2018,3138
483851,1,2018,3302
483927,1,2018,4011
483974,1,2018,0
484024,2,2018,622
484024,1,2018,159
484097,1,2018,0
484151,1,2018,16463
484159,1,2018,0
484238,1,2018,35
484241,1,2018,64494
484261,1,2018,0
484300,1,2018,0
484433,1,2018,11525
484473,1,2018,1568
484508,1,2018,3894
484510,1,2018,9986
484532,1,2018,3488
484540,1,2018,2627
484579,1,2018,1418
484625,1,2018,11725
484628,1,2018,-379
484651,1,2018,0
484745,1,2018,12738
484761,1,2018,0
484769,1,2018,0
484799,1,2018,35134
484841,1,2018,0
484928,1,2018,0
484938,1,2018,483
484993,1,2018,-459
485002,2,2018,178
485002,1,2018,-334
485016,3,2018,4012
485016,1,2018,12567
485021,1,2018,10580
485027,1,2018,1667
485029,1,2018,7938
485034,1,2018,4887
485107,1,2018,5762
485163,1,2018,0
485177,1,2018,4651
485189,2,2018,2315
485189,1,2018,68
485200,1,2018,0
485236,1,2018,0
485258,1,2018,3093
485374,1,2018,22885
485381,2,2018,1186
485381,1,2018,-2336
485391,1,2018,17460
485396,1,2018,-459
485495,1,2018,5622
485503,1,2018,-8509
485514,6,2018,159
485514,1,2018,-7065
485569,1,2018,18635
485624,1,2018,31274
485643,1,2018,1591
485661,1,2018,-4861
485735,1,2018,-382
485746,1,2018,1997
485747,1,2018,-4736
485769,1,2018,86886
485805,1,2018,61403
485843,1,2018,11350
485872,1,2018,-200
485874,1,2018,7289
485907,1,2018,6637
485981,1,2018,3826
485988,1,2018,0
486031,1,2018,0
486054,3,2018,-203
486054,1,2018,11875
486061,1,2018,10125
486068,1,2018,40854
486262,1,2018,2613
486269,1,2018,0
486346,1,2018,14742
486377,1,2018,32226
486404,4,2018,643
486404,1,2018,2755
486411,1,2018,139651
486436,1,2018,0
486479,1,2018,12965
486530,1,2018,0
486591,1,2018,5762
486651,2,2018,1668
486651,1,2018,2088
486664,1,2018,0
486685,1,2018,5237
486697,1,2018,0
486713,1,2018,0
486739,2,2018,0
486739,1,2018,-3400
486815,1,2018,6637
486822,1,2018,0
486832,2,2018,-519
486832,1,2018,4537
486872,1,2018,0
486878,3,2018,3663
486878,4,2018,68
486878,1,2018,3302
486892,1,2018,14235
486913,1,2018,7032
486947,2,2018,-334
486947,1,2018,3138
486970,1,2018,4537
486979,1,2018,-7976
487019,4,2018,1895
487019,1,2018,11317
487022,1,2018,3300
487037,1,2018,10967
487074,1,2018,0
487123,1,2018,0
487150,1,2018,0
487155,1,2018,3610
487180,1,2018,-8773
487211,1,2018,622
487282,1,2018,17577
487389,1,2018,15917
487398,1,2018,767
487434,1,2018,16298
487441,1,2018,4187
487452,1,2018,0
487516,1,2018,0
487524,1,2018,0
487534,1,2018,19247
487622,1,2018,82
487626,1,2018,0
487628,1,2018,9317
487653,1,2018,0
487665,1,2018,0
487725,1,2018,0
487783,1,2018,7350
487815,1,2018,0
487910,1,2018,0
487915,1,2018,20427
487923,1,2018,0
487999,1,2018,1644
488018,1,2018,25835
488026,1,2018,-519
488027,2,2018,-153
488027,1,2018,0
488049,2,2018,2263
488049,3,2018,969
488049,1,2018,2088
488188,2,2018,-267
488188,1,2018,1108
488200,1,2018,10142
488212,1,2018,0
488235,1,2018,1359
488268,1,2018,8183
488295,1,2018,8459
488321,1,2018,35904
488346,1,2018,44376
488380,1,2018,0
488388,1,2018,5782
