"","SERIALNO","SPORDER","year","total_taxes"
"27640",879726,1,2011,0
"27641",879736,1,2011,57162
"27642",879791,1,2011,31729
"27643",879805,1,2011,34156
"27644",879836,1,2011,9097
"27645",879878,1,2011,117827
"27646",879911,1,2011,2797
"27647",879917,1,2011,58202
"27648",879934,1,2011,7350
"27649",879945,1,2011,74093
"27650",879977,3,2011,4799
"27651",879977,1,2011,19827
"27652",879978,1,2011,0
"27653",879999,1,2011,0
"27654",880104,1,2011,2797
"27655",880118,1,2011,2253
"27656",880166,1,2011,0
"27657",880180,2,2011,1611
"27658",880180,1,2011,1438
"27659",880209,1,2011,0
"27660",880235,1,2011,17235
"27661",880272,1,2011,1564
"27662",880290,1,2011,9097
"27663",880295,1,2011,14577
"27664",880303,1,2011,11909
"27665",880343,1,2011,0
"27666",880349,1,2011,14363
"27667",880452,1,2011,-581
"27668",880508,1,2011,153
"27669",880514,1,2011,2045
"27670",880558,1,2011,3138
"27671",880602,2,2011,-66
"27672",880602,4,2011,434
"27673",880602,1,2011,3367
"27674",880613,1,2011,54179
"27675",880697,1,2011,0
"27676",880716,1,2011,0
"27677",880725,1,2011,3081
"27678",880770,1,2011,0
"27679",880830,1,2011,0
"27680",880837,1,2011,55113
"27681",880844,1,2011,124338
"27682",880850,2,2011,14495
"27683",880850,1,2011,26274
"27684",880899,1,2011,6218
"27685",880927,1,2011,113
"27686",881015,1,2011,52169
"27687",881038,1,2011,20529
"27688",881118,1,2011,9293
"27689",881222,4,2011,1098
"27690",881222,1,2011,-672
"27691",881312,1,2011,0
"27692",881313,1,2011,9181
"27693",881318,1,2011,12678
"27694",881322,1,2011,0
"27695",881377,1,2011,0
"27696",881394,1,2011,0
"27697",881435,1,2011,0
"27698",881466,1,2011,23621
"27699",881500,1,2011,42144
"27700",881552,1,2011,0
"27701",881609,1,2011,0
"27702",881637,2,2011,9097
"27703",881637,3,2011,4513
"27704",881637,1,2011,9097
"27705",881703,1,2011,4513
"27706",881704,1,2011,0
"27707",881714,1,2011,80
"27708",881741,1,2011,0
"27709",881744,1,2011,-6731
"27710",881780,1,2011,4334
"27711",881794,1,2011,12278
"27712",881799,1,2011,5073
"27713",881805,2,2011,5659
"27714",881805,1,2011,0
"27715",881807,1,2011,0
"27716",881815,1,2011,5373
"27717",881819,1,2011,46538
"27718",881821,1,2011,200
"27719",881863,1,2011,0
"27720",881889,2,2011,3367
"27721",881889,1,2011,9670
"27722",881982,1,2011,45460
"27723",882022,1,2011,8524
"27724",882050,1,2011,0
"27725",882154,1,2011,12562
"27726",882170,1,2011,1150
"27727",882203,1,2011,12537
"27728",882203,3,2011,4198
"27729",882211,1,2011,79723
"27730",882267,3,2011,4169
"27731",882267,1,2011,12559
"27732",882345,2,2011,3653
"27733",882345,1,2011,49308
"27734",882359,1,2011,24394
"27735",882415,1,2011,6605
"27736",882520,1,2011,31075
"27737",882523,1,2011,-7091
"27738",882609,1,2011,-5340
"27739",882622,1,2011,9157
"27740",882630,1,2011,2797
"27741",882658,1,2011,2179
"27742",882729,1,2011,-66
"27743",882825,1,2011,0
"27744",882857,1,2011,160
"27745",882922,1,2011,6209
"27746",882942,1,2011,0
"27747",882961,1,2011,0
"27748",882992,1,2011,63
"27749",883053,1,2011,4513
"27750",883089,1,2011,-2
"27751",883091,2,2011,266
"27752",883091,1,2011,0
"27753",883099,1,2011,16462
"27754",883135,1,2011,1352
"27755",883160,1,2011,370
"27756",883165,1,2011,-55
"27757",883177,1,2011,21073
"27758",883180,1,2011,0
"27759",883195,1,2011,0
"27760",883208,1,2011,7128
"27761",883272,1,2011,15041
"27762",883282,1,2011,233
"27763",883308,1,2011,6777
"27764",883337,1,2011,0
"27765",883392,4,2011,-7
"27766",883392,1,2011,1450
"27767",883444,1,2011,11677
"27768",883462,1,2011,6232
"27769",883519,1,2011,2196
"27770",883645,1,2011,7812
"27771",883753,1,2011,14195
"27772",883882,1,2011,0
"27773",883889,1,2011,568
"27774",883932,1,2011,1545
"27775",883965,3,2011,49985
"27776",883965,1,2011,69100
"27777",884009,1,2011,3653
"27778",884037,1,2011,1970
"27779",884037,3,2011,3940
"27780",884167,1,2011,-3719
"27781",884234,1,2011,0
"27782",884278,1,2011,8518
"27783",884287,1,2011,2063
"27784",884331,1,2011,13461
"27785",884374,1,2011,28798
"27786",884427,1,2011,52978
"27787",884469,1,2011,17852
"27788",884470,1,2011,5659
"27789",884478,1,2011,10677
"27790",884486,1,2011,39476
"27791",884503,1,2011,0
"27792",884542,1,2011,0
"27793",884566,1,2011,4144
"27794",884568,3,2011,3367
"27795",884568,4,2011,3367
"27796",884568,1,2011,159
"27797",884572,1,2011,-3578
"27798",884598,1,2011,9670
"27799",884655,1,2011,3653
"27800",884663,1,2011,42265
"27801",884689,1,2011,168
"27802",884743,1,2011,1995
"27803",884780,1,2011,0
"27804",884848,1,2011,3367
"27805",884894,1,2011,39372
"27806",884897,1,2011,0
"27807",884927,1,2011,9060
"27808",884948,2,2011,7665
"27809",884948,1,2011,0
"27810",884983,1,2011,0
"27811",885026,1,2011,3505
"27812",885056,1,2011,29382
"27813",885066,1,2011,-4182
"27814",885074,1,2011,6232
"27815",885090,2,2011,4801
"27816",885090,1,2011,0
"27817",885124,1,2011,19097
"27818",885149,1,2011,0
"27819",885176,1,2011,4434
"27820",885180,1,2011,691
"27821",885217,1,2011,16848
"27822",885220,1,2011,8115
"27823",885252,1,2011,4513
"27824",885290,1,2011,19183
"27825",885349,2,2011,6232
"27826",885349,1,2011,4799
"27827",885368,1,2011,0
"27828",885378,1,2011,27971
"27829",885413,1,2011,969
"27830",885461,1,2011,52339
"27831",885506,1,2011,120
"27832",885569,1,2011,-3189
"27833",885631,1,2011,0
"27834",885644,1,2011,5659
"27835",885685,3,2011,1891
"27836",885685,1,2011,0
"27837",885709,1,2011,-2628
"27838",885746,2,2011,352
"27839",885746,3,2011,1212
"27840",885746,4,2011,100
"27841",885746,1,2011,1166
"27842",885961,1,2011,14401
"27843",885992,1,2011,0
"27844",886036,1,2011,6666
"27845",886056,1,2011,0
"27846",886060,1,2011,332
"27847",886134,1,2011,5631
"27848",886235,1,2011,19140
"27849",886259,2,2011,9097
"27850",886259,1,2011,9097
"27851",886278,1,2011,-55
"27852",886314,1,2011,-48
"27853",886323,1,2011,313
"27854",886378,1,2011,0
"27855",886398,1,2011,12793
"27856",886437,1,2011,9069
"27857",886485,1,2011,16518
"27858",886489,1,2011,0
"27859",886533,1,2011,19414
"27860",886537,1,2011,0
"27861",886552,1,2011,429
"27862",886568,2,2011,6805
"27863",886568,1,2011,7951
"27864",886711,1,2011,17095
"27865",886717,1,2011,0
"27866",886741,1,2011,6253
"27867",886750,1,2011,9413
"27868",886789,1,2011,14577
"27869",886838,1,2011,0
"27870",886865,1,2011,13335
"27871",886965,1,2011,6711
"27872",887135,1,2011,18237
"27873",887165,1,2011,1753
"27874",887208,1,2011,12562
"27875",887209,1,2011,0
"27876",887215,1,2011,2743
"27877",887255,1,2011,745
"27878",887263,1,2011,2880
"27879",887276,2,2011,3052
"27880",887276,1,2011,180
"27881",887318,1,2011,23108
"27882",887321,1,2011,6976
"27883",887412,1,2011,3367
"27884",887445,1,2011,3653
"27885",887456,1,2011,29431
"27886",887543,1,2011,0
"27887",887604,1,2011,0
"27888",887618,1,2011,2876
"27889",887623,3,2011,-18
"27890",887623,1,2011,-3583
"27891",887667,3,2011,166
"27892",887667,1,2011,0
"27893",887833,1,2011,1344
"27894",888045,1,2011,19588
"27895",888058,1,2011,3081
"27896",888069,1,2011,0
"27897",888104,1,2011,0
"27898",888167,1,2011,39476
"27899",888170,1,2011,125656
"27900",888194,1,2011,126
"27901",888233,1,2011,-16
"27902",888239,1,2011,93
"27903",888264,1,2011,7665
"27904",888311,1,2011,0
"27905",888326,1,2011,12511
"27906",888346,1,2011,0
"27907",888373,1,2011,6777
"27908",888388,1,2011,0
"27909",888405,1,2011,0
"27910",888405,2,2011,985
"27911",888423,1,2011,2570
"27912",888460,1,2011,0
"27913",888518,1,2011,45408
"27914",888652,1,2011,-4866
"27915",888828,1,2011,-7103
"27916",888848,1,2011,3940
"27917",888889,1,2011,153
"27918",888934,1,2011,42984
"27919",889025,1,2011,14577
"27920",889029,1,2011,46438
"27921",889035,3,2011,434
"27922",889035,6,2011,630
"27923",889035,1,2011,0
"27924",889036,1,2011,35092
"27925",889045,1,2011,-3556
"27926",889084,1,2011,0
"27927",889094,4,2011,105
"27928",889094,1,2011,2570
"27929",889094,2,2011,1166
"27930",889212,1,2011,15372
"27931",889221,1,2011,0
"27932",889281,1,2011,0
"27933",889320,1,2011,16416
"27934",889334,1,2011,2797
"27935",889339,1,2011,25093
"27936",889351,1,2011,0
"27937",889363,1,2011,0
"27938",889448,1,2011,-62
"27939",889567,1,2011,19956
"27940",889612,1,2011,0
"27941",889655,1,2011,26024
"27942",889683,1,2011,319
"27943",889776,4,2011,-27
"27944",889776,1,2011,-3394
"27945",889803,1,2011,5373
"27946",889844,2,2011,10243
"27947",889844,1,2011,12572
"27948",889900,1,2011,0
"27949",889943,1,2011,7977
"27950",890031,1,2011,18544
"27951",890051,1,2011,12747
"27952",890080,1,2011,6841
"27953",890095,1,2011,-40
"27954",890147,1,2011,0
"27955",890150,1,2011,0
"27956",890184,1,2011,0
"27957",890328,1,2011,3825
"27958",890349,1,2011,2230
"27959",890350,1,2011,0
"27960",890398,1,2011,27644
"27961",890511,2,2011,3367
"27962",890511,1,2011,0
"27963",890513,1,2011,0
"27964",890590,1,2011,16547
"27965",890590,3,2011,1438
"27966",890606,3,2011,227
"27967",890606,1,2011,0
"27968",890616,1,2011,-71
"27969",890632,1,2011,3151
"27970",890633,1,2011,967
"27971",890659,1,2011,15547
"27972",890743,1,2011,0
"27973",890769,1,2011,30719
"27974",890823,1,2011,197
"27975",890856,1,2011,69327
"27976",890871,1,2011,0
"27977",890894,1,2011,2797
"27978",890933,1,2011,7409
"27979",890941,1,2011,0
"27980",890972,1,2011,9097
"27981",891049,1,2011,17348
"27982",891082,1,2011,73
"27983",891124,1,2011,0
"27984",891135,1,2011,8847
"27985",891147,1,2011,186884
"27986",891181,4,2011,2797
"27987",891181,1,2011,-4714
"27988",891189,2,2011,1611
"27989",891189,1,2011,-2004
"27990",891233,1,2011,133
"27991",891282,2,2011,12562
"27992",891282,1,2011,26669
"27993",891312,1,2011,6777
"27994",891364,1,2011,0
"27995",891381,1,2011,40456
"27996",891392,1,2011,153
"27997",891402,1,2011,-1417
"27998",891511,2,2011,332
"27999",891511,1,2011,0
"28000",891516,1,2011,9261
"28001",891540,1,2011,11182
"28002",891567,1,2011,15372
"28003",891590,1,2011,19970
"28004",891684,3,2011,6232
"28005",891684,1,2011,0
"28006",891687,2,2011,3854
"28007",891687,1,2011,0
"28008",891740,1,2011,0
"28009",891794,2,2011,5888
"28010",891794,1,2011,10320
"28011",891823,1,2011,58872
"28012",891869,1,2011,0
"28013",891872,1,2011,200
"28014",891948,1,2011,166
"28015",891972,1,2011,-2609
"28016",892010,3,2011,3081
"28017",892010,1,2011,31466
"28018",892010,4,2011,1891
"28019",892048,3,2011,3367
"28020",892048,1,2011,-1023
"28021",892097,1,2011,0
"28022",892104,1,2011,-628
"28023",892108,1,2011,279
"28024",892139,1,2011,233
"28025",892140,2,2011,2027
"28026",892140,1,2011,-11
"28027",892195,1,2011,0
"28028",892227,1,2011,0
"28029",892239,1,2011,10292
"28030",892239,4,2011,682
"28031",892283,1,2011,5124
"28032",892308,1,2011,1171
"28033",892313,1,2011,4771
"28034",892406,1,2011,12278
"28035",892407,1,2011,18394
"28036",892434,6,2011,-15
"28037",892434,1,2011,-2886
"28038",892496,1,2011,0
"28039",892553,1,2011,0
"28040",892557,2,2011,-20
"28041",892557,1,2011,14108
"28042",892569,1,2011,2884
"28043",892640,1,2011,14384
"28044",892679,1,2011,153
"28045",892768,1,2011,-4
"28046",892784,1,2011,4462
"28047",892789,1,2011,-27
"28048",892791,1,2011,-7333
"28049",892813,1,2011,2344
"28050",892825,1,2011,2876
"28051",892875,1,2011,7644
"28052",892900,1,2011,5416
"28053",892905,1,2011,5395
"28054",892945,1,2011,9929
"28055",892964,1,2011,6777
"28056",892988,1,2011,9006
"28057",893015,1,2011,6805
"28058",893027,1,2011,9499
"28059",893040,1,2011,12507
"28060",893062,1,2011,0
"28061",893117,1,2011,10788
"28062",893224,1,2011,117699
"28063",893231,1,2011,0
"28064",893329,1,2011,-40
"28065",893381,3,2011,485
"28066",893381,1,2011,13
"28067",893517,1,2011,0
"28068",893527,1,2011,2951
"28069",893601,3,2011,4513
"28070",893601,1,2011,2797
"28071",893624,1,2011,0
"28072",893770,1,2011,18237
"28073",893772,1,2011,7357
"28074",893859,1,2011,42868
"28075",893860,1,2011,3532
"28076",893864,1,2011,-1763
"28077",893865,1,2011,11956
"28078",893885,1,2011,177
"28079",893940,2,2011,1121
"28080",893940,1,2011,100
"28081",893963,1,2011,6687
"28082",894010,1,2011,674
"28083",894040,1,2011,0
"28084",894057,2,2011,1438
"28085",894057,3,2011,279
"28086",894057,1,2011,2457
"28087",894168,1,2011,0
"28088",894262,1,2011,13939
"28089",894300,1,2011,6805
"28090",894365,1,2011,12562
"28091",894438,1,2011,19097
"28092",894453,1,2011,0
"28093",894476,2,2011,2118
"28094",894476,1,2011,3400
"28095",894519,1,2011,13783
"28096",894545,1,2011,7687
"28097",894585,1,2011,99429
"28098",894641,1,2011,75993
"28099",894677,1,2011,22335
"28100",894832,1,2011,2118
"28101",894861,1,2011,55987
"28102",894867,1,2011,24789
"28103",894887,3,2011,-52
"28104",894887,1,2011,16805
"28105",894888,1,2011,2250
"28106",894922,3,2011,4513
"28107",894922,1,2011,32645
"28108",895021,1,2011,10243
"28109",895042,1,2011,17398
"28110",895085,1,2011,53516
"28111",895090,1,2011,0
"28112",895107,1,2011,-6680
"28113",895202,1,2011,-69
"28114",895221,1,2011,2860
"28115",895250,1,2011,13147
"28116",895278,1,2011,11233
"28117",895359,1,2011,9528
"28118",895496,1,2011,-2324
"28119",895560,1,2011,0
"28120",895561,1,2011,7399
"28121",895567,1,2011,10413
"28122",895569,1,2011,19272
"28123",895610,1,2011,18413
"28124",895625,1,2011,5384
"28125",895685,1,2011,2659
"28126",895773,1,2011,-1754
"28127",895773,3,2011,808
"28128",895834,1,2011,6920
"28129",895843,1,2011,5276
"28130",895908,1,2011,20
"28131",895941,1,2011,1667
"28132",895992,1,2011,5086
"28133",896017,1,2011,0
"28134",896022,1,2011,7239
"28135",896028,1,2011,0
"28136",896044,1,2011,3542
"28137",896139,1,2011,556
"28138",896178,1,2011,14664
"28139",896178,3,2011,556
"28140",896184,1,2011,1968
"28141",896187,1,2011,1349
"28142",896209,1,2011,10243
"28143",896250,1,2011,3940
"28144",896301,1,2011,-3394
"28145",896326,1,2011,3329
"28146",896411,3,2011,6232
"28147",896411,1,2011,7951
"28148",896462,1,2011,9355
"28149",896462,3,2011,7665
"28150",896506,2,2011,-24
"28151",896506,1,2011,2607
"28152",896517,3,2011,5373
"28153",896517,1,2011,-1457
"28154",896558,1,2011,47012
"28155",896562,1,2011,6093
"28156",896684,1,2011,15654
"28157",896710,1,2011,553
"28158",896719,1,2011,4799
"28159",896749,2,2011,5373
"28160",896749,1,2011,4227
"28161",896756,1,2011,0
"28162",896803,1,2011,-2609
"28163",896841,2,2011,93
"28164",896841,1,2011,3138
"28165",896841,3,2011,2276
"28166",896846,1,2011,14226
"28167",896847,1,2011,279
"28168",896883,1,2011,0
"28169",896952,1,2011,0
"28170",897067,1,2011,0
"28171",897092,1,2011,0
"28172",897137,1,2011,3653
"28173",897175,5,2011,15654
"28174",897175,1,2011,0
"28175",897177,1,2011,40630
"28176",897192,1,2011,0
"28177",897318,1,2011,-71
"28178",897321,1,2011,3653
"28179",897355,1,2011,20213
"28180",897392,1,2011,36998
"28181",897398,1,2011,2118
"28182",897401,2,2011,998
"28183",897401,1,2011,0
"28184",897422,1,2011,28696
"28185",897440,6,2011,3081
"28186",897440,1,2011,0
"28187",897455,1,2011,-605
"28188",897469,1,2011,-1564
"28189",897500,1,2011,4235
"28190",897521,1,2011,52122
"28191",897547,1,2011,18394
"28192",897619,1,2011,19124
"28193",897629,2,2011,1305
"28194",897629,1,2011,-27
"28195",897674,1,2011,15372
"28196",897718,1,2011,0
"28197",897871,1,2011,0
"28198",897898,1,2011,0
"28199",897912,1,2011,0
"28200",897924,1,2011,7382
"28201",897940,1,2011,-5665
"28202",898066,1,2011,22075
"28203",898169,1,2011,-871
"28204",898191,1,2011,0
"28205",898227,1,2011,52535
"28206",898244,1,2011,11361
"28207",898251,1,2011,46833
"28208",898291,1,2011,1744
"28209",898312,1,2011,0
"28210",898347,1,2011,0
"28211",898443,1,2011,0
"28212",898538,1,2011,0
"28213",898547,1,2011,-74
"28214",898571,1,2011,0
"28215",898593,1,2011,10559
"28216",898626,1,2011,11780
"28217",898629,1,2011,22190
"28218",898644,1,2011,0
"28219",898645,1,2011,0
"28220",898709,1,2011,9531
"28221",898774,1,2011,0
"28222",898838,1,2011,5759
"28223",898850,1,2011,13211
"28224",898868,1,2011,10215
"28225",898873,1,2011,-2639
"28226",898986,1,2011,0
"28227",899013,1,2011,0
"28228",899051,1,2011,0
"28229",899063,2,2011,68
"28230",899063,1,2011,5086
"28231",899090,1,2011,15085
"28232",899105,1,2011,1138
"28233",899165,1,2011,-6003
"28234",899246,1,2011,195868
"28235",899271,3,2011,3940
"28236",899271,1,2011,6883
"28237",899369,1,2011,-233
"28238",899383,1,2011,0
"28239",899388,1,2011,6232
"28240",899395,1,2011,14108
"28241",899436,1,2011,15261
"28242",899448,1,2011,52693
"28243",899462,3,2011,5659
"28244",899462,1,2011,4235
"28245",899560,1,2011,0
"28246",899569,1,2011,55914
"28247",899592,1,2011,0
"28248",899639,1,2011,21107
"28249",899662,1,2011,1553
"28250",899674,1,2011,32957
"28251",899712,1,2011,0
"28252",899918,1,2011,11999
"28253",899946,1,2011,-232
"28254",899964,1,2011,-2193
"28255",900008,2,2011,9355
"28256",900008,1,2011,0
"28257",900030,1,2011,0
"28258",900038,1,2011,0
"28259",900075,1,2011,13505
"28260",900081,1,2011,2196
"28261",900262,1,2011,6141
"28262",900293,1,2011,22693
"28263",900374,1,2011,48510
"28264",900400,1,2011,0
"28265",900405,2,2011,-46
"28266",900405,1,2011,68
"28267",900411,1,2011,-5110
"28268",900448,1,2011,2805
"28269",900473,1,2011,0
"28270",900552,1,2011,0
"28271",900587,1,2011,22888
"28272",900621,1,2011,5470
"28273",900651,1,2011,8843
"28274",900655,1,2011,0
"28275",900680,1,2011,399
"28276",900743,1,2011,0
"28277",900752,1,2011,1217
"28278",900767,1,2011,12537
"28279",900797,1,2011,19539
"28280",900820,1,2011,15834
"28281",900850,1,2011,4799
"28282",900871,1,2011,0
"28283",900888,2,2011,9097
"28284",900888,1,2011,123514
"28285",900927,1,2011,9509
"28286",900942,1,2011,1982
"28287",900951,1,2011,0
"28288",900960,1,2011,3367
"28289",900967,1,2011,0
"28290",900969,1,2011,35012
"28291",901040,1,2011,4513
"28292",901058,1,2011,0
"28293",901194,1,2011,7112
"28294",901289,1,2011,21273
"28295",901364,1,2011,-3008
"28296",901405,1,2011,11991
"28297",901415,1,2011,9890
"28298",901420,1,2011,0
"28299",901444,3,2011,4467
"28300",901444,1,2011,69524
"28301",901531,1,2011,21035
"28302",901620,1,2011,43986
"28303",901644,1,2011,0
"28304",901664,1,2011,0
"28305",901666,1,2011,0
"28306",901752,1,2011,0
"28307",901785,1,2011,9317
"28308",901823,1,2011,-16
"28309",901833,1,2011,619
"28310",901860,1,2011,45956
"28311",901886,2,2011,7665
"28312",901886,3,2011,86
"28313",901886,1,2011,0
"28314",901903,1,2011,5086
"28315",901943,1,2011,2344
"28316",901949,1,2011,5917
"28317",901993,1,2011,0
"28318",902028,1,2011,25237
"28319",902060,1,2011,18233
"28320",902064,1,2011,12463
"28321",902080,1,2011,6423
"28322",902170,1,2011,47350
"28323",902185,1,2011,0
"28324",902202,1,2011,-5871
"28325",902228,1,2011,0
"28326",902231,1,2011,8
"28327",902242,1,2011,2344
"28328",902267,2,2011,1611
"28329",902267,4,2011,233
"28330",902267,1,2011,6633
"28331",902298,1,2011,0
"28332",902314,1,2011,0
"28333",902329,1,2011,19956
"28334",902359,1,2011,3193
"28335",902384,1,2011,54805
"28336",902434,1,2011,0
"28337",902442,1,2011,6777
"28338",902474,1,2011,54859
"28339",902621,1,2011,0
"28340",902719,1,2011,1811
"28341",902725,1,2011,18037
"28342",902735,1,2011,906
"28343",902738,1,2011,24
"28344",902755,1,2011,0
"28345",902916,1,2011,0
"28346",902917,1,2011,2797
"28347",902973,1,2011,8649
"28348",903014,3,2011,691
"28349",903014,1,2011,3782
"28350",903036,1,2011,23376
"28351",903040,1,2011,4771
"28352",903053,1,2011,4496
"28353",903110,1,2011,52770
"28354",903113,1,2011,16267
"28355",903164,1,2011,11794
"28356",903204,1,2011,-4838
"28357",903350,1,2011,0
"28358",903369,1,2011,1528
"28359",903449,1,2011,11040
"28360",903458,1,2011,0
"28361",903479,1,2011,13341
"28362",903551,1,2011,23426
"28363",903568,1,2011,21
"28364",903597,1,2011,4513
"28365",903660,1,2011,0
"28366",903664,1,2011,0
"28367",903671,1,2011,9957
"28368",903718,1,2011,7112
"28369",903737,1,2011,399
"28370",903748,1,2011,348
"28371",903844,1,2011,0
"28372",903913,1,2011,0
"28373",903940,1,2011,3567
"28374",903948,1,2011,21546
"28375",904028,1,2011,6805
"28376",904034,1,2011,0
"28377",904046,1,2011,0
"28378",904064,1,2011,6498
"28379",904068,1,2011,0
"28380",904127,2,2011,5945
"28381",904127,4,2011,808
"28382",904127,1,2011,0
"28383",904130,1,2011,0
"28384",904138,1,2011,5405
"28385",904159,3,2011,2050
"28386",904159,1,2011,11647
"28387",904172,1,2011,0
"28388",904202,1,2011,23172
"28389",904210,2,2011,6232
"28390",904210,1,2011,4799
"28391",904245,1,2011,3940
"28392",904306,1,2011,12285
"28393",904318,1,2011,0
"28394",904353,1,2011,6232
"28395",904360,1,2011,7701
"28396",904377,1,2011,-1312
"28397",904446,1,2011,-4677
"28398",904478,1,2011,18810
"28399",904501,1,2011,-7342
"28400",904538,1,2011,0
"28401",904545,1,2011,15372
"28402",904589,1,2011,-291
"28403",904602,1,2011,11139
"28404",904623,1,2011,42426
"28405",904649,1,2011,7952
"28406",904651,1,2011,200
"28407",904655,1,2011,25237
"28408",904672,1,2011,4799
"28409",904717,1,2011,890
"28410",904722,1,2011,4812
"28411",904784,3,2011,-69
"28412",904784,1,2011,20243
"28413",904786,1,2011,22595
"28414",904807,1,2011,6880
"28415",904820,1,2011,46044
"28416",904836,1,2011,13269
"28417",904839,1,2011,13542
"28418",904877,1,2011,63712
"28419",904878,2,2011,3825
"28420",904878,1,2011,6232
"28421",904905,1,2011,3367
"28422",904920,1,2011,0
"28423",904942,1,2011,0
"28424",904946,1,2011,0
"28425",904954,1,2011,15437
"28426",905008,1,2011,170904
"28427",905032,1,2011,0
"28428",905061,1,2011,6412
"28429",905065,1,2011,16980
"28430",905172,1,2011,0
"28431",905202,1,2011,6805
"28432",905315,1,2011,419
"28433",905373,1,2011,117
"28434",905550,1,2011,9355
"28435",905556,1,2011,0
"28436",905569,1,2011,11418
"28437",905634,1,2011,529
"28438",905649,1,2011,117614
"28439",905668,1,2011,0
"28440",905696,1,2011,4387
"28441",905739,1,2011,0
"28442",905756,1,2011,-18
"28443",905763,1,2011,8449
"28444",905777,1,2011,62324
"28445",905879,2,2011,1891
"28446",905879,1,2011,0
"28447",905880,1,2011,38305
"28448",905916,1,2011,1011
"28449",905916,3,2011,3854
"28450",905919,1,2011,4117
"28451",906087,3,2011,160
"28452",906087,1,2011,31624
"28453",906101,1,2011,10789
"28454",906130,1,2011,1166
"28455",906146,1,2011,0
"28456",906210,1,2011,19182
"28457",906289,1,2011,133
"28458",906303,1,2011,1257
"28459",906304,1,2011,0
"28460",906319,1,2011,20529
"28461",906474,1,2011,10837
"28462",906504,1,2011,59951
"28463",906576,1,2011,1728
"28464",906632,1,2011,26274
"28465",906636,1,2011,0
"28466",906885,1,2011,299
"28467",906963,1,2011,1564
"28468",906986,1,2011,0
"28469",907000,4,2011,1438
"28470",907000,1,2011,3659
"28471",907000,3,2011,1438
"28472",907036,1,2011,0
"28473",907048,1,2011,5373
"28474",907068,1,2011,11789
"28475",907126,1,2011,21035
"28476",907151,1,2011,0
"28477",907157,1,2011,0
"28478",907183,1,2011,0
"28479",907199,1,2011,0
"28480",907226,1,2011,1528
"28481",907261,1,2011,0
"28482",907265,1,2011,0
"28483",907273,1,2011,5982
"28484",907338,1,2011,0
"28485",907428,1,2011,27474
"28486",907470,1,2011,5373
"28487",907621,2,2011,2525
"28488",907621,9,2011,2570
"28489",907621,1,2011,4914
"28490",907647,1,2011,0
"28491",907686,1,2011,-1628
"28492",907686,3,2011,1257
"28493",907769,1,2011,15372
"28494",907810,3,2011,1520
"28495",907810,1,2011,0
"28496",907829,1,2011,28263
"28497",907903,1,2011,3940
"28498",907907,1,2011,10677
"28499",907965,1,2011,31447
"28500",907974,1,2011,1564
"28501",908017,1,2011,7665
"28502",908019,1,2011,0
"28503",908051,1,2011,-52
"28504",908066,4,2011,8811
"28505",908066,1,2011,6855
"28506",908068,1,2011,266
"28507",908102,1,2011,-6840
"28508",908110,1,2011,24923
"28509",908119,1,2011,-2285
"28510",908156,1,2011,200
"28511",908176,3,2011,5745
"28512",908176,1,2011,6468
"28513",908196,1,2011,4649
"28514",908197,1,2011,6978
"28515",908201,1,2011,200
"28516",908253,1,2011,13721
"28517",908367,1,2011,4513
"28518",908422,1,2011,22386
"28519",908445,1,2011,23235
"28520",908487,1,2011,14975
"28521",908543,1,2011,14699
"28522",908571,1,2011,0
"28523",908573,1,2011,4423
"28524",908640,1,2011,-1312
"28525",908660,1,2011,293
"28526",908687,1,2011,0
"28527",908690,1,2011,124881
"28528",908695,1,2011,0
"28529",908719,1,2011,-4084
"28530",908766,1,2011,0
"28531",908913,1,2011,13969
"28532",908920,2,2011,-48
"28533",908920,1,2011,2118
"28534",908934,1,2011,7998
"28535",908986,1,2011,5659
"28536",908989,1,2011,38376
"28537",908995,1,2011,0
"28538",909003,1,2011,11250
"28539",909037,1,2011,16
"28540",909045,1,2011,0
"28541",909071,1,2011,0
"28542",909133,1,2011,3179
"28543",909146,1,2011,0
"28544",909235,1,2011,-291
"28545",909278,1,2011,19832
"28546",909285,3,2011,-39
"28547",909285,1,2011,0
"28548",909310,1,2011,10707
"28549",909310,3,2011,1551
"28550",909334,1,2011,2423
"28551",909381,1,2011,117614
"28552",909418,1,2011,7112
"28553",909433,3,2011,2072
"28554",909433,1,2011,985
"28555",909496,1,2011,0
"28556",909610,1,2011,1458
"28557",909615,1,2011,42498
"28558",909782,1,2011,5158
"28559",909800,1,2011,193
"28560",909810,1,2011,15277
"28561",909821,1,2011,0
"28562",909848,1,2011,0
"28563",909878,1,2011,1066
"28564",910003,5,2011,3596
"28565",910003,1,2011,-5327
"28566",910013,1,2011,0
"28567",910014,1,2011,6777
"28568",910038,2,2011,985
"28569",910038,1,2011,11403
"28570",910054,1,2011,0
"28571",910060,1,2011,200
"28572",910155,1,2011,7966
"28573",910214,1,2011,150
"28574",910239,1,2011,16462
"28575",910243,1,2011,27169
"28576",910250,1,2011,4513
"28577",910358,1,2011,11886
"28578",910373,1,2011,19669
"28579",910380,1,2011,15420
"28580",910382,1,2011,0
"28581",910509,1,2011,17045
"28582",910515,1,2011,15917
"28583",910575,1,2011,16690
"28584",910670,1,2011,2179
"28585",910685,1,2011,0
"28586",910703,1,2011,40171
"28587",910718,1,2011,0
"28588",910743,1,2011,691
