"","SERIALNO","SPORDER","year","total_taxes"
"3225",101622,1,2011,5123
"3226",101631,1,2011,342
"3227",101648,1,2011,8811
"3228",101736,2,2011,3568
"3229",101736,1,2011,80
"3230",101742,1,2011,0
"3231",101759,1,2011,17664
"3232",101813,1,2011,11104
"3233",101856,1,2011,3895
"3234",101906,1,2011,5982
"3235",101925,8,2011,530
"3236",101925,1,2011,12887
"3237",101925,3,2011,1619
"3238",102020,1,2011,132279
"3239",102046,1,2011,-4633
"3240",102108,1,2011,0
"3241",102151,1,2011,581
"3242",102154,1,2011,8971
"3243",102160,1,2011,-3515
"3244",102179,1,2011,0
"3245",102196,2,2011,2797
"3246",102196,1,2011,93
"3247",102259,1,2011,12562
"3248",102279,1,2011,0
"3249",102301,1,2011,1629
"3250",102304,1,2011,19970
"3251",102307,1,2011,133
"3252",102316,1,2011,1891
"3253",102329,1,2011,-14
"3254",102343,1,2011,4227
"3255",102346,1,2011,11177
"3256",102413,3,2011,2797
"3257",102413,1,2011,4921
"3258",102422,1,2011,332
"3259",102435,1,2011,29709
"3260",102535,1,2011,8094
"3261",102577,1,2011,0
"3262",102809,1,2011,4141
"3263",102843,1,2011,0
"3264",102858,1,2011,0
"3265",102859,1,2011,619
"3266",102953,1,2011,-7035
"3267",102988,1,2011,0
"3268",103001,1,2011,16463
"3269",103029,1,2011,-398
"3270",103039,1,2011,0
"3271",103075,1,2011,12507
"3272",103099,1,2011,-7258
"3273",103148,1,2011,0
"3274",103176,1,2011,0
"3275",103216,1,2011,7665
"3276",103265,1,2011,12175
"3277",103382,1,2011,46131
"3278",103400,1,2011,5641
"3279",103410,1,2011,8131
"3280",103417,1,2011,16395
"3281",103438,2,2011,166
"3282",103438,1,2011,6232
"3283",103463,1,2011,0
"3284",103517,1,2011,1166
"3285",103521,1,2011,-2810
"3286",103521,3,2011,1438
"3287",103525,1,2011,-989
"3288",103545,1,2011,0
"3289",103639,1,2011,0
"3290",103647,1,2011,-581
"3291",103679,1,2011,434
"3292",103681,1,2011,1166
"3293",103750,1,2011,143729
"3294",103778,1,2011,3138
"3295",103798,1,2011,9097
"3296",103869,2,2011,1574
"3297",103869,1,2011,-2205
"3298",103941,1,2011,-55
"3299",103954,1,2011,0
"3300",104006,1,2011,3825
"3301",104102,1,2011,0
"3302",104111,2,2011,5659
"3303",104111,1,2011,1664
"3304",104121,1,2011,0
"3305",104200,1,2011,4513
"3306",104201,1,2011,4311
"3307",104208,1,2011,0
"3308",104225,1,2011,3940
"3309",104244,1,2011,9510
"3310",104268,1,2011,0
"3311",104271,2,2011,9097
"3312",104271,1,2011,2118
"3313",104292,2,2011,4799
"3314",104292,1,2011,2909
"3315",104345,1,2011,0
"3316",104387,1,2011,8524
"3317",104393,1,2011,0
"3318",104466,1,2011,0
"3319",104519,1,2011,21302
"3320",104587,1,2011,936
"3321",104629,1,2011,5982
"3322",104639,1,2011,18523
"3323",104669,7,2011,22335
"3324",104669,1,2011,131168
"3325",104669,2,2011,619
"3326",104724,1,2011,59057
"3327",104756,3,2011,200
"3328",104756,1,2011,-2250
"3329",104757,1,2011,0
"3330",104762,1,2011,-2952
"3331",104772,1,2011,0
"3332",104774,1,2011,5086
"3333",104801,1,2011,3980
"3334",104828,1,2011,17
"3335",104829,1,2011,0
"3336",104862,1,2011,27163
"3337",104918,1,2011,0
"3338",104937,1,2011,0
"3339",104966,1,2011,4487
"3340",104985,1,2011,8783
"3341",104992,1,2011,-2205
"3342",105015,1,2011,10677
"3343",105022,1,2011,-55
"3344",105126,1,2011,2695
"3345",105137,1,2011,4513
"3346",105157,1,2011,30138
"3347",105167,1,2011,5306
"3348",105263,1,2011,137726
"3349",105268,1,2011,6805
"3350",105277,1,2011,0
"3351",105307,1,2011,-52
"3352",105329,1,2011,0
"3353",105390,1,2011,-4979
"3354",105445,1,2011,10433
"3355",105464,1,2011,14689
"3356",105524,1,2011,0
"3357",105537,1,2011,19272
"3358",105537,3,2011,859
"3359",105548,2,2011,-59
"3360",105548,1,2011,16041
"3361",105553,1,2011,18237
"3362",105562,1,2011,30682
"3363",105571,1,2011,0
"3364",105572,1,2011,0
"3365",105617,1,2011,140
"3366",105681,2,2011,8524
"3367",105681,3,2011,3940
"3368",105681,1,2011,0
"3369",105728,1,2011,-3354
"3370",105728,3,2011,985
"3371",105733,1,2011,9069
"3372",105741,1,2011,227
"3373",105762,1,2011,542
"3374",105779,1,2011,6232
"3375",105798,1,2011,0
"3376",105801,1,2011,4237
"3377",105802,1,2011,15659
"3378",105812,1,2011,69063
"3379",105814,1,2011,2337
"3380",105910,1,2011,30382
"3381",105916,1,2011,35973
"3382",105957,1,2011,-73
"3383",106030,1,2011,-3830
"3384",106034,1,2011,0
"3385",106057,1,2011,38164
"3386",106117,6,2011,6805
"3387",106117,1,2011,16462
"3388",106122,1,2011,0
"3389",106134,1,2011,11075
"3390",106180,1,2011,144
"3391",106188,3,2011,6805
"3392",106188,1,2011,25817
"3393",106214,1,2011,0
"3394",106235,1,2011,20073
"3395",106237,1,2011,0
"3396",106273,1,2011,0
"3397",106277,1,2011,0
"3398",106393,1,2011,6232
"3399",106428,1,2011,31073
"3400",106496,1,2011,9119
"3401",106505,1,2011,133
"3402",106516,1,2011,1366
"3403",106657,1,2011,2876
"3404",106735,1,2011,-52
"3405",106863,1,2011,12740
"3406",106884,2,2011,2593
"3407",106884,1,2011,2774
"3408",106895,1,2011,25158
"3409",106997,1,2011,4513
"3410",107015,2,2011,1891
"3411",107015,1,2011,1723
"3412",107058,1,2011,0
"3413",107067,1,2011,10629
"3414",107072,1,2011,23235
"3415",107095,1,2011,19543
"3416",107198,1,2011,35776
"3417",107218,1,2011,3612
"3418",107319,1,2011,-7191
"3419",107410,2,2011,2570
"3420",107410,1,2011,0
"3421",107441,1,2011,0
"3422",107472,2,2011,227
"3423",107472,1,2011,0
"3424",107473,1,2011,998
"3425",107507,1,2011,5373
"3426",107512,1,2011,42551
"3427",107544,1,2011,-233
"3428",107583,1,2011,12683
"3429",107586,1,2011,0
"3430",107608,1,2011,30
"3431",107609,1,2011,2195
"3432",107618,1,2011,17253
"3433",107637,3,2011,1868
"3434",107637,1,2011,334
"3435",107713,1,2011,9355
"3436",107879,1,2011,808
"3437",107941,1,2011,1511
"3438",108137,1,2011,0
"3439",108184,1,2011,11403
"3440",108200,1,2011,39476
"3441",108200,2,2011,2118
"3442",108230,1,2011,35652
"3443",108240,1,2011,0
"3444",108267,1,2011,0
"3445",108290,4,2011,6519
"3446",108290,1,2011,-1417
"3447",108316,1,2011,1258
"3448",108386,1,2011,8639
"3449",108449,1,2011,4524
"3450",108503,1,2011,133
"3451",108504,1,2011,-3394
"3452",108504,2,2011,1438
"3453",108526,1,2011,157486
"3454",108531,1,2011,2797
"3455",108585,1,2011,-6708
"3456",108718,1,2011,1550
"3457",108722,2,2011,4341
"3458",108722,3,2011,4799
"3459",108722,1,2011,3653
"3460",108775,1,2011,0
"3461",108787,1,2011,26693
"3462",108838,1,2011,4513
"3463",108840,1,2011,6269
"3464",108848,1,2011,19578
"3465",108891,1,2011,125653
"3466",108924,1,2011,33633
"3467",108934,1,2011,0
"3468",109007,1,2011,-5592
"3469",109025,1,2011,0
"3470",109038,1,2011,-5085
"3471",109039,1,2011,0
"3472",109052,1,2011,4352
"3473",109094,1,2011,6805
"3474",109152,1,2011,2159
"3475",109189,4,2011,-66
"3476",109189,1,2011,0
"3477",109249,1,2011,0
"3478",109308,2,2011,4255
"3479",109308,1,2011,5086
"3480",109334,1,2011,-4082
"3481",109366,1,2011,19383
"3482",109383,1,2011,0
"3483",109432,2,2011,691
"3484",109432,1,2011,4567
"3485",109450,1,2011,6232
"3486",109482,1,2011,2570
"3487",109489,1,2011,0
"3488",109494,1,2011,15834
"3489",109510,3,2011,-52
"3490",109510,4,2011,6805
"3491",109510,5,2011,1574
"3492",109510,1,2011,7035
"3493",109523,1,2011,6576
"3494",109636,1,2011,4953
"3495",109665,1,2011,0
"3496",109686,1,2011,-5110
"3497",109695,1,2011,7239
"3498",109757,1,2011,3081
"3499",109792,1,2011,0
"3500",109809,1,2011,12651
"3501",109818,1,2011,17839
"3502",109827,1,2011,0
"3503",109831,3,2011,16462
"3504",109831,5,2011,4370
"3505",109831,1,2011,0
"3506",109871,1,2011,0
"3507",109899,1,2011,8827
"3508",109933,1,2011,4183
"3509",109978,1,2011,42863
"3510",110072,1,2011,-4424
"3511",110102,1,2011,0
"3512",110180,4,2011,8524
"3513",110180,1,2011,2465
"3514",110186,1,2011,0
"3515",110232,1,2011,16047
"3516",110248,1,2011,133
"3517",110250,2,2011,233
"3518",110250,1,2011,0
"3519",110251,1,2011,0
"3520",110265,1,2011,21153
"3521",110281,1,2011,2118
"3522",110308,1,2011,7812
"3523",110332,1,2011,15372
"3524",110382,3,2011,720
"3525",110382,1,2011,0
"3526",110412,1,2011,0
"3527",110432,1,2011,12056
"3528",110472,1,2011,8174
"3529",110505,1,2011,5631
"3530",110541,1,2011,22476
"3531",110553,1,2011,0
"3532",110610,1,2011,-55
"3533",110739,1,2011,998
"3534",110762,1,2011,28329
"3535",110783,3,2011,4566
"3536",110783,1,2011,416
"3537",110804,2,2011,6805
"3538",110804,1,2011,0
"3539",110809,1,2011,9447
"3540",110835,1,2011,6519
"3541",110843,1,2011,3811
"3542",110990,1,2011,0
"3543",111053,1,2011,0
"3544",111056,1,2011,0
"3545",111058,1,2011,0
"3546",111062,2,2011,-55
"3547",111062,1,2011,0
"3548",111089,1,2011,25877
"3549",111112,1,2011,0
"3550",111417,4,2011,15654
"3551",111417,1,2011,7574
"3552",111440,1,2011,0
"3553",111454,1,2011,0
"3554",111455,1,2011,3854
"3555",111482,1,2011,18810
"3556",111504,1,2011,0
"3557",111510,1,2011,0
"3558",111595,1,2011,7378
"3559",111614,1,2011,13832
"3560",111659,1,2011,319
"3561",111678,6,2011,30248
"3562",111678,1,2011,0
"3563",111683,1,2011,2061
"3564",111694,1,2011,10677
"3565",111748,1,2011,65461
"3566",111833,3,2011,14495
"3567",111833,1,2011,1120
"3568",111850,1,2011,-2794
"3569",111893,1,2011,32491
"3570",111943,1,2011,0
"3571",112045,1,2011,-7258
"3572",112107,1,2011,352
"3573",112116,1,2011,5487
"3574",112144,1,2011,0
"3575",112217,1,2011,763
"3576",112261,1,2011,-55
"3577",112262,1,2011,0
"3578",112267,1,2011,40922
"3579",112295,1,2011,12793
"3580",112327,1,2011,546
"3581",112348,1,2011,11677
"3582",112408,1,2011,6586
"3583",112413,1,2011,4472
"3584",112480,6,2011,268
"3585",112480,1,2011,5652
"3586",112526,1,2011,57602
"3587",112532,2,2011,-66
"3588",112532,3,2011,2797
"3589",112532,4,2011,6576
"3590",112532,5,2011,434
"3591",112532,1,2011,7665
"3592",112534,1,2011,32116
"3593",112563,1,2011,13653
"3594",112578,1,2011,20974
"3595",112635,3,2011,7951
"3596",112635,1,2011,17438
"3597",112660,1,2011,0
"3598",112675,1,2011,24305
"3599",112726,1,2011,33069
"3600",112852,1,2011,2174
"3601",112927,3,2011,4885
"3602",112927,1,2011,-2941
"3603",112945,1,2011,21035
"3604",112964,2,2011,3367
"3605",112964,1,2011,429
"3606",112970,1,2011,119265
"3607",113010,1,2011,17951
"3608",113104,1,2011,8237
"3609",113108,1,2011,11713
"3610",113108,3,2011,682
"3611",113127,2,2011,7091
"3612",113127,1,2011,227
"3613",113149,1,2011,0
"3614",113230,1,2011,0
"3615",113424,1,2011,3252
"3616",113435,1,2011,4799
"3617",113463,1,2011,0
"3618",113495,1,2011,8209
"3619",113497,1,2011,18237
"3620",113516,1,2011,-14
"3621",113523,1,2011,10629
"3622",113600,1,2011,7091
"3623",113623,1,2011,0
"3624",113627,1,2011,10677
"3625",113642,1,2011,0
"3626",113790,1,2011,38558
"3627",113808,1,2011,33
"3628",113862,1,2011,-39
"3629",113864,1,2011,0
"3630",113875,1,2011,0
"3631",113886,3,2011,166
"3632",113886,1,2011,0
"3633",113931,1,2011,0
"3634",113935,1,2011,0
"3635",113942,1,2011,92299
"3636",113960,1,2011,19059
"3637",113960,3,2011,682
"3638",113988,1,2011,8811
"3639",113988,2,2011,745
"3640",114025,1,2011,0
"3641",114059,1,2011,0
"3642",114069,1,2011,480
"3643",114072,1,2011,-69
"3644",114158,1,2011,-1972
"3645",114187,1,2011,0
"3646",114289,1,2011,68
"3647",114310,1,2011,2570
"3648",114348,3,2011,32518
"3649",114348,1,2011,0
"3650",114376,1,2011,6081
"3651",114379,1,2011,0
"3652",114428,1,2011,0
"3653",114458,1,2011,0
"3654",114503,1,2011,7701
"3655",114522,1,2011,65159
"3656",114542,2,2011,691
"3657",114542,1,2011,691
"3658",114548,3,2011,1673
"3659",114548,1,2011,127219
"3660",114561,1,2011,16693
"3661",114596,3,2011,657
"3662",114596,1,2011,110
"3663",114626,1,2011,-16
"3664",114650,1,2011,9298
"3665",114694,1,2011,10629
"3666",114734,1,2011,5659
"3667",114762,1,2011,0
"3668",114901,1,2011,0
"3669",114931,1,2011,-4934
"3670",114938,1,2011,20606
"3671",115045,1,2011,0
"3672",115082,1,2011,24039
"3673",115082,3,2011,518
"3674",115108,1,2011,4799
"3675",115141,2,2011,10629
"3676",115141,1,2011,0
"3677",115183,1,2011,3367
"3678",115304,1,2011,-663
"3679",115304,3,2011,3081
"3680",115362,2,2011,9958
"3681",115362,1,2011,1028
"3682",115454,1,2011,4008
"3683",115526,2,2011,1581
"3684",115526,1,2011,0
"3685",115540,1,2011,0
"3686",115594,1,2011,15654
"3687",115640,1,2011,5675
"3688",115690,1,2011,0
"3689",115719,1,2011,912
"3690",115735,1,2011,-3578
"3691",115766,1,2011,8671
"3692",115774,1,2011,682
"3693",115808,1,2011,29915
"3694",115905,1,2011,-2068
"3695",115946,1,2011,8449
"3696",115946,3,2011,985
"3697",115958,1,2011,0
"3698",115985,1,2011,0
"3699",116039,1,2011,4227
"3700",116075,1,2011,0
"3701",116094,1,2011,0
"3702",116117,1,2011,11597
"3703",116176,1,2011,49985
"3704",116270,1,2011,0
"3705",116309,1,2011,8639
"3706",116374,1,2011,2921
"3707",116417,1,2011,20750
"3708",116437,1,2011,1187
"3709",116469,1,2011,7923
"3710",116532,1,2011,-1004
"3711",116534,1,2011,25237
"3712",116562,1,2011,-744
"3713",116571,1,2011,18237
"3714",116660,1,2011,3135
"3715",116673,1,2011,0
"3716",116719,1,2011,266
"3717",116734,1,2011,0
"3718",116740,1,2011,159
"3719",116810,1,2011,0
"3720",116859,1,2011,9670
"3721",117049,1,2011,0
"3722",117053,1,2011,-16
"3723",117157,1,2011,2287
"3724",117202,1,2011,0
"3725",117222,2,2011,9097
"3726",117222,1,2011,2344
"3727",117227,1,2011,16437
"3728",117254,1,2011,3367
"3729",117258,1,2011,7235
"3730",117270,1,2011,11433
"3731",117288,1,2011,0
"3732",117294,1,2011,11016
"3733",117351,1,2011,0
"3734",117455,1,2011,1914
"3735",117476,1,2011,18523
"3736",117634,1,2011,20842
"3737",117651,1,2011,-69
"3738",117685,1,2011,5753
"3739",117724,1,2011,133
"3740",117748,1,2011,11255
"3741",117761,1,2011,0
"3742",117766,1,2011,11263
"3743",117767,1,2011,354
"3744",117835,1,2011,100
"3745",117855,1,2011,35902
"3746",117866,1,2011,0
"3747",117902,3,2011,10243
"3748",117902,4,2011,-52
"3749",117902,1,2011,1349
"3750",117904,1,2011,0
"3751",117934,1,2011,9993
"3752",117944,1,2011,839
"3753",117979,1,2011,-5401
"3754",118017,1,2011,189
"3755",118020,1,2011,42956
"3756",118168,1,2011,16701
"3757",118236,1,2011,12562
"3758",118238,1,2011,23621
"3759",118252,1,2011,18523
"3760",118265,1,2011,691
"3761",118295,1,2011,80
"3762",118339,1,2011,117614
"3763",118377,1,2011,2173
"3764",118385,1,2011,13798
"3765",118411,1,2011,213
"3766",118437,1,2011,0
"3767",118465,1,2011,-2952
"3768",118510,1,2011,266
"3769",118556,1,2011,1918
"3770",118565,1,2011,1524
"3771",118568,1,2011,0
"3772",118578,1,2011,166
"3773",118645,1,2011,-4988
"3774",118763,1,2011,12898
"3775",118778,2,2011,691
"3776",118778,1,2011,998
"3777",118874,1,2011,72968
"3778",118964,4,2011,7665
"3779",118964,1,2011,-5714
"3780",119002,1,2011,0
"3781",119052,1,2011,11674
"3782",119072,1,2011,55953
"3783",119106,1,2011,23813
"3784",119106,3,2011,783
"3785",119191,1,2011,2154
"3786",119199,1,2011,19455
"3787",119261,1,2011,5383
"3788",119289,1,2011,2876
"3789",119305,1,2011,0
"3790",119306,1,2011,-3967
"3791",119344,1,2011,2118
"3792",119405,1,2011,0
"3793",119407,1,2011,0
"3794",119415,1,2011,1024
"3795",119424,1,2011,0
"3796",119455,1,2011,760
"3797",119471,1,2011,3568
"3798",119572,1,2011,6232
"3799",119609,1,2011,0
"3800",119618,1,2011,46862
"3801",119648,1,2011,233
"3802",119665,1,2011,0
"3803",119763,1,2011,0
"3804",119806,1,2011,0
"3805",119883,1,2011,0
"3806",119890,1,2011,35776
"3807",119918,2,2011,5945
"3808",119918,1,2011,24698
"3809",119930,1,2011,239
"3810",119936,1,2011,0
"3811",119958,1,2011,24337
"3812",120028,1,2011,0
"3813",120029,1,2011,15372
"3814",120061,3,2011,808
"3815",120061,1,2011,2310
"3816",120067,1,2011,12159
"3817",120086,1,2011,26397
"3818",120132,1,2011,0
"3819",120143,1,2011,12969
"3820",120152,2,2011,28207
"3821",120152,1,2011,18394
"3822",120176,3,2011,-27
"3823",120176,1,2011,-69
"3824",120179,1,2011,16518
"3825",120234,1,2011,23729
"3826",120245,1,2011,0
"3827",120316,1,2011,0
"3828",120329,1,2011,0
"3829",120362,1,2011,434
"3830",120411,1,2011,9133
"3831",120466,1,2011,11425
"3832",120478,1,2011,7235
"3833",120504,1,2011,-2330
"3834",120576,1,2011,7877
"3835",120649,1,2011,253
"3836",120670,1,2011,33042
"3837",120678,1,2011,12539
"3838",120767,1,2011,180
"3839",120784,4,2011,2118
"3840",120784,1,2011,29727
"3841",120795,1,2011,0
"3842",120895,1,2011,0
"3843",120910,2,2011,-60
"3844",120910,1,2011,23556
"3845",120957,1,2011,37724
"3846",120961,1,2011,218613
"3847",121001,1,2011,0
"3848",121024,1,2011,52186
"3849",121077,1,2011,11075
"3850",121084,1,2011,7260
"3851",121126,1,2011,0
"3852",121163,2,2011,5860
"3853",121163,1,2011,19970
"3854",121208,1,2011,133
"3855",121275,1,2011,72686
"3856",121329,1,2011,0
"3857",121377,1,2011,0
"3858",121388,1,2011,16009
"3859",121438,1,2011,1022
"3860",121471,2,2011,5551
"3861",121471,1,2011,4198
"3862",121581,1,2011,17951
"3863",121606,1,2011,0
"3864",121609,1,2011,10243
"3865",121658,1,2011,14004
"3866",121661,1,2011,9069
"3867",121681,1,2011,0
"3868",121776,1,2011,2380
"3869",121779,1,2011,12285
"3870",121869,1,2011,5108
"3871",121923,1,2011,0
"3872",121968,1,2011,80
"3873",121990,1,2011,0
"3874",122012,1,2011,150
"3875",122049,1,2011,0
"3876",122085,1,2011,0
"3877",122207,1,2011,0
"3878",122216,1,2011,144
"3879",122233,1,2011,153
"3880",122290,4,2011,6232
"3881",122290,1,2011,-5366
"3882",122328,1,2011,1676
"3883",122369,1,2011,31073
"3884",122403,1,2011,0
"3885",122407,1,2011,3310
"3886",122424,4,2011,5201
"3887",122424,1,2011,-3148
"3888",122539,1,2011,0
"3889",122557,1,2011,1864
"3890",122624,1,2011,3533
"3891",122867,1,2011,10566
"3892",122878,1,2011,14401
"3893",122908,1,2011,-3477
"3894",122914,1,2011,88632
"3895",122920,1,2011,814
"3896",122940,1,2011,0
"3897",122941,1,2011,7206
"3898",122949,1,2011,5945
"3899",122970,1,2011,9097
"3900",122976,1,2011,0
"3901",123019,1,2011,11850
"3902",123046,1,2011,0
"3903",123083,1,2011,4513
"3904",123138,1,2011,9727
"3905",123142,2,2011,1305
"3906",123142,1,2011,0
"3907",123241,1,2011,18498
"3908",123269,1,2011,93
"3909",123322,1,2011,18394
"3910",123341,1,2011,0
"3911",123355,2,2011,434
"3912",123355,3,2011,19577
"3913",123355,1,2011,5143
"3914",123377,1,2011,0
"3915",123428,1,2011,0
"3916",123491,1,2011,18391
"3917",123497,5,2011,1305
"3918",123497,1,2011,2465
"3919",123526,2,2011,6232
"3920",123526,1,2011,3940
"3921",123595,1,2011,0
"3922",123624,1,2011,-55
"3923",123649,1,2011,0
"3924",123832,1,2011,0
"3925",123943,1,2011,15659
"3926",123958,2,2011,556
"3927",123958,1,2011,12928
"3928",123972,1,2011,117877
"3929",123984,1,2011,19015
"3930",123985,2,2011,8811
"3931",123985,1,2011,8524
"3932",123987,1,2011,0
"3933",123989,1,2011,-3274
"3934",123989,3,2011,3081
"3935",124054,3,2011,6519
"3936",124054,1,2011,5
"3937",124082,1,2011,0
"3938",124133,1,2011,1354
"3939",124145,1,2011,3367
"3940",124151,1,2011,50861
"3941",124154,1,2011,5276
"3942",124263,1,2011,13939
"3943",124328,1,2011,16269
"3944",124348,1,2011,0
"3945",124353,1,2011,137986
"3946",124373,1,2011,8229
"3947",124388,1,2011,6232
"3948",124469,1,2011,0
"3949",124517,1,2011,0
"3950",124524,1,2011,10245
"3951",124656,1,2011,14542
"3952",124667,2,2011,266
"3953",124667,3,2011,492
"3954",124667,1,2011,0
"3955",124689,1,2011,18312
"3956",124691,1,2011,2231
"3957",124741,1,2011,22142
"3958",124746,1,2011,18980
"3959",124763,2,2011,455
"3960",124763,1,2011,0
"3961",124806,1,2011,7354
"3962",124834,1,2011,0
"3963",124889,1,2011,31276
"3964",124910,1,2011,4480
"3965",124967,1,2011,-2162
"3966",124996,1,2011,-6923
"3967",125098,1,2011,0
"3968",125101,3,2011,1076
"3969",125101,4,2011,2118
"3970",125101,5,2011,239
"3971",125101,1,2011,-3600
"3972",125149,1,2011,0
"3973",125212,5,2011,226
"3974",125212,6,2011,246
"3975",125212,1,2011,-5340
"3976",125225,1,2011,41812
"3977",125235,1,2011,4931
"3978",125243,1,2011,173
"3979",125292,1,2011,18791
"3980",125374,1,2011,14688
"3981",125441,1,2011,37084
"3982",125443,1,2011,32920
"3983",125469,1,2011,25663
"3984",125479,1,2011,7951
"3985",125488,1,2011,3714
"3986",125504,1,2011,23039
"3987",125626,1,2011,-27
"3988",125650,1,2011,80
"3989",125684,3,2011,429
"3990",125684,1,2011,26251
"3991",125721,1,2011,10677
"3992",125750,1,2011,5142
"3993",125753,1,2011,0
"3994",125821,1,2011,0
"3995",125821,2,2011,2412
"3996",125832,6,2011,5723
"3997",125832,1,2011,8609
"3998",125891,1,2011,0
"3999",125964,1,2011,28192
"4000",125991,1,2011,-1102
"4001",125998,1,2011,399
"4002",126164,3,2011,9068
"4003",126164,4,2011,13335
"4004",126164,1,2011,-2939
"4005",126197,1,2011,33798
"4006",126205,1,2011,0
"4007",126228,1,2011,18097
"4008",126262,1,2011,119251
"4009",126320,1,2011,3782
"4010",126350,1,2011,7923
"4011",126362,1,2011,26397
"4012",126388,3,2011,1305
"4013",126388,1,2011,4058
"4014",126409,1,2011,7701
"4015",126424,1,2011,0
"4016",126435,1,2011,5921
"4017",126454,1,2011,0
"4018",126511,3,2011,239
"4019",126511,1,2011,14255
"4020",126545,1,2011,0
"4021",126582,1,2011,0
"4022",126599,1,2011,1435
"4023",126603,2,2011,4513
"4024",126603,1,2011,4513
"4025",126638,1,2011,1936
"4026",126643,1,2011,0
"4027",126672,3,2011,1936
"4028",126672,1,2011,12793
"4029",126699,1,2011,124346
"4030",126705,1,2011,21841
"4031",126753,2,2011,4513
"4032",126753,3,2011,2797
"4033",126753,4,2011,4513
"4034",126753,1,2011,3940
"4035",126850,1,2011,20384
"4036",126914,1,2011,11644
"4037",126917,1,2011,1733
"4038",126931,1,2011,0
"4039",127038,1,2011,6520
"4040",127082,1,2011,-1605
"4041",127110,1,2011,27556
"4042",127118,1,2011,0
"4043",127157,1,2011,31158
"4044",127250,1,2011,319
"4045",127254,1,2011,3367
"4046",127257,1,2011,0
"4047",127264,1,2011,0
"4048",127321,1,2011,6232
"4049",127352,1,2011,5086
"4050",127380,1,2011,0
"4051",127475,1,2011,143574
"4052",127492,1,2011,665
"4053",127544,1,2011,0
"4054",127568,1,2011,0
"4055",127630,1,2011,31174
"4056",127649,1,2011,7091
"4057",127660,1,2011,-3719
"4058",127693,1,2011,-4838
"4059",127710,1,2011,0
"4060",127753,1,2011,2797
"4061",127834,1,2011,26669
"4062",127861,1,2011,0
"4063",127896,1,2011,0
"4064",127971,1,2011,0
"4065",127989,1,2011,0
"4066",128039,1,2011,-26
"4067",128068,1,2011,0
"4068",128128,1,2011,0
"4069",128137,1,2011,0
"4070",128151,1,2011,4897
"4071",128300,1,2011,3795
"4072",128317,1,2011,3940
"4073",128349,1,2011,13554
"4074",128358,1,2011,17442
"4075",128460,1,2011,0
"4076",128500,1,2011,33904
"4077",128571,1,2011,1611
"4078",128607,1,2011,19517
"4079",128626,1,2011,4799
"4080",128650,1,2011,619
"4081",128664,1,2011,20365
"4082",128700,1,2011,384
"4083",128727,1,2011,0
"4084",128730,1,2011,200
"4085",128786,1,2011,3813
"4086",128793,1,2011,15654
"4087",128797,1,2011,8524
"4088",128874,1,2011,0
"4089",128925,1,2011,0
"4090",128933,1,2011,49308
"4091",128969,7,2011,18394
"4092",128969,1,2011,3882
"4093",129154,1,2011,21139
"4094",129162,2,2011,10605
"4095",129162,1,2011,4799
"4096",129173,1,2011,0
"4097",129372,1,2011,3081
"4098",129388,3,2011,1438
"4099",129388,1,2011,16805
"4100",129414,1,2011,9097
"4101",129434,1,2011,-28
"4102",129472,1,2011,4112
"4103",129547,1,2011,0
"4104",129565,1,2011,-6250
"4105",129692,1,2011,0
"4106",129747,1,2011,10963
"4107",129910,1,2011,5945
"4108",130198,1,2011,846
"4109",130235,1,2011,15654
"4110",130292,1,2011,32254
"4111",130340,1,2011,0
"4112",130365,1,2011,14885
"4113",130389,1,2011,19272
"4114",130392,3,2011,5659
"4115",130392,1,2011,6519
"4116",130406,3,2011,429
"4117",130406,1,2011,16520
"4118",130471,1,2011,9670
"4119",130581,1,2011,0
"4120",130626,1,2011,23039
"4121",130674,1,2011,-40
"4122",130757,1,2011,9099
"4123",130770,1,2011,4743
"4124",130778,1,2011,15085
"4125",130839,1,2011,8209
"4126",130886,1,2011,0
"4127",130940,1,2011,0
"4128",130953,1,2011,8783
"4129",131096,1,2011,0
"4130",131182,1,2011,18875
"4131",131191,1,2011,0
"4132",131216,1,2011,0
"4133",131248,1,2011,-677
"4134",131310,1,2011,10756
"4135",131378,1,2011,104271
"4136",131381,1,2011,-26
"4137",131406,1,2011,8811
"4138",131435,1,2011,-12
"4139",131452,1,2011,4799
"4140",131479,4,2011,2570
"4141",131479,1,2011,-1211
"4142",131538,1,2011,1438
"4143",131563,1,2011,168
"4144",131570,1,2011,150357
"4145",131583,1,2011,-6278
"4146",131626,1,2011,8384
"4147",131650,1,2011,10629
"4148",131656,2,2011,2140
"4149",131656,1,2011,126452
"4150",131690,1,2011,9875
"4151",131781,1,2011,0
"4152",131814,4,2011,6452
"4153",131814,1,2011,-581
"4154",131816,1,2011,0
"4155",131847,2,2011,1010
"4156",131847,1,2011,2578
"4157",131857,1,2011,3367
"4158",131901,1,2011,5229
"4159",131956,1,2011,0
"4160",131964,3,2011,2118
"4161",131964,1,2011,3367
"4162",131976,2,2011,6805
"4163",131976,1,2011,11789
"4164",131998,2,2011,4513
"4165",131998,1,2011,5373
"4166",132011,2,2011,17235
"4167",132011,3,2011,3940
"4168",132011,1,2011,7378
"4169",132018,5,2011,3940
"4170",132018,1,2011,3829
"4171",132047,1,2011,-7091
"4172",132063,1,2011,0
"4173",132070,1,2011,105
"4174",132151,1,2011,8783
