SERIALNO,SPORDER,ST,PUMA,year,HISP,RAC1P,AGEP,SEX,cntyname,economic_unit,income_insufficient
538,1,37,1703,2013,1,1,31,1,Guilford,TRUE,FALSE
538,2,37,1703,2013,1,1,30,2,Guilford,TRUE,FALSE
538,3,37,1703,2013,1,1,2,1,Guilford,TRUE,FALSE
5022,1,37,1803,2013,1,1,53,1,Forsyth,TRUE,FALSE
5022,2,37,1803,2013,1,1,56,2,Forsyth,TRUE,FALSE
5022,3,37,1803,2013,1,1,24,1,Forsyth,TRUE,FALSE
5022,4,37,1803,2013,1,1,2,2,Forsyth,TRUE,FALSE
5022,5,37,1803,2013,1,1,24,2,Forsyth,TRUE,FALSE
9246,1,37,1704,2013,1,1,44,2,Guilford,TRUE,FALSE
9246,2,37,1704,2013,1,1,43,1,Guilford,TRUE,FALSE
9246,3,37,1704,2013,1,1,11,1,Guilford,TRUE,FALSE
9246,4,37,1704,2013,1,1,10,1,Guilford,TRUE,FALSE
9246,5,37,1704,2013,1,1,7,2,Guilford,TRUE,FALSE
9246,6,37,1704,2013,1,1,5,2,Guilford,TRUE,FALSE
9246,7,37,1704,2013,1,1,1,2,Guilford,TRUE,FALSE
14348,1,37,1701,2013,1,1,27,2,Guilford,TRUE,TRUE
14348,2,37,1701,2013,1,1,26,1,Guilford,TRUE,TRUE
14348,3,37,1701,2013,1,1,0,1,Guilford,TRUE,TRUE
24104,1,37,1702,2013,1,2,27,2,Guilford,TRUE,TRUE
24104,2,37,1702,2013,1,2,1,2,Guilford,TRUE,TRUE
33024,1,37,1302,2013,1,2,34,1,Durham,TRUE,FALSE
33024,2,37,1302,2013,1,2,36,2,Durham,TRUE,FALSE
33024,3,37,1302,2013,1,2,6,2,Durham,TRUE,FALSE
33024,4,37,1302,2013,1,2,4,2,Durham,TRUE,FALSE
33024,5,37,1302,2013,1,2,2,1,Durham,TRUE,FALSE
37642,1,37,1703,2013,1,2,27,2,Guilford,TRUE,TRUE
37642,2,37,1703,2013,1,2,11,1,Guilford,TRUE,TRUE
37642,3,37,1703,2013,1,2,5,2,Guilford,TRUE,TRUE
37642,4,37,1703,2013,1,2,4,2,Guilford,TRUE,TRUE
47509,1,37,1703,2013,1,1,56,2,Guilford,TRUE,FALSE
47509,2,37,1703,2013,1,1,56,1,Guilford,TRUE,FALSE
47509,3,37,1703,2013,1,1,21,2,Guilford,TRUE,FALSE
47509,4,37,1703,2013,1,1,3,2,Guilford,TRUE,FALSE
56870,1,37,1704,2013,1,1,37,1,Guilford,TRUE,FALSE
56870,2,37,1704,2013,1,1,35,2,Guilford,TRUE,FALSE
56870,3,37,1704,2013,1,1,6,1,Guilford,TRUE,FALSE
56870,4,37,1704,2013,1,1,3,1,Guilford,TRUE,FALSE
63132,1,37,1802,2013,1,2,22,2,Forsyth,TRUE,TRUE
63132,2,37,1802,2013,1,2,0,2,Forsyth,TRUE,TRUE
67249,1,37,1801,2013,1,2,23,2,Forsyth,TRUE,TRUE
67249,2,37,1801,2013,1,2,4,2,Forsyth,TRUE,TRUE
67249,3,37,1801,2013,1,2,1,2,Forsyth,TRUE,TRUE
76290,1,37,1803,2013,1,1,36,2,Forsyth,TRUE,FALSE
76290,2,37,1803,2013,1,1,36,1,Forsyth,TRUE,FALSE
76290,3,37,1803,2013,1,1,8,1,Forsyth,TRUE,FALSE
76290,4,37,1803,2013,1,1,4,2,Forsyth,TRUE,FALSE
83056,1,37,1702,2013,1,1,33,1,Guilford,TRUE,FALSE
83056,2,37,1702,2013,1,1,32,2,Guilford,TRUE,FALSE
83056,3,37,1702,2013,1,1,5,2,Guilford,TRUE,FALSE
83056,4,37,1702,2013,1,1,3,1,Guilford,TRUE,FALSE
88859,1,37,1801,2013,1,2,35,2,Forsyth,TRUE,TRUE
88859,2,37,1801,2013,1,2,3,1,Forsyth,TRUE,TRUE
91084,1,37,1802,2013,3,2,36,2,Forsyth,TRUE,TRUE
91084,2,37,1802,2013,2,1,32,1,Forsyth,TRUE,TRUE
91084,3,37,1802,2013,3,2,14,1,Forsyth,TRUE,TRUE
91084,4,37,1802,2013,3,2,10,2,Forsyth,TRUE,TRUE
91084,5,37,1802,2013,3,2,3,1,Forsyth,TRUE,TRUE
92216,1,37,1801,2013,1,2,34,2,Forsyth,TRUE,TRUE
92216,2,37,1801,2013,1,2,50,1,Forsyth,TRUE,TRUE
92216,3,37,1801,2013,1,2,6,2,Forsyth,TRUE,TRUE
92216,4,37,1801,2013,1,2,4,2,Forsyth,TRUE,TRUE
93191,1,37,1803,2013,1,1,42,2,Forsyth,TRUE,TRUE
93191,2,37,1803,2013,1,1,47,1,Forsyth,TRUE,TRUE
93191,3,37,1803,2013,1,1,1,2,Forsyth,TRUE,TRUE
93191,4,37,1803,2013,1,1,3,1,Forsyth,TRUE,TRUE
93191,5,37,1803,2013,1,1,0,1,Forsyth,TRUE,TRUE
108664,1,37,1803,2013,1,6,35,1,Forsyth,TRUE,FALSE
108664,2,37,1803,2013,1,1,35,2,Forsyth,TRUE,FALSE
108664,3,37,1803,2013,1,9,3,1,Forsyth,TRUE,FALSE
108664,4,37,1803,2013,1,9,0,2,Forsyth,TRUE,FALSE
108664,5,37,1803,2013,1,6,67,1,Forsyth,TRUE,FALSE
114603,1,37,1704,2013,1,1,35,1,Guilford,TRUE,FALSE
114603,2,37,1704,2013,1,1,35,2,Guilford,TRUE,FALSE
114603,3,37,1704,2013,1,1,6,2,Guilford,TRUE,FALSE
114603,4,37,1704,2013,1,1,4,1,Guilford,TRUE,FALSE
114603,5,37,1704,2013,1,1,2,1,Guilford,TRUE,FALSE
115380,1,37,1301,2013,2,9,40,2,Durham,TRUE,FALSE
115380,2,37,1301,2013,1,1,37,1,Durham,TRUE,FALSE
115380,3,37,1301,2013,2,9,11,1,Durham,TRUE,FALSE
115380,4,37,1301,2013,2,9,8,1,Durham,TRUE,FALSE
115380,5,37,1301,2013,2,9,3,2,Durham,TRUE,FALSE
120112,1,37,1302,2013,1,2,39,2,Durham,TRUE,TRUE
120112,2,37,1302,2013,1,2,19,1,Durham,TRUE,TRUE
120112,3,37,1302,2013,1,2,13,1,Durham,TRUE,TRUE
120112,4,37,1302,2013,1,2,4,1,Durham,TRUE,TRUE
120112,5,37,1302,2013,1,2,37,2,Durham,TRUE,TRUE
120112,6,37,1302,2013,1,2,16,2,Durham,TRUE,TRUE
120112,7,37,1302,2013,1,2,15,2,Durham,TRUE,TRUE
120112,8,37,1302,2013,1,2,0,1,Durham,TRUE,TRUE
125349,1,37,1703,2013,1,1,27,1,Guilford,TRUE,FALSE
125349,2,37,1703,2013,1,1,26,2,Guilford,TRUE,FALSE
125349,3,37,1703,2013,1,1,2,2,Guilford,TRUE,FALSE
125349,4,37,1703,2013,2,1,8,1,Guilford,TRUE,FALSE
126266,1,37,1803,2013,1,1,31,1,Forsyth,TRUE,FALSE
126266,2,37,1803,2013,1,1,32,2,Forsyth,TRUE,FALSE
126266,3,37,1803,2013,1,1,4,2,Forsyth,TRUE,FALSE
126266,4,37,1803,2013,1,1,0,1,Forsyth,TRUE,FALSE
127158,1,37,1704,2013,2,1,36,1,Guilford,TRUE,TRUE
127158,2,37,1704,2013,2,1,36,2,Guilford,TRUE,TRUE
127158,3,37,1704,2013,2,1,15,2,Guilford,TRUE,TRUE
127158,4,37,1704,2013,2,1,13,2,Guilford,TRUE,TRUE
127158,5,37,1704,2013,2,1,7,2,Guilford,TRUE,TRUE
127158,6,37,1704,2013,2,1,6,2,Guilford,TRUE,TRUE
127158,7,37,1704,2013,2,1,0,2,Guilford,TRUE,TRUE
130192,1,37,1803,2013,1,1,28,1,Forsyth,TRUE,TRUE
130192,2,37,1803,2013,1,1,27,2,Forsyth,TRUE,TRUE
130192,3,37,1803,2013,1,1,5,1,Forsyth,TRUE,TRUE
130192,4,37,1803,2013,1,1,1,1,Forsyth,TRUE,TRUE
131903,1,37,1801,2013,1,2,28,2,Forsyth,TRUE,FALSE
131903,2,37,1801,2013,1,2,37,1,Forsyth,TRUE,FALSE
131903,3,37,1801,2013,1,2,4,2,Forsyth,TRUE,FALSE
131903,4,37,1801,2013,1,2,13,1,Forsyth,TRUE,FALSE
133002,1,37,1302,2013,1,1,32,2,Durham,TRUE,FALSE
133002,2,37,1302,2013,1,1,34,1,Durham,TRUE,FALSE
133002,3,37,1302,2013,1,1,4,1,Durham,TRUE,FALSE
133002,4,37,1302,2013,1,1,2,1,Durham,TRUE,FALSE
133002,5,37,1302,2013,1,1,1,2,Durham,TRUE,FALSE
133299,1,37,1301,2013,1,2,33,2,Durham,TRUE,FALSE
133299,2,37,1301,2013,1,2,14,2,Durham,TRUE,FALSE
133299,3,37,1301,2013,1,2,4,2,Durham,TRUE,FALSE
133299,4,37,1301,2013,1,2,35,2,Durham,TRUE,FALSE
135954,1,37,1302,2013,1,2,25,2,Durham,TRUE,TRUE
135954,2,37,1302,2013,1,2,4,2,Durham,TRUE,TRUE
135954,3,37,1302,2013,1,2,28,1,Durham,TRUE,TRUE
136110,1,37,1302,2013,1,1,41,1,Durham,TRUE,FALSE
136110,2,37,1302,2013,1,1,35,2,Durham,TRUE,FALSE
136110,3,37,1302,2013,1,1,6,2,Durham,TRUE,FALSE
136110,4,37,1302,2013,1,1,5,1,Durham,TRUE,FALSE
136110,5,37,1302,2013,1,1,2,1,Durham,TRUE,FALSE
138523,1,37,1701,2013,1,1,26,2,Guilford,TRUE,TRUE
138523,2,37,1701,2013,2,8,32,1,Guilford,TRUE,TRUE
138523,3,37,1701,2013,2,1,6,2,Guilford,TRUE,TRUE
138523,4,37,1701,2013,2,1,5,2,Guilford,TRUE,TRUE
138523,5,37,1701,2013,2,1,4,1,Guilford,TRUE,TRUE
138523,6,37,1701,2013,2,1,0,1,Guilford,TRUE,TRUE
139160,1,37,1802,2013,1,1,35,1,Forsyth,TRUE,FALSE
139160,2,37,1802,2013,1,1,29,2,Forsyth,TRUE,FALSE
139160,3,37,1802,2013,1,1,0,2,Forsyth,TRUE,FALSE
140864,1,37,1801,2013,1,2,20,1,Forsyth,TRUE,TRUE
140864,2,37,1801,2013,1,2,0,2,Forsyth,TRUE,TRUE
140864,3,37,1801,2013,1,2,14,2,Forsyth,TRUE,TRUE
143289,1,37,1701,2013,1,1,36,1,Guilford,TRUE,FALSE
143289,2,37,1701,2013,1,6,37,2,Guilford,TRUE,FALSE
143289,3,37,1701,2013,1,9,2,2,Guilford,TRUE,FALSE
143289,4,37,1701,2013,1,6,10,2,Guilford,TRUE,FALSE
146669,1,37,1703,2013,1,1,32,2,Guilford,TRUE,FALSE
146669,2,37,1703,2013,1,1,33,1,Guilford,TRUE,FALSE
146669,3,37,1703,2013,1,1,5,1,Guilford,TRUE,FALSE
146669,4,37,1703,2013,1,1,1,1,Guilford,TRUE,FALSE
154265,1,37,1802,2013,1,1,33,2,Forsyth,TRUE,FALSE
154265,2,37,1802,2013,2,8,33,1,Forsyth,TRUE,FALSE
154265,3,37,1802,2013,2,1,2,2,Forsyth,TRUE,FALSE
162158,1,37,1301,2013,1,1,41,1,Durham,TRUE,FALSE
162158,2,37,1301,2013,1,1,35,2,Durham,TRUE,FALSE
162158,3,37,1301,2013,1,1,0,1,Durham,TRUE,FALSE
162559,1,37,1802,2013,1,1,27,2,Forsyth,TRUE,FALSE
162559,2,37,1802,2013,1,1,27,1,Forsyth,TRUE,FALSE
162559,3,37,1802,2013,1,1,0,2,Forsyth,TRUE,FALSE
166093,1,37,1802,2013,1,6,34,1,Forsyth,TRUE,TRUE
166093,2,37,1802,2013,1,6,37,2,Forsyth,TRUE,TRUE
166093,3,37,1802,2013,1,6,4,1,Forsyth,TRUE,TRUE
168726,1,37,1802,2013,2,9,31,2,Forsyth,TRUE,TRUE
168726,2,37,1802,2013,2,2,32,1,Forsyth,TRUE,TRUE
168726,3,37,1802,2013,2,2,11,2,Forsyth,TRUE,TRUE
168726,4,37,1802,2013,2,2,6,1,Forsyth,TRUE,TRUE
168726,5,37,1802,2013,2,2,4,2,Forsyth,TRUE,TRUE
171947,1,37,1801,2013,1,1,43,1,Forsyth,TRUE,FALSE
171947,2,37,1801,2013,1,1,38,2,Forsyth,TRUE,FALSE
171947,3,37,1801,2013,1,1,6,1,Forsyth,TRUE,FALSE
171947,4,37,1801,2013,1,1,3,1,Forsyth,TRUE,FALSE
175926,1,37,1801,2013,1,1,33,1,Forsyth,TRUE,FALSE
175926,2,37,1801,2013,1,1,33,2,Forsyth,TRUE,FALSE
175926,3,37,1801,2013,1,1,3,2,Forsyth,TRUE,FALSE
175926,4,37,1801,2013,1,1,1,1,Forsyth,TRUE,FALSE
176643,1,37,1302,2013,24,1,35,1,Durham,TRUE,FALSE
176643,2,37,1302,2013,1,1,29,2,Durham,TRUE,FALSE
176643,3,37,1302,2013,24,1,4,1,Durham,TRUE,FALSE
176643,4,37,1302,2013,24,1,2,1,Durham,TRUE,FALSE
176643,5,37,1302,2013,24,1,0,2,Durham,TRUE,FALSE
179358,1,37,1701,2013,1,1,34,2,Guilford,TRUE,FALSE
179358,2,37,1701,2013,1,1,41,1,Guilford,TRUE,FALSE
179358,3,37,1701,2013,1,1,1,2,Guilford,TRUE,FALSE
181348,1,37,1801,2013,2,1,45,1,Forsyth,TRUE,FALSE
181348,2,37,1801,2013,2,1,14,1,Forsyth,TRUE,FALSE
181348,3,37,1801,2013,2,1,11,1,Forsyth,TRUE,FALSE
181348,4,37,1801,2013,2,1,2,2,Forsyth,TRUE,FALSE
181348,5,37,1801,2013,2,1,39,2,Forsyth,TRUE,FALSE
182946,1,37,1704,2013,1,1,35,1,Guilford,TRUE,TRUE
182946,2,37,1704,2013,1,1,31,2,Guilford,TRUE,TRUE
182946,3,37,1704,2013,1,1,8,2,Guilford,TRUE,TRUE
182946,4,37,1704,2013,1,1,6,2,Guilford,TRUE,TRUE
182946,5,37,1704,2013,1,1,2,2,Guilford,TRUE,TRUE
183213,1,37,1301,2013,1,1,34,1,Durham,TRUE,FALSE
183213,2,37,1301,2013,1,1,29,2,Durham,TRUE,FALSE
183213,3,37,1301,2013,1,1,0,1,Durham,TRUE,FALSE
183842,1,37,1702,2013,1,2,33,1,Guilford,TRUE,FALSE
183842,2,37,1702,2013,1,2,46,2,Guilford,TRUE,FALSE
183842,3,37,1702,2013,1,2,18,2,Guilford,TRUE,FALSE
183842,4,37,1702,2013,1,2,1,1,Guilford,TRUE,FALSE
199863,1,37,1802,2013,2,8,40,2,Forsyth,TRUE,FALSE
199863,2,37,1802,2013,2,8,44,1,Forsyth,TRUE,FALSE
199863,3,37,1802,2013,2,8,7,2,Forsyth,TRUE,FALSE
199863,4,37,1802,2013,2,8,0,1,Forsyth,TRUE,FALSE
201118,1,37,1703,2013,1,2,37,2,Guilford,TRUE,FALSE
201118,2,37,1703,2013,1,2,32,1,Guilford,TRUE,FALSE
201118,3,37,1703,2013,1,2,3,1,Guilford,TRUE,FALSE
206284,1,37,1701,2013,1,1,41,1,Guilford,TRUE,FALSE
206284,2,37,1701,2013,1,1,40,2,Guilford,TRUE,FALSE
206284,3,37,1701,2013,1,1,3,2,Guilford,TRUE,FALSE
208890,1,37,1302,2013,1,1,43,1,Durham,TRUE,FALSE
208890,2,37,1302,2013,1,1,40,2,Durham,TRUE,FALSE
208890,3,37,1302,2013,1,1,1,2,Durham,TRUE,FALSE
211285,1,37,1704,2013,1,1,28,2,Guilford,TRUE,TRUE
211285,2,37,1704,2013,1,1,0,2,Guilford,TRUE,TRUE
221288,1,37,1704,2013,1,1,41,1,Guilford,TRUE,FALSE
221288,2,37,1704,2013,1,1,38,2,Guilford,TRUE,FALSE
221288,3,37,1704,2013,1,1,2,1,Guilford,TRUE,FALSE
222429,1,37,1803,2013,1,1,41,1,Forsyth,TRUE,FALSE
222429,2,37,1803,2013,1,1,39,2,Forsyth,TRUE,FALSE
222429,3,37,1803,2013,1,1,13,1,Forsyth,TRUE,FALSE
222429,4,37,1803,2013,1,1,11,1,Forsyth,TRUE,FALSE
222429,5,37,1803,2013,1,1,4,2,Forsyth,TRUE,FALSE
223534,1,37,1301,2013,1,9,26,1,Durham,TRUE,TRUE
223534,2,37,1301,2013,1,2,26,2,Durham,TRUE,TRUE
223534,3,37,1301,2013,1,9,6,1,Durham,TRUE,TRUE
223534,4,37,1301,2013,1,9,2,1,Durham,TRUE,TRUE
223534,5,37,1301,2013,1,9,1,2,Durham,TRUE,TRUE
223534,6,37,1301,2013,1,2,9,2,Durham,TRUE,TRUE
227291,1,37,1704,2013,1,2,21,2,Guilford,TRUE,TRUE
227291,2,37,1704,2013,1,2,0,1,Guilford,TRUE,TRUE
227291,3,37,1704,2013,1,2,23,1,Guilford,TRUE,TRUE
227485,1,37,1704,2013,1,1,34,1,Guilford,TRUE,FALSE
227485,2,37,1704,2013,1,1,37,2,Guilford,TRUE,FALSE
227485,3,37,1704,2013,1,1,5,2,Guilford,TRUE,FALSE
227485,4,37,1704,2013,1,1,3,2,Guilford,TRUE,FALSE
227892,1,37,1801,2013,1,1,31,1,Forsyth,TRUE,FALSE
227892,2,37,1801,2013,1,1,33,2,Forsyth,TRUE,FALSE
227892,3,37,1801,2013,1,1,7,1,Forsyth,TRUE,FALSE
227892,4,37,1801,2013,1,1,6,2,Forsyth,TRUE,FALSE
227892,5,37,1801,2013,1,1,4,2,Forsyth,TRUE,FALSE
227892,6,37,1801,2013,1,1,2,1,Forsyth,TRUE,FALSE
227892,7,37,1801,2013,1,1,1,1,Forsyth,TRUE,FALSE
230854,1,37,1701,2013,1,2,28,2,Guilford,TRUE,TRUE
230854,2,37,1701,2013,1,2,7,2,Guilford,TRUE,TRUE
230854,3,37,1701,2013,1,2,2,2,Guilford,TRUE,TRUE
230854,4,37,1701,2013,1,2,32,1,Guilford,TRUE,TRUE
240660,1,37,1704,2013,1,6,38,2,Guilford,TRUE,FALSE
240660,2,37,1704,2013,1,6,37,1,Guilford,TRUE,FALSE
240660,3,37,1704,2013,1,6,11,2,Guilford,TRUE,FALSE
240660,4,37,1704,2013,1,6,9,2,Guilford,TRUE,FALSE
240660,5,37,1704,2013,1,6,1,1,Guilford,TRUE,FALSE
246541,1,37,1704,2013,1,2,37,2,Guilford,TRUE,TRUE
246541,2,37,1704,2013,1,2,19,2,Guilford,TRUE,TRUE
246541,3,37,1704,2013,1,2,14,1,Guilford,TRUE,TRUE
246541,4,37,1704,2013,1,2,13,2,Guilford,TRUE,TRUE
246541,5,37,1704,2013,1,2,1,2,Guilford,TRUE,TRUE
246918,1,37,1301,2013,1,1,39,2,Durham,TRUE,FALSE
246918,2,37,1301,2013,1,1,42,1,Durham,TRUE,FALSE
246918,3,37,1301,2013,1,1,2,1,Durham,TRUE,FALSE
248366,1,37,1704,2013,1,1,42,2,Guilford,TRUE,FALSE
248366,2,37,1704,2013,1,6,41,1,Guilford,TRUE,FALSE
248366,3,37,1704,2013,1,8,4,1,Guilford,TRUE,FALSE
248366,4,37,1704,2013,1,8,1,2,Guilford,TRUE,FALSE
248954,1,37,1301,2013,2,1,27,2,Durham,TRUE,TRUE
248954,2,37,1301,2013,2,1,0,1,Durham,TRUE,TRUE
249674,1,37,1803,2013,1,1,26,2,Forsyth,TRUE,TRUE
249674,2,37,1803,2013,1,1,4,1,Forsyth,TRUE,TRUE
249674,3,37,1803,2013,1,1,22,2,Forsyth,FALSE,FALSE
255004,1,37,1703,2013,1,2,34,1,Guilford,TRUE,TRUE
255004,2,37,1703,2013,1,2,31,2,Guilford,TRUE,TRUE
255004,3,37,1703,2013,1,2,5,2,Guilford,TRUE,TRUE
255004,4,37,1703,2013,1,2,0,1,Guilford,TRUE,TRUE
256072,1,37,1704,2013,1,1,28,2,Guilford,TRUE,FALSE
256072,2,37,1704,2013,1,1,31,1,Guilford,TRUE,FALSE
256072,3,37,1704,2013,1,1,6,2,Guilford,TRUE,FALSE
256072,4,37,1704,2013,1,1,2,1,Guilford,TRUE,FALSE
257904,1,37,1701,2013,1,1,41,1,Guilford,TRUE,FALSE
257904,2,37,1701,2013,1,1,36,2,Guilford,TRUE,FALSE
257904,3,37,1701,2013,1,1,13,2,Guilford,TRUE,FALSE
257904,4,37,1701,2013,1,1,11,1,Guilford,TRUE,FALSE
257904,5,37,1701,2013,1,1,3,2,Guilford,TRUE,FALSE
257904,6,37,1701,2013,1,1,0,1,Guilford,TRUE,FALSE
259263,1,37,1302,2013,1,1,34,2,Durham,TRUE,FALSE
259263,2,37,1302,2013,1,1,34,1,Durham,TRUE,FALSE
259263,3,37,1302,2013,1,1,3,1,Durham,TRUE,FALSE
262524,1,37,1704,2013,1,2,31,1,Guilford,TRUE,FALSE
262524,2,37,1704,2013,1,2,29,2,Guilford,TRUE,FALSE
262524,3,37,1704,2013,1,2,5,2,Guilford,TRUE,FALSE
262524,4,37,1704,2013,1,2,1,1,Guilford,TRUE,FALSE
270861,1,37,1704,2013,1,1,34,1,Guilford,TRUE,FALSE
270861,2,37,1704,2013,1,1,34,2,Guilford,TRUE,FALSE
270861,3,37,1704,2013,1,1,3,1,Guilford,TRUE,FALSE
270861,4,37,1704,2013,1,1,1,1,Guilford,TRUE,FALSE
276794,1,37,1701,2013,1,2,49,2,Guilford,TRUE,TRUE
276794,2,37,1701,2013,1,2,22,2,Guilford,TRUE,TRUE
276794,3,37,1701,2013,1,2,12,1,Guilford,TRUE,TRUE
276794,4,37,1701,2013,1,2,4,2,Guilford,TRUE,TRUE
277727,1,37,1801,2013,1,2,29,2,Forsyth,TRUE,TRUE
277727,2,37,1801,2013,1,2,12,1,Forsyth,TRUE,TRUE
277727,3,37,1801,2013,1,2,7,1,Forsyth,TRUE,TRUE
277727,4,37,1801,2013,1,2,3,2,Forsyth,TRUE,TRUE
277870,1,37,1702,2013,1,2,37,2,Guilford,TRUE,FALSE
277870,2,37,1702,2013,1,2,3,2,Guilford,TRUE,FALSE
280128,1,37,1704,2013,1,6,32,1,Guilford,TRUE,FALSE
280128,2,37,1704,2013,1,6,25,2,Guilford,TRUE,FALSE
280128,3,37,1704,2013,1,6,0,2,Guilford,TRUE,FALSE
289392,1,37,1803,2013,2,1,38,1,Forsyth,TRUE,TRUE
289392,2,37,1803,2013,11,1,32,2,Forsyth,TRUE,TRUE
289392,3,37,1803,2013,11,1,5,1,Forsyth,TRUE,TRUE
289392,4,37,1803,2013,11,1,2,1,Forsyth,TRUE,TRUE
291354,1,37,1802,2013,1,1,26,2,Forsyth,TRUE,TRUE
291354,2,37,1802,2013,1,1,28,1,Forsyth,TRUE,TRUE
291354,3,37,1802,2013,1,1,7,1,Forsyth,TRUE,TRUE
291354,4,37,1802,2013,1,1,2,1,Forsyth,TRUE,TRUE
291630,1,37,1703,2013,1,1,36,1,Guilford,TRUE,FALSE
291630,2,37,1703,2013,1,1,35,2,Guilford,TRUE,FALSE
291630,3,37,1703,2013,1,1,10,1,Guilford,TRUE,FALSE
291630,4,37,1703,2013,1,1,8,2,Guilford,TRUE,FALSE
291630,5,37,1703,2013,1,1,3,1,Guilford,TRUE,FALSE
291630,6,37,1703,2013,1,1,1,2,Guilford,TRUE,FALSE
296613,1,37,1701,2013,1,1,34,2,Guilford,TRUE,FALSE
296613,2,37,1701,2013,1,2,36,1,Guilford,TRUE,FALSE
296613,3,37,1701,2013,1,9,6,1,Guilford,TRUE,FALSE
296613,4,37,1701,2013,1,9,3,1,Guilford,TRUE,FALSE
298522,1,37,1301,2013,16,1,25,2,Durham,TRUE,TRUE
298522,2,37,1301,2013,2,1,32,1,Durham,TRUE,TRUE
298522,3,37,1301,2013,16,1,4,2,Durham,TRUE,TRUE
298522,4,37,1301,2013,16,1,0,2,Durham,TRUE,TRUE
303019,1,37,1701,2013,1,1,36,2,Guilford,TRUE,FALSE
303019,2,37,1701,2013,1,1,34,1,Guilford,TRUE,FALSE
303019,3,37,1701,2013,1,1,7,2,Guilford,TRUE,FALSE
303019,4,37,1701,2013,1,1,5,1,Guilford,TRUE,FALSE
303019,5,37,1701,2013,1,1,3,2,Guilford,TRUE,FALSE
306553,1,37,1704,2013,1,1,42,1,Guilford,TRUE,FALSE
306553,2,37,1704,2013,1,1,28,2,Guilford,TRUE,FALSE
306553,3,37,1704,2013,1,1,2,2,Guilford,TRUE,FALSE
306553,4,37,1704,2013,1,1,1,2,Guilford,TRUE,FALSE
313994,1,37,1702,2013,2,8,19,2,Guilford,TRUE,TRUE
313994,2,37,1702,2013,2,8,3,1,Guilford,TRUE,TRUE
313994,3,37,1702,2013,2,8,1,2,Guilford,TRUE,TRUE
313994,4,37,1702,2013,2,8,19,1,Guilford,TRUE,TRUE
314622,1,37,1302,2013,1,2,59,2,Durham,TRUE,TRUE
314622,2,37,1302,2013,1,2,39,2,Durham,TRUE,TRUE
314622,3,37,1302,2013,1,2,15,2,Durham,TRUE,TRUE
314622,4,37,1302,2013,1,2,6,1,Durham,TRUE,TRUE
314622,5,37,1302,2013,1,2,0,1,Durham,TRUE,TRUE
318081,1,37,1703,2013,1,2,61,1,Guilford,TRUE,FALSE
318081,2,37,1703,2013,1,2,61,2,Guilford,TRUE,FALSE
318081,3,37,1703,2013,1,2,33,1,Guilford,TRUE,FALSE
318081,4,37,1703,2013,1,2,13,2,Guilford,TRUE,FALSE
318081,5,37,1703,2013,1,2,11,2,Guilford,TRUE,FALSE
318081,6,37,1703,2013,1,2,10,1,Guilford,TRUE,FALSE
318081,7,37,1703,2013,1,2,9,2,Guilford,TRUE,FALSE
318081,8,37,1703,2013,1,2,6,1,Guilford,TRUE,FALSE
318081,9,37,1703,2013,1,2,4,1,Guilford,TRUE,FALSE
325760,1,37,1803,2013,1,1,26,2,Forsyth,TRUE,TRUE
325760,2,37,1803,2013,2,1,8,1,Forsyth,TRUE,TRUE
325760,3,37,1803,2013,1,1,4,1,Forsyth,TRUE,TRUE
325760,4,37,1803,2013,1,1,25,1,Forsyth,TRUE,TRUE
337515,1,37,1802,2013,1,1,31,2,Forsyth,TRUE,TRUE
337515,2,37,1802,2013,1,1,31,1,Forsyth,TRUE,TRUE
337515,3,37,1802,2013,1,1,5,1,Forsyth,TRUE,TRUE
337515,4,37,1802,2013,1,1,2,1,Forsyth,TRUE,TRUE
340679,1,37,1704,2013,1,1,23,1,Guilford,TRUE,TRUE
340679,2,37,1704,2013,1,1,1,2,Guilford,TRUE,TRUE
340679,3,37,1704,2013,1,1,24,2,Guilford,TRUE,TRUE
342481,1,37,1701,2013,1,1,47,1,Guilford,TRUE,FALSE
342481,2,37,1701,2013,1,1,41,2,Guilford,TRUE,FALSE
342481,3,37,1701,2013,1,1,5,1,Guilford,TRUE,FALSE
342481,4,37,1701,2013,1,1,3,1,Guilford,TRUE,FALSE
350207,1,37,1302,2013,1,1,32,1,Durham,TRUE,FALSE
350207,2,37,1302,2013,1,1,32,2,Durham,TRUE,FALSE
350207,3,37,1302,2013,1,1,3,2,Durham,TRUE,FALSE
356313,1,37,1302,2013,1,2,35,2,Durham,TRUE,TRUE
356313,2,37,1302,2013,1,2,13,2,Durham,TRUE,TRUE
356313,3,37,1302,2013,1,2,1,2,Durham,TRUE,TRUE
361276,1,37,1703,2013,1,1,36,2,Guilford,TRUE,FALSE
361276,2,37,1703,2013,1,1,38,1,Guilford,TRUE,FALSE
361276,3,37,1703,2013,1,1,8,1,Guilford,TRUE,FALSE
361276,4,37,1703,2013,1,1,6,2,Guilford,TRUE,FALSE
361276,5,37,1703,2013,1,1,1,1,Guilford,TRUE,FALSE
361829,1,37,1301,2013,1,6,30,1,Durham,TRUE,FALSE
361829,2,37,1301,2013,1,6,28,2,Durham,TRUE,FALSE
361829,3,37,1301,2013,1,6,1,2,Durham,TRUE,FALSE
362123,1,37,1302,2013,1,1,27,2,Durham,TRUE,FALSE
362123,2,37,1302,2013,2,1,32,1,Durham,TRUE,FALSE
